,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
1968-06-30,0.027525,0.042923,0.015618,-0.00231,-0.016278,0.022488,0.032937,0.024524,-0.0025640000000000003,-0.02223,0.020895,0.037157,-0.0071860000000000005,-0.000624,0.000597,0.054638,0.035444,0.012176,-0.00642,-0.004134,0.030497,0.009033,-0.00044699999999999997,0.00041799999999999997,-0.015254
1968-07-31,0.000225,-0.028748,-0.026366,-0.041666999999999996,-0.023254,-0.024353,-0.027776000000000002,-0.019378,-0.046582,-0.034495,-0.019178999999999998,-0.030207,-0.026533,-0.041754,-0.055353000000000006,-0.00813,-0.023371,-0.047431,-0.047323000000000004,-0.053555,0.021116000000000003,-0.042065,-0.040128000000000004,-0.036348,-0.017122
1968-08-31,0.026821,0.0458,0.029416,0.03965,0.061685,-0.0023,0.037808,0.03016,0.044303999999999996,0.037940999999999996,0.025932,0.028887,0.022021000000000002,0.050357000000000006,0.04289,-0.003582,0.028822999999999998,0.03127,0.038155,0.009159,0.010758,0.013902000000000001,0.011616999999999999,0.035615,-0.003401
1968-09-30,0.039623,0.056062,0.068714,0.066505,0.081753,0.054336999999999996,0.065385,0.076642,0.06586299999999999,0.07038,0.030494,0.052428,0.081387,0.080412,0.06307,0.037362,0.068704,0.058394,0.082067,0.09266500000000001,0.026934,0.03329,0.050191,0.039275000000000004,0.053678
1968-10-31,0.036182,0.013772,0.030691000000000003,0.015687,-0.014634000000000001,0.030779,0.0026379999999999997,0.032424,0.015987,-0.01734,0.033206,0.031721,0.033053,-0.0072699999999999996,0.004798,0.0032140000000000003,0.013878,0.022233,0.016525,-0.000476,0.021969,-0.019287000000000002,0.020528,0.016225,0.023171
1968-11-30,0.064781,0.062077,0.081648,0.056971999999999995,0.078994,0.063035,0.091548,0.07906200000000001,0.07265100000000001,0.099236,0.086577,0.068606,0.053993,0.095856,0.099442,0.08487700000000001,0.062664,0.060968999999999995,0.056853,0.09597099999999999,0.060883,0.049461000000000005,0.030706999999999998,0.053562000000000005,0.113848
1968-12-31,0.026977,0.028501,0.048598,0.008281,0.030147,-0.022925,-0.018005,-0.01796,-0.009759,-0.018607,-0.002546,-0.013274999999999999,0.007562,-0.027385000000000003,-0.03549,-0.029588,-0.024682,-0.034328,-0.037441,-0.036369,-0.044166,-0.04241399999999999,-0.034613,-0.046573,-0.060164
1969-01-31,0.006546,-0.005662,-0.006514,-0.017875000000000002,-0.004149,0.005077000000000001,-0.017011000000000002,0.0049180000000000005,-0.010786,0.000448,0.0074529999999999996,-0.019133999999999998,-0.024485,-0.008813,-0.024315000000000003,0.012014,-0.01322,-0.003822,-0.017309,0.0034760000000000004,0.0033950000000000004,-0.021206,-0.004018,-0.023604,-0.010242
1969-02-28,-0.0797,-0.07693,-0.09091300000000001,-0.085282,-0.128422,-0.049356,-0.08120799999999999,-0.077992,-0.075043,-0.104848,-0.053022,-0.058364,-0.057017,-0.088755,-0.097178,-0.067497,-0.06152,-0.058496,-0.079086,-0.10485099999999999,-0.044608999999999996,-0.029841000000000003,-0.034628,-0.058759,-0.097408
1969-03-31,0.029147,0.013145,0.036078,0.02664,0.038756,-0.011627,0.020503,0.024286,0.01593,0.035411,0.00935,0.006717999999999999,0.037738,0.029317000000000003,0.026677,-0.003552,0.018103,0.028131,0.031908,0.021321,0.03391,0.045904,0.038547,0.007002,0.034844
1969-04-30,-0.009269,-0.007816,0.011269,-0.014138,0.015951,-0.012501,0.0062050000000000004,0.017969,0.014795,0.029511,0.007417,0.008626,0.027381000000000003,0.00121,0.029297,0.007913,0.011878999999999999,0.022712,-0.003126,0.028940999999999998,0.020954,0.036317,0.017778000000000002,0.006193,0.049722999999999996
1969-05-31,0.026293999999999998,0.022303000000000003,0.01688,-0.010565999999999999,0.011386,-0.011921,0.012216,-0.012946,-0.0055379999999999995,0.005703000000000001,0.01939,0.019736,0.012006,-0.004655,-0.001992,0.000451,-0.0026910000000000002,0.028132,-0.011423,-0.023163999999999997,0.016183,-0.010169999999999998,0.00862,-0.011869000000000001,-0.004904
1969-06-30,-0.095448,-0.11578799999999999,-0.149379,-0.12740500000000002,-0.150649,-0.075974,-0.096382,-0.105046,-0.106778,-0.143059,-0.08272399999999999,-0.09692600000000001,-0.110837,-0.10375899999999999,-0.135344,-0.06303600000000001,-0.075294,-0.08160600000000001,-0.09042199999999999,-0.11013099999999999,-0.063935,-0.022382,-0.054071,-0.065996,-0.103186
1969-07-31,-0.08776099999999999,-0.097392,-0.109146,-0.109316,-0.129337,-0.057278,-0.08194800000000001,-0.08570499999999999,-0.09958299999999999,-0.116709,-0.062352,-0.079412,-0.078946,-0.114254,-0.108904,-0.036334,-0.068277,-0.082257,-0.095423,-0.080578,-0.062154999999999995,-0.052022000000000006,-0.047321999999999996,-0.06970900000000001,-0.065515
1969-08-31,0.026677,0.04832,0.001819,0.047791,0.052135999999999995,0.002002,0.039192,0.050651,0.065771,0.072571,0.013071999999999999,0.066807,0.072611,0.078958,0.118466,0.015523,0.066437,0.06397,0.052988999999999994,0.097907,0.035684999999999995,0.054465000000000006,0.046315,0.07035,0.10659800000000001
1969-09-30,-0.004234,-0.008235,-0.032721,-0.033247,-0.044174,-0.015536000000000001,-0.006183999999999999,-0.021358000000000002,-0.009196,0.0030259999999999996,-0.022043,-0.003004,0.004548,-0.036492,-0.010193,-0.04013,-0.016706000000000002,-0.010228,-0.004056000000000001,-0.026326000000000002,-0.042742,-0.018785,0.002995,-0.052464000000000004,-0.018702
1969-10-31,0.036756000000000004,0.051840000000000004,0.096882,0.09268499999999999,0.121122,0.049672999999999995,0.073135,0.066537,0.09789999999999999,0.10543100000000001,0.049729,0.07427,0.061475,0.101967,0.072909,0.070169,0.062679,0.056795,0.067922,0.09988899999999999,0.036072,0.04758,0.055251999999999996,0.089703,0.057312
