Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19260701,7.83,6.94,4.74,111.5,118.36,43.37
19260702,7.84,6.93,4.72,110.17,118.46,43.41
19260706,7.85,6.91,4.74,110.73,118.99,43.5
19260707,7.88,6.94,4.75,111.06,119.11,43.4
19260708,7.89,6.92,4.72,111.14,119.27,43.71
19260709,7.88,6.92,4.72,111.55,119.47,43.97
19260710,7.81,6.92,4.73,110.72,118.53,43.71
19260712,7.8,6.93,4.73,111.73,119.16,43.91
19260713,7.77,6.94,4.77,111.91,119.04,44.06
19260714,7.78,6.94,4.78,112.79,119.51,44.11
19260715,7.78,6.95,4.77,113.05,119.34,43.94
19260716,7.81,6.93,4.76,112.21,118.95,43.71
19260717,7.89,6.95,4.77,112.97,119.37,43.93
19260719,7.94,7,4.79,113.8,119.41,43.84
19260720,7.95,7.02,4.76,113.87,119.4,43.76
19260721,7.86,6.97,4.73,113.17,118.89,43.5
19260722,7.84,6.93,4.73,112.41,118.13,43.43
19260723,7.75,6.86,4.67,111.33,117.51,42.9
19260724,7.77,6.84,4.68,111.31,117.45,42.91
19260726,7.81,6.87,4.69,111.03,117.32,42.94
19260727,7.83,6.87,4.69,111.92,117.85,43.12
19260728,7.82,6.9,4.7,112.57,118.34,43.41
19260729,7.88,6.98,4.75,114.25,119.29,43.73
19260730,7.87,6.98,4.71,115.3,119.53,43.54
19260731,7.85,6.97,4.71,115.32,119.91,43.89
19260802,7.8,6.79,4.58,115.86,119.51,44.15
19260803,7.76,6.86,4.61,117.28,120.37,44.21
19260804,7.85,6.85,4.63,118.42,120.56,44.51
19260805,7.84,6.82,4.62,117.66,120.33,44.49
19260806,7.83,6.82,4.65,117.33,120.33,44.74
19260807,7.88,6.9,4.68,118.17,120.99,45.17
19260809,7.94,6.93,4.72,119.29,121.24,45.3
19260810,7.95,6.92,4.73,119.97,121.18,45.29
19260811,7.86,6.86,4.66,117.55,119.92,44.67
19260812,7.79,6.84,4.66,116.74,119.35,44.36
19260813,7.8,6.87,4.67,117.9,120.3,45.02
19260814,7.77,6.85,4.67,118.72,121.06,45.31
19260816,7.82,6.94,4.69,119.97,121.56,45.46
19260817,7.85,6.94,4.73,119.63,121.75,45.75
19260818,7.8,6.87,4.7,118.01,120.91,45.28
19260819,7.85,6.9,4.72,118.44,121.07,45.59
19260820,7.82,6.86,4.7,117.56,120.45,45.32
19260821,7.74,6.82,4.69,117.18,120.27,45.25
19260823,7.75,6.84,4.73,117.64,120.55,45.6
19260824,7.77,6.83,4.76,118.58,120.79,46.12
19260825,7.72,6.77,4.74,117.27,120.02,45.43
19260826,7.69,6.73,4.72,116.92,119.61,45.53
19260827,7.75,6.75,4.78,117.55,120.07,46.03
19260828,7.8,6.8,4.77,117.71,120.53,46.09
19260830,7.82,6.86,4.77,118.15,120.76,46.22
19260831,7.82,6.88,4.8,118,121.57,46.32
19260901,7.85,7,5.06,120.46,123.32,46.6
19260902,7.94,7.07,5.11,121.08,123.77,46.86
19260903,7.89,7.06,5.11,120.85,123.87,46.81
19260907,7.94,7.06,5.13,121.27,124.93,47.13
19260908,7.96,7.05,5.16,122.45,125.27,47.24
19260909,7.86,7.02,5.12,121.82,124.71,46.79
19260910,7.86,7.04,5.14,121.77,124.56,46.84
19260911,7.79,7.01,5.08,120.76,123.51,46.46
19260913,7.78,6.99,5.09,120.05,123.08,46.22
19260914,7.71,7,5.1,119.99,123.13,46.18
19260915,7.74,7.01,5.14,121.67,123.87,46.73
19260916,7.74,7,5.14,121.22,123.57,46.53
19260917,7.65,7,5.11,121.15,123.22,46.33
19260918,7.55,6.9,5.04,119.9,122.12,45.67
19260920,7.63,6.94,5.06,120.83,122.8,46.18
19260921,7.54,6.89,5.02,120.07,121.81,45.7
19260922,7.53,6.9,5.02,120.5,122.17,46
19260923,7.51,6.87,5.02,120.25,122.16,45.81
19260924,7.49,6.89,5.02,120.46,122.52,45.83
19260925,7.53,6.92,5.05,121.42,123.16,46.15
19260927,7.57,6.93,5.04,121.76,123.38,46.09
19260928,7.57,6.92,5.06,121.69,123.16,46.19
19260929,7.57,6.93,5.05,121.78,123.17,46.1
19260930,7.56,6.94,5.03,121.37,122.79,46.08
19261001,7.53,7.08,5.02,120.97,123.01,46.29
19261002,7.57,7.12,5.05,122.47,123.53,46.63
19261004,7.54,7.12,5.04,122.36,123.51,46.49
19261005,7.4,7.03,4.95,120.48,121.9,45.76
19261006,7.38,6.94,4.9,119.27,120.45,45.01
19261007,7.28,6.85,4.83,118.61,120.12,44.58
19261008,7.25,6.82,4.82,117.34,119.4,44.27
19261009,7.22,6.86,4.85,118.27,119.83,44.64
19261011,7.2,6.83,4.81,116.94,118.89,44.23
19261013,7.15,6.75,4.78,115.93,118.29,43.84
19261014,7.23,6.77,4.8,116.85,119.03,44.45
19261015,7.22,6.81,4.87,117.97,120.08,45.18
19261016,7.09,6.67,4.77,115.28,118.24,44.04
19261018,7,6.6,4.73,114.12,117.66,43.77
19261019,7,6.65,4.78,115.2,118.34,44.03
19261020,6.96,6.63,4.7,113.52,117.49,43.42
19261021,6.92,6.57,4.63,113.74,117.17,42.93
19261022,7.02,6.65,4.73,115.6,118.86,43.83
19261023,7.03,6.6,4.75,114.76,118.58,43.62
19261025,7.1,6.66,4.81,115.52,118.98,43.93
19261026,7.15,6.66,4.82,115.29,118.96,43.94
19261027,7.17,6.67,4.86,115.68,119.38,44.11
19261028,7.22,6.74,4.89,117.15,120.3,44.77
19261029,7.24,6.76,4.93,116.88,120.23,44.68
19261030,7.24,6.75,4.91,116.82,120.1,44.53
19261101,7.34,6.69,4.94,117.1,119.98,44.36
19261103,7.41,6.7,4.93,117.66,120.46,44.65
19261104,7.43,6.69,4.92,118.14,120.55,44.74
19261105,7.45,6.74,4.98,118.84,121.39,45.24
19261106,7.45,6.74,4.98,118.73,121.59,45.36
19261108,7.45,6.76,4.97,118.69,121.99,45.58
19261109,7.49,6.78,5,119.3,122.7,45.95
19261110,7.53,6.78,5.02,119.69,122.78,45.67
19261111,7.49,6.75,4.99,118.82,121.88,45.46
19261112,7.52,6.83,5.02,119.63,122.68,45.77
19261113,7.58,6.84,5.02,119.97,123.11,45.84
19261115,7.59,6.82,5,119.57,122.79,45.74
19261116,7.63,6.86,5.02,119.65,123.31,45.76
19261117,7.58,6.86,5.02,120.48,123.14,45.68
19261118,7.49,6.85,5,120.09,122.66,45.62
19261119,7.46,6.84,4.99,119.48,122.01,45.49
19261120,7.46,6.82,4.98,117.89,121.19,45.23
19261122,7.49,6.84,5.01,118.25,121.76,45.44
19261123,7.56,6.91,5.04,119.15,122.41,45.77
19261124,7.57,6.92,5.07,119.55,122.86,45.82
19261126,7.55,6.94,5.07,119.75,123.09,45.97
19261127,7.57,6.96,5.09,120.1,123.18,46.1
19261129,7.57,6.94,5.07,119.96,123.05,45.94
19261130,7.53,6.94,5.03,119.39,122.76,45.84
19261201,7.43,6.94,5.04,119.14,124.33,45.72
19261202,7.47,6.98,5.04,119.54,124.56,45.79
19261203,7.54,7,5.08,120.11,125.28,46.12
19261204,7.59,7,5.11,120.86,125.19,46.32
19261206,7.56,7.02,5.11,120.54,125.07,46.16
19261207,7.61,7.05,5.11,120.58,125.09,46.14
19261208,7.65,7.05,5.1,120.5,125.02,46
19261209,7.69,7.04,5.12,120.44,124.87,46.2
19261210,7.71,7.07,5.16,120.97,125.36,46.65
19261211,7.72,7.08,5.19,121.11,125.76,47.01
19261213,7.77,7.06,5.16,121.1,126,47.04
19261214,7.81,7.12,5.23,121.89,126.15,47.02
19261215,7.81,7.13,5.24,122.02,126.38,47.13
19261216,7.79,7.08,5.26,121.94,126.53,47.09
19261217,7.68,7.03,5.21,121.08,125.93,46.62
19261218,7.67,7.06,5.24,121.92,127.13,47.24
19261220,7.67,7.06,5.27,122.61,127.6,47.4
19261221,7.65,7.05,5.25,122.11,127.24,47.27
19261222,7.6,7.05,5.21,122.22,127.12,47.21
19261223,7.6,7.04,5.18,122.65,126.85,47.17
19261224,7.64,7.06,5.18,123.04,127.28,47.15
19261227,7.64,7.07,5.23,123.79,127.42,47.14
19261228,7.63,7.03,5.19,123.32,127.19,46.98
19261229,7.52,6.97,5.11,121.85,125.9,46.28
19261230,7.56,6.97,5.14,122.57,126.39,46.5
19261231,7.55,7,5.13,121.69,126.14,46.15
19270103,7.66,7.04,5.29,121.81,126.6,46.56
19270104,7.63,6.97,5.27,120.46,125.85,46.18
19270105,7.7,7.01,5.26,121.13,126.04,46.3
19270106,7.77,7.03,5.29,121.51,125.96,46.33
19270107,7.76,7.01,5.28,121.26,125.62,46.35
19270108,7.81,7,5.3,121.55,126.02,46.9
19270110,7.82,7.07,5.31,121.98,126.66,47.25
19270111,7.87,7.07,5.33,122.06,126.78,47.48
19270112,7.79,7.08,5.31,121.37,126.59,47.61
19270113,7.76,7.09,5.31,121.53,126.75,47.61
19270114,7.77,7.1,5.3,121.23,126.94,47.41
19270115,7.71,7.03,5.3,120.83,127.06,47.67
19270117,7.71,7.07,5.34,120.92,127.17,48.12
19270118,7.69,7.06,5.36,120.49,127.27,48.33
19270119,7.67,7.01,5.36,120.77,126.99,48.27
19270120,7.75,7.04,5.36,121.74,127.64,48.43
19270121,7.71,7.04,5.34,121.57,127.38,48.48
19270122,7.71,7.02,5.45,121.44,127.34,48.58
19270124,7.69,7,5.46,120.86,127.05,48.45
19270125,7.63,7.01,5.52,120.05,126.42,48.61
19270126,7.5,6.89,5.38,119.01,125.11,47.47
19270127,7.5,6.91,5.43,119.33,125.39,47.57
19270128,7.48,6.89,5.45,118.91,125.01,47.24
19270129,7.45,6.9,5.51,119.18,125.03,47.37
19270131,7.53,6.95,5.51,120.24,125.86,47.94
19270201,7.57,7.07,5.65,121.41,126.39,48.32
19270202,7.57,7.08,5.74,121.29,126.23,48.44
19270203,7.61,7.1,5.79,122.33,127.1,48.78
19270204,7.63,7.14,5.81,122.73,127.21,48.82
19270205,7.64,7.15,5.9,122.59,127.92,49.27
19270207,7.65,7.17,5.92,122.16,127.74,49.38
19270208,7.62,7.18,6.05,122.17,127.42,49.16
19270209,7.62,7.2,6.13,122.12,127.55,49.42
19270210,7.59,7.21,6.02,122.19,127.61,49.56
19270211,7.65,7.24,6,122.41,127.68,49.61
19270214,7.65,7.27,5.95,122.88,128.1,49.77
19270215,7.69,7.33,5.97,123.87,128.52,50.01
19270216,7.72,7.31,5.95,123.66,128.66,50.26
19270217,7.68,7.33,6.01,123.2,128.78,50.75
19270218,7.72,7.36,6.07,123.17,129.26,51.43
19270219,7.67,7.33,6.03,123.3,129.82,51.46
19270221,7.71,7.33,6.05,123.5,129.64,51.25
19270223,7.74,7.31,6.01,123.46,129.38,50.82
19270224,7.78,7.36,6.04,124.9,130.01,51.34
19270225,7.82,7.4,6.14,125.06,130.22,51.54
19270226,7.84,7.44,6.16,125.69,130.22,51.4
19270228,7.87,7.43,6.14,125.71,130.23,51.69
19270301,7.85,7.56,6.21,126.52,130.95,52.11
19270302,7.78,7.54,6.15,126,130.5,51.53
19270303,7.7,7.41,6.06,124.35,129.21,50.77
19270304,7.78,7.47,6.13,125.93,130.49,51.24
19270305,7.77,7.4,6.12,125.4,129.47,50.91
19270307,7.81,7.42,6.12,125.1,129.03,50.62
19270308,7.76,7.41,6.05,124.76,128.49,50.12
19270309,7.74,7.37,6.03,125.41,128.47,50.2
19270310,7.79,7.46,6.08,126.26,128.89,50.68
19270311,7.79,7.5,6.13,126.7,129.55,50.88
19270312,7.79,7.49,6.14,126.82,129.8,51.08
19270314,7.8,7.48,6.13,126.92,129.64,51.14
19270315,7.85,7.49,6.12,127.72,129.61,50.93
19270316,7.76,7.43,6.02,126.4,128.38,50.4
19270317,7.82,7.45,6.06,127.5,129.99,50.78
19270318,7.84,7.44,6.04,127.96,130.65,50.69
19270319,7.75,7.39,5.99,127.22,129.46,50.04
19270321,7.75,7.39,5.99,127.32,129.58,49.93
19270322,7.72,7.34,5.96,127.38,130,50.02
19270323,7.65,7.24,5.88,125.76,128.98,49.1
19270324,7.65,7.25,5.92,125.82,129.21,49.32
19270325,7.69,7.33,5.95,126.87,129.91,49.79
19270326,7.73,7.39,5.96,127.13,129.88,49.79
19270328,7.76,7.4,6,127.46,130.44,49.86
19270329,7.78,7.47,6.01,128.39,130.94,50.37
19270330,7.74,7.51,5.96,128.27,130.67,50.14
19270331,7.68,7.45,6.01,127.48,129.86,50.09
19270401,7.4,7.42,5.81,127.6,130.25,50.59
19270402,7.39,7.43,5.78,127.68,130.08,50.62
19270404,7.4,7.43,5.8,127.63,130.7,50.68
19270405,7.41,7.46,5.88,128.33,131.42,51.4
19270406,7.44,7.44,5.92,129.45,132,51.69
19270407,7.43,7.47,5.91,129.47,132.24,51.79
19270408,7.42,7.46,5.91,129.64,132.64,52
19270409,7.49,7.45,5.99,130.46,132.65,52.08
19270411,7.44,7.42,6.01,130.65,132.44,52.02
19270412,7.46,7.43,6.02,131.08,132.43,52.04
19270413,7.44,7.43,6.03,130.46,132.15,51.53
19270414,7.52,7.47,5.99,131.27,132.2,51.6
19270416,7.58,7.5,6.01,131.14,132.41,51.63
19270418,7.62,7.56,6.05,131.46,132.48,51.73
19270419,7.57,7.55,6.08,131.41,132.31,51.97
19270420,7.55,7.58,6.1,131.86,132.42,52.14
19270421,7.48,7.57,6.15,132.14,132.8,52.39
19270422,7.5,7.62,6.13,133.53,132.75,52.49
19270423,7.45,7.6,6.13,133.97,132.7,52.39
19270425,7.45,7.59,6.13,133.31,132.34,52.3
19270426,7.31,7.46,6.03,130.6,130.81,51.25
19270427,7.34,7.51,6.06,131.82,131.35,51.24
19270428,7.29,7.5,6.05,131.56,130.72,51.03
19270429,7.21,7.42,5.98,130.06,129.4,50.22
19270430,7.25,7.45,6.02,130.98,129.78,50.34
19270502,7.48,7.36,6.1,131.33,129.99,50.24
19270503,7.52,7.36,6.17,131.86,130.02,50.53
19270504,7.63,7.41,6.2,133.09,130.85,50.94
19270505,7.69,7.49,6.24,134.44,131.72,51.54
19270506,7.75,7.51,6.25,134.54,132.2,51.51
19270507,7.73,7.51,6.32,134.84,132.43,51.83
19270509,7.78,7.54,6.32,135.19,133.06,51.8
19270510,7.79,7.58,6.37,135.69,133.12,52.09
19270511,7.78,7.55,6.35,135.35,133.14,52.07
19270512,7.76,7.52,6.34,134.96,133.12,51.88
19270513,7.69,7.48,6.35,134.8,132.98,51.73
19270514,7.75,7.49,6.37,135.51,133.67,51.91
19270516,7.76,7.49,6.39,135.46,133.72,51.77
19270517,7.74,7.46,6.36,134.12,132.91,51.25
19270518,7.81,7.47,6.42,134.78,133.44,51.7
19270519,7.8,7.45,6.43,135.88,133.66,51.99
19270520,7.79,7.47,6.39,136.03,133.87,52.1
19270521,7.8,7.44,6.39,135.78,134.71,52.74
19270523,7.86,7.46,6.43,136.01,134.98,53.01
19270524,7.86,7.49,6.5,135.76,135.15,53.05
19270525,7.79,7.5,6.54,135.6,135.11,52.83
19270526,7.81,7.51,6.64,136.32,134.97,52.74
19270527,7.81,7.49,6.66,136.27,135.28,52.9
19270528,7.86,7.55,6.7,136.68,135.93,53.05
19270531,7.92,7.59,6.81,137.11,136.02,53.23
19270601,8,7.57,6.78,139.03,136.39,54.11
19270602,7.97,7.72,6.77,139.5,136.61,54.39
19270603,7.94,7.74,6.79,139.73,136.5,54.46
19270604,7.88,7.67,6.7,138.42,135.29,53.51
19270606,7.91,7.71,6.75,139.15,135.73,53.77
19270607,7.93,7.73,6.89,139.71,136.44,54.23
19270608,7.9,7.78,6.88,139.26,135.88,53.75
19270609,7.91,7.81,6.9,139.33,136.42,54.15
19270610,8,7.83,6.87,139.56,136.31,54.21
19270611,7.97,7.77,6.84,139.21,135.7,53.78
19270614,7.94,7.8,6.81,139.18,135.63,53.71
19270615,7.87,7.65,6.66,136.6,133.86,52.71
19270616,7.95,7.72,6.73,137.99,134.71,53.36
19270617,8,7.75,6.75,139.41,135.04,53.91
19270618,8.02,7.87,6.82,139.33,135.09,54.48
19270620,7.98,7.9,6.84,139.16,134.86,54.52
19270621,8.01,7.9,6.82,138.81,134.36,54.3
19270622,7.93,7.86,6.8,138.4,133.93,54.21
19270623,7.96,7.87,6.78,138.77,133.65,54.16
19270624,7.88,7.78,6.63,137.51,132.75,53.53
19270625,7.87,7.79,6.66,137.98,132.68,53.44
19270627,7.87,7.78,6.65,137.77,132.53,53.53
19270628,7.76,7.61,6.51,135.99,131.3,52.61
19270629,7.79,7.67,6.52,136.7,131.59,52.85
19270630,7.82,7.67,6.5,136.83,131.46,52.74
19270701,8.94,7.56,4.97,151.32,108.02,62.55
19270702,9,7.59,5.01,152.47,108.62,62.93
19270705,9.07,7.62,5.07,153.45,109.08,63.24
19270706,9.1,7.68,5.09,154.96,109.64,64.03
19270707,9.18,7.74,5.13,155.66,110.36,64.33
19270708,9.16,7.74,5.12,155.18,110.29,64.02
19270709,9.08,7.7,5.09,154.94,110.12,63.87
19270711,9.09,7.72,5.11,155.54,110.13,63.75
19270712,9.07,7.74,5.12,156.24,110.53,64.25
19270713,9.02,7.76,5.13,156.72,111.05,64.55
19270714,9.12,7.76,5.16,156.78,111.7,64.81
19270715,9.2,7.78,5.15,157.88,112.02,64.87
19270716,9.26,7.78,5.15,158.43,112.09,64.95
19270718,9.3,7.81,5.17,158.64,112.16,65.32
19270719,9.3,7.83,5.17,159.05,112.15,65.6
19270720,9.25,7.89,5.18,159.63,112.49,65.85
19270721,9.31,7.92,5.19,160.78,112.76,65.76
19270722,9.32,7.92,5.17,160.89,112.72,65.36
19270723,9.31,7.9,5.16,160.8,112.69,65.11
19270725,9.34,7.92,5.19,161.24,112.66,65.37
19270726,9.36,7.92,5.2,162.12,113.08,65.76
19270727,9.36,7.91,5.2,162.78,113.32,65.76
19270728,9.31,7.9,5.17,162.96,113.58,65.77
19270729,9.3,7.9,5.15,163.28,113.91,65.75
19270730,9.29,7.92,5.19,164.49,114.28,66.16
19270801,9.3,7.83,5.17,164.49,114.02,66.99
19270802,9.34,7.84,5.2,165.58,114.39,67.45
19270803,9.35,7.87,5.2,167.03,114.93,67.7
19270804,9.35,7.83,5.17,166.09,114.01,67.06
19270805,9.42,7.86,5.22,168.02,114.89,67.82
19270806,9.38,7.82,5.19,166.83,114.41,66.85
19270808,9.41,7.82,5.17,166.52,114.32,66.8
19270809,9.37,7.79,5.11,164.57,113.14,65.73
19270810,9.43,7.81,5.19,166.17,114.13,66.44
19270811,9.46,7.81,5.19,166.56,114.45,66.34
19270812,9.36,7.66,5.16,164.56,113.69,65.51
19270813,9.21,7.5,5.02,162.14,111.93,64.06
19270815,9.29,7.55,5.06,163.81,112.76,64.89
19270816,9.37,7.64,5.17,165.78,114.05,66.17
19270817,9.43,7.68,5.21,166.67,114.84,66.51
19270818,9.53,7.73,5.25,167.27,115.15,66.76
19270819,9.52,7.69,5.25,167.28,115.33,66.73
19270820,9.53,7.71,5.26,167.73,115.26,66.52
19270822,9.57,7.73,5.27,168.75,115.38,66.58
19270823,9.58,7.74,5.3,169.45,115.81,66.87
19270824,9.6,7.72,5.31,169.39,116.08,66.94
19270825,9.64,7.73,5.32,170.01,116.08,67.07
19270826,9.66,7.7,5.28,170.45,115.8,66.72
19270827,9.62,7.7,5.29,171.35,115.74,66.61
19270829,9.62,7.72,5.29,171.41,115.54,66.31
19270830,9.6,7.7,5.31,171.23,115.62,66.27
19270831,9.59,7.66,5.27,171.35,115.55,65.86
19270901,9.35,7.74,5.19,168.84,116.11,64.99
19270902,9.5,7.78,5.22,170.25,117,65.75
19270903,9.6,7.83,5.25,170.95,117.68,66.58
19270906,9.68,7.83,5.27,172.09,118.12,66.92
19270907,9.67,7.88,5.29,173.81,119.04,67.62
19270908,9.7,7.9,5.3,174.28,119.8,68.23
19270909,9.63,7.94,5.29,174.14,119.95,68.08
19270910,9.56,7.88,5.23,172.77,119.61,67.02
19270912,9.57,7.9,5.27,173.67,120.11,67.28
19270913,9.58,7.88,5.26,172.79,119.86,66.74
19270914,9.68,7.92,5.27,175.19,121.25,67.78
19270915,9.68,7.91,5.28,176.35,121.1,67.87
19270916,9.6,7.94,5.27,176.95,121.28,67.75
19270917,9.58,7.89,5.27,177.5,121.15,67.89
19270919,9.6,7.89,5.26,176.9,120.87,67.67
19270920,9.54,7.84,5.23,176.82,120.02,67.6
19270921,9.6,7.91,5.26,176.81,120.82,68.39
19270922,9.56,7.92,5.26,176.48,120.86,67.93
19270923,9.47,7.84,5.18,174.24,119.58,66.99
19270924,9.52,7.86,5.21,175.23,119.96,67.48
19270926,9.57,7.87,5.23,176.67,120.65,67.92
19270927,9.49,7.81,5.18,174.6,119.57,67.33
19270928,9.43,7.8,5.16,175.15,119.72,67.4
19270929,9.39,7.78,5.15,174.13,119.42,67.52
19270930,9.42,7.82,5.14,174.46,119.53,67.95
19271001,9.94,7.88,5.03,179.17,120.58,69.09
19271003,9.95,7.91,5.06,179.77,121.13,69.37
19271004,9.94,7.92,5.08,180.11,121.93,69.76
19271005,9.96,7.9,5.03,180.05,121,68.83
19271006,9.94,7.87,5.02,179.88,120.51,68.55
19271007,9.95,7.9,5.05,180.35,120.79,69.12
19271008,9.95,7.86,4.99,179.27,119.71,68.13
19271010,9.87,7.82,4.99,178.85,119.25,67.85
19271011,9.76,7.79,4.92,178.52,118.37,67.29
19271013,9.82,7.82,4.93,178.57,118.47,67.43
19271014,10.01,7.85,4.93,179.79,119.23,68.04
19271015,10.09,7.88,4.97,179.61,119.22,67.92
19271017,10.12,7.87,5,179.91,119.09,67.82
19271018,9.99,7.79,4.91,177.32,117.73,66.86
19271019,9.99,7.81,4.9,178.1,118.2,67.28
19271020,9.93,7.78,4.88,175.94,117.59,67.02
19271021,9.84,7.7,4.81,173.52,116.37,66.68
19271022,9.87,7.72,4.77,171.95,115.84,65.76
19271024,9.79,7.67,4.75,170.56,115.13,65.46
19271025,9.84,7.7,4.75,171.36,115.64,65.56
19271026,10.04,7.8,4.8,174.93,117.05,66.63
19271027,10.07,7.82,4.85,174.97,117.22,66.27
19271028,10.08,7.81,4.84,174.18,116.74,65.94
19271029,9.99,7.72,4.72,171.43,115.01,64.61
19271031,9.85,7.66,4.67,170.8,114.34,64.21
19271101,9.92,7.69,4.9,172.36,114.79,64.41
19271102,9.94,7.7,4.9,172.07,114.88,64.54
19271103,9.99,7.71,4.93,174.02,115.98,64.99
19271104,10.06,7.78,4.98,175.87,117.55,65.8
19271105,10.05,7.77,5,175.65,117.5,65.6
19271107,10.17,7.8,5.04,176.75,118.25,66.17
19271109,10.34,7.81,5.1,177.98,118.89,66.63
19271110,10.32,7.78,5.05,176.27,118.01,66
19271111,10.6,7.8,5.09,176.56,118.43,65.85
19271112,10.69,7.82,5.12,178.46,119.25,66.43
19271114,10.77,7.86,5.14,179.15,119.83,66.62
19271115,10.89,7.87,5.2,179.96,120.65,67.03
19271116,10.79,7.9,5.23,180.02,120.98,67.13
19271117,10.84,7.93,5.25,180.11,120.71,67.36
19271118,10.82,7.99,5.26,180.43,120.98,67.1
19271119,10.83,8.07,5.29,181.13,121.43,67.28
19271121,10.91,8.13,5.32,181.76,121.49,67.52
19271122,10.84,8.12,5.3,180.4,120.84,67.41
19271123,10.9,8.13,5.31,181.17,121.4,67.67
19271125,10.98,8.16,5.35,181.48,121.82,68.02
19271126,11.06,8.18,5.39,181.72,122.11,68.57
19271128,11.11,8.24,5.41,181.66,122.13,68.52
19271129,11.02,8.15,5.39,180.26,121.29,67.76
19271130,11.16,8.2,5.46,181.79,121.86,68.18
19271201,11.22,8.29,5.53,183.01,122.31,68.45
19271202,11.13,8.24,5.48,181.65,122.04,68
19271203,11.12,8.17,5.53,181.83,122.48,68.62
19271205,11.1,8.2,5.55,182.83,122.9,68.94
19271206,11.06,8.2,5.56,182.13,122.3,68.6
19271207,11.07,8.25,5.56,182.35,122.17,68.4
19271208,11.08,8.19,5.5,181.65,121.34,68.17
19271209,11.02,8.16,5.44,179.85,120.25,67.6
19271210,11.18,8.24,5.5,181.72,121.44,68.57
19271212,11.23,8.27,5.52,181.75,121.5,68.39
19271213,11.43,8.36,5.57,182.9,121.93,68.63
19271214,11.51,8.36,5.57,183.74,122.29,69.03
19271215,11.47,8.3,5.55,182.79,121.89,68.65
19271216,11.58,8.32,5.61,183.57,122.37,69.35
19271217,11.67,8.34,5.61,184.86,123.19,69.88
19271219,11.59,8.38,5.62,184.92,123.23,70.16
19271220,11.62,8.44,5.63,185.75,123.35,70.09
19271221,11.61,8.41,5.63,185.68,123.54,70.4
19271222,11.63,8.39,5.63,185.24,123.52,70.68
19271223,11.51,8.35,5.61,185.23,123.58,70.5
19271224,11.48,8.36,5.6,185.5,123.92,70.69
19271227,11.45,8.38,5.63,185.92,123.93,70.81
19271228,11.47,8.37,5.65,186.34,123.8,70.31
19271229,11.39,8.36,5.61,185.05,123.02,69.57
19271230,11.49,8.37,5.55,185.57,123.3,69.5
19271231,11.69,8.44,5.61,185.98,123.68,70.08
19280103,12.01,8.55,5.81,187.21,126.04,71.61
19280104,12.19,8.62,5.89,187.99,126.37,72
19280105,12.12,8.67,5.9,187.89,125.93,71.7
19280106,12,8.62,5.85,186.11,125.2,71.36
19280107,12.16,8.67,5.93,187.4,125.79,71.72
19280109,12.09,8.69,5.95,187.73,126.01,71.54
19280110,11.94,8.66,5.89,185.86,125.07,70.65
19280111,11.76,8.58,5.8,184.1,124.24,70.09
19280112,11.82,8.61,5.85,184.02,124.54,70.24
19280113,11.91,8.65,5.9,185.34,124.91,70.59
19280114,12.05,8.68,5.97,186.31,125.74,71
19280116,11.92,8.65,5.92,184.95,125,70.3
19280117,11.76,8.54,5.82,183.51,123.79,69.54
19280118,11.81,8.56,5.87,183.75,124.01,69.74
19280119,11.72,8.51,5.83,183.38,123.59,69.44
19280120,11.82,8.58,5.87,184.5,124.15,69.87
19280121,11.88,8.65,5.9,185.38,124.95,70.2
19280123,11.95,8.7,5.93,186.11,125.04,70.05
19280124,12.15,8.73,5.98,187.4,125.68,70.96
19280125,12.33,8.73,6.03,187.85,126.09,71.08
19280126,12.18,8.6,5.93,185.89,124.82,70.16
19280127,12.38,8.69,6.01,186.81,125.41,70.54
19280128,12.38,8.71,6.01,187.43,125.74,70.67
19280130,12.35,8.72,6.01,186.27,125.34,70.27
19280131,12.2,8.73,5.92,185.48,124.85,69.83
19280201,12.3,8.85,6.01,186.11,125.28,71.1
19280202,12.33,8.84,6.01,185.87,124.95,70.27
19280203,12.39,8.88,6.06,186.84,125.55,70.69
19280204,12.21,8.77,5.92,184.59,124.3,69.76
19280206,12.17,8.75,5.91,184.67,124.51,70.01
19280207,12.24,8.79,5.95,185.12,124.66,70.26
19280208,12.22,8.72,5.89,184.97,124.33,69.66
19280209,12.21,8.74,5.88,185.37,124.34,69.61
19280210,12.25,8.76,5.9,186.38,124.8,69.85
19280211,12.23,8.71,5.86,186.08,124.84,69.89
19280214,12.23,8.71,5.9,185.77,124.9,70.16
19280215,12.3,8.71,5.89,185.1,124.31,69.83
19280216,12.18,8.66,5.84,184.72,123.89,69.58
19280217,12.06,8.58,5.78,184.23,123.49,69.42
19280218,11.73,8.45,5.6,181.11,121.6,67.83
19280220,11.56,8.37,5.55,180.42,121.16,67.35
19280221,11.61,8.34,5.58,180.06,121.06,67.57
19280223,11.8,8.45,5.67,181.86,122.27,68.44
19280224,11.82,8.47,5.69,182.39,122.63,68.34
19280225,11.79,8.52,5.7,182.98,122.99,68.72
19280227,11.75,8.54,5.73,183.03,123.11,69.18
19280228,11.62,8.55,5.67,182.25,122.5,68.47
19280229,11.59,8.59,5.72,183.04,122.92,68.53
19280301,11.69,8.67,5.77,184.33,123.27,68.17
