Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19781107,37.92,40.87,23.61,1014,953.14,620.2
19781108,36.83,40,23.13,998.58,939.77,612.18
19781109,36.98,40.05,23.06,1005.68,943.36,613.93
19781110,37.19,40.26,23.18,1004.93,945.79,613.3
19781113,37.62,40.61,23.36,1009.16,946.8,618.06
19781114,36.8,39.94,23.02,991.99,930.87,608.09
19781115,35.87,39.03,22.56,983.32,924.17,601.99
19781116,36.18,39.16,22.66,989.48,928.24,603.84
19781117,36.52,39.36,22.74,1001.69,937.32,610.01
19781120,37.28,39.85,23.01,1009.49,946.02,616.23
19781121,37.79,40.2,23.25,1019.08,954.5,621.36
19781122,37.86,40.32,23.3,1017.1,953.69,619.35
19781124,38.36,40.67,23.48,1022.22,958.14,624.41
19781127,38.83,40.93,23.54,1027.54,958.68,628.61
19781128,38.94,41.03,23.57,1030,960.71,628.9
19781129,38.58,40.87,23.48,1019.88,954.48,623.52
19781130,37.92,40.42,23.24,1003.79,943.15,614.69
19781201,38.47,40.62,23.57,1015.05,952.64,622.67
19781204,39.3,41.25,23.86,1034.23,965.86,631.32
19781205,39.46,41.31,23.92,1034.2,965.65,629.82
19781206,40.03,41.77,24.15,1050.26,975.36,638.26
19781207,40.19,41.95,24.22,1050.18,978.57,639.51
19781208,40.21,41.89,24.22,1046.33,974.02,637.02
19781211,40.12,41.84,24.24,1039.98,970.56,635.98
19781212,40.29,41.97,24.24,1045.9,974.32,637.9
19781213,40.04,41.89,24.21,1038.85,971.04,634.43
19781214,39.82,41.72,24.11,1031.78,967.44,629.1
19781215,39.81,41.67,24.12,1032.43,966.84,629.62
19781218,39.49,41.34,24.01,1024.76,960.46,624.22
19781219,37.98,40.21,23.38,1000.6,943.2,609.9
19781220,38.17,40.34,23.43,1013.21,948.36,610.92
19781221,38.5,40.61,23.52,1019.08,950.6,612.97
19781222,38.72,40.69,23.6,1021.14,949.25,613.3
19781226,39.5,41.21,23.9,1043.55,960.43,623.48
19781227,39.82,41.4,23.99,1061.29,966.21,626.33
19781228,39.55,41.14,23.87,1049.33,960.34,622.13
19781229,39.43,41,23.77,1045.58,957.22,618.39
19790102,39.91,41.73,24.12,1043.28,962.98,624.1
19790103,40.07,41.99,24.29,1049.34,968.57,633.35
19790104,40.81,42.61,24.63,1064.64,976.2,643.35
19790105,41.52,43.08,24.96,1073,985.16,650.9
19790108,42.14,43.43,25.27,1078.73,991.21,655.79
19790109,42.04,43.26,25.19,1075.65,988.7,654.94
19790110,42.35,43.59,25.4,1081,993.47,657.82
19790111,42.17,43.55,25.35,1073.73,988.71,654.67
19790112,42.18,43.69,25.44,1082.75,989.85,656.89
19790115,42.67,44.13,25.68,1091.71,996.81,660.49
19790116,42.92,44.28,25.86,1101.25,1002.05,663.91
19790117,42.39,44.01,25.69,1085.47,992.6,658.21
19790118,42.29,43.93,25.66,1084.67,992.02,659.86
19790119,42.69,44.25,25.91,1088.98,994.31,664.09
19790122,42.83,44.33,26.02,1086.08,995.59,664.69
19790123,42.81,44.23,26.04,1087.62,999.23,663.11
19790124,43.11,44.46,26.21,1093.61,1007.22,667.57
19790125,42.96,44.44,26.12,1086.43,1006.58,666
19790126,43.32,44.71,26.32,1097.23,1016.42,673.25
19790129,43.62,44.95,26.48,1103.14,1024.74,677.73
19790130,43.52,44.66,26.44,1099.11,1023.35,675.5
19790131,43.42,44.35,26.44,1093.64,1020.3,673.15
19790201,43.09,44.07,26.32,1081.32,1011.43,665.08
19790202,43.01,44.04,26.29,1081.87,1012.78,664.26
19790205,43.08,44.11,26.24,1076.32,1010.03,662.16
19790206,42.31,43.59,25.89,1061.45,996.71,652.81
19790207,42.1,43.56,25.88,1060.71,996.13,654.79
19790208,41.51,43.07,25.59,1048.82,988.23,649.46
19790209,41.83,43.33,25.72,1054.24,992.35,652.59
19790212,42.03,43.48,25.89,1055.85,995.46,652.95
19790213,42.13,43.4,25.89,1060.28,998.12,653.29
19790214,42.58,43.78,26,1068.4,1004.89,658.52
19790215,42.53,43.77,26,1065.19,1004.73,658.75
19790216,42.64,43.78,26.04,1066.29,1003.48,658.02
19790220,42.78,43.85,26.14,1065.29,1003.71,658.3
19790221,42.99,43.99,26.23,1074.21,1008.32,662.24
19790222,42.95,43.98,26.22,1069.39,1006.84,661.01
19790223,42.78,43.9,26.16,1061.58,998.98,657.5
19790226,42.55,43.74,26.07,1054.5,994.22,653.15
19790227,42.52,43.68,26.04,1055.45,992.73,651.53
19790228,41.4,42.83,25.54,1037.36,979.57,641.47
19790301,41.37,42.85,25.55,1039.33,981.05,641.29
19790302,41.69,43.15,25.72,1045.17,988.69,646.38
19790305,41.92,43.32,25.81,1044.73,990.99,646.97
19790306,42.31,43.61,26.05,1058.16,1000.45,654.04
19790307,42.17,43.64,26.11,1053.36,999.22,654.91
19790308,42.53,43.99,26.32,1059.57,1005.68,660.82
19790309,43,44.49,26.57,1072.03,1014.56,669.02
19790312,43.15,44.46,26.6,1070.47,1016.68,670.06
19790313,43.26,44.6,26.56,1073.27,1016.47,670.09
19790314,43.62,44.79,26.67,1074.18,1018.5,673.45
19790315,43.66,44.81,26.7,1072.59,1019.46,671.35
19790316,43.88,44.94,26.76,1072.16,1022.2,675.25
19790319,44.3,45.19,26.92,1080.2,1031.36,678.55
19790320,44.54,45.3,27,1084.87,1034.19,682.32
19790321,44.32,45.21,26.95,1078.81,1029.48,676.9
19790322,44.66,45.37,27.09,1090.11,1033.46,680.55
19790323,44.98,45.57,27.21,1097.05,1035.01,683.84
19790326,45.23,45.79,27.33,1097.11,1032.31,685.39
19790327,45.04,45.66,27.21,1089.73,1027.97,682.53
19790328,45.49,46,27.41,1108.93,1038.99,691.45
19790329,45.52,46.05,27.4,1102.14,1037.29,689.43
19790330,45.86,46.18,27.48,1101.34,1036.63,688.5
19790402,45.94,46.36,27.47,1098.36,1033.83,689.3
19790403,45.68,46.19,27.38,1089.32,1028.22,684.31
19790404,46.25,46.61,27.67,1106.7,1040.53,694.43
19790405,46.48,46.83,27.71,1107.25,1045.98,698.14
19790406,46.72,47.16,27.81,1113.18,1053.54,701.13
19790409,46.71,47.17,27.83,1111.59,1054.13,700.97
19790410,46.59,47.19,27.79,1108.12,1051.25,698.73
19790411,46.65,47.43,27.89,1113.75,1055.44,703.43
19790412,46.3,47.23,27.82,1100.68,1048.94,696.71
19790416,46.35,47.37,27.88,1096.24,1046.57,697.57
19790417,45.81,47.01,27.69,1088.16,1036.86,690.58
19790418,45.64,46.97,27.69,1089.15,1036,689.53
19790419,46.05,47.3,27.91,1095.6,1041.39,693.46
19790420,46,47.3,27.89,1091.84,1036.5,690.35
19790423,46.17,47.38,27.93,1091.45,1037.11,690.02
19790424,46.37,47.51,27.99,1096.48,1039.97,691.2
19790425,46.68,47.7,28.13,1100.97,1047.29,694.78
19790426,46.84,47.93,28.27,1105.44,1049.67,696.79
19790427,46.68,47.83,28.25,1099.56,1044.38,693.53
19790430,46.66,47.73,28.28,1096.79,1041.33,692.84
19790501,46.53,47.7,28.25,1097.59,1040.17,688.8
19790502,46.5,47.83,28.26,1098.73,1039.35,689.19
19790503,46.54,47.98,28.31,1097.7,1042.68,686.23
19790504,46.61,48.05,28.33,1098.78,1043.25,684.55
19790507,46.23,47.66,28.17,1084.6,1033.71,678.07
19790508,44.77,46.58,27.54,1066.21,1019.74,664.26
19790509,44.48,46.33,27.36,1069.82,1017.55,664.59
19790510,44.81,46.48,27.52,1071.52,1020.48,668.97
19790511,44.46,46.12,27.33,1060.59,1012.23,664.23
19790514,44.42,46.25,27.37,1062.67,1011.08,665.8
19790515,44.1,46.11,27.29,1058.83,1004.59,661.82
19790516,44.13,46.13,27.33,1058.52,1005.62,664.26
19790517,44.17,46.15,27.36,1061.22,1008.24,666.27
19790518,44.81,46.63,27.65,1074.69,1026.17,678.3
19790521,45.08,46.86,27.75,1074.67,1027.06,679.61
19790522,45.24,47.05,27.89,1079.92,1028.1,679.92
19790523,45.45,47.24,28.05,1086.18,1032.57,681.64
19790524,45.4,47.29,28.06,1080.36,1026.8,677.09
19790525,45.45,47.47,27.99,1082.02,1026.38,677.71
19790529,45.66,47.7,28.14,1085.18,1028.73,679.49
19790530,45.61,47.55,28.14,1083.51,1026.65,678.36
19790531,45.06,47.16,27.9,1071.7,1019.3,672.16
19790601,45.14,47.19,28,1072.48,1018.94,674.87
19790604,45.28,47.44,28.09,1073.45,1020.15,674.92
19790605,45.31,47.45,28.21,1073.54,1023.63,676.3
19790606,45.93,47.87,28.47,1088.93,1034.87,683.38
19790607,46.39,48.11,28.56,1094.27,1044.61,687.79
19790608,46.63,48.47,28.69,1100.47,1051.08,691.85
19790611,46.75,48.43,28.85,1098.18,1049.35,693.88
19790612,46.85,48.68,28.94,1101.16,1052.93,693.58
19790613,47.3,49.03,29.27,1112.43,1061.63,701.14
19790614,47.23,49.2,29.4,1105.94,1057.95,701
19790615,47.02,49.18,29.31,1102.71,1056.84,701.06
19790618,47.14,49.35,29.28,1102.95,1057.91,701.71
19790619,46.92,49.19,29.12,1094.41,1053.12,699.83
19790620,46.88,49.24,28.92,1095.41,1054.99,701.89
19790621,47.06,49.5,29.07,1096.79,1055.22,703.96
19790622,47.34,49.64,29.24,1102.56,1059.33,704.94
19790625,47.55,49.73,29.38,1109.08,1064.01,707.84
19790626,47.2,49.53,29.17,1103.16,1058.55,705.23
19790627,46.92,49.45,29.07,1096.44,1056.52,701.99
19790628,47.28,49.55,29.23,1102.66,1063.69,705.97
19790629,47.51,49.84,29.42,1108.04,1070.78,709.82
19790702,41.99,42.36,28.98,1128,1036.67,716.96
19790703,41.45,41.93,28.77,1114.97,1029.89,711.95
19790705,41.49,42.03,28.88,1117.35,1029.42,715.36
19790706,41.74,42.25,29.06,1120.53,1033.81,718.55
19790709,42.1,42.6,29.27,1135,1044.68,725.55
19790710,42.25,42.79,29.41,1143.19,1055.96,732.28
19790711,42.17,42.74,29.38,1137.71,1055.29,729.66
19790712,42.09,42.71,29.34,1131.11,1047.42,727.76
19790713,41.91,42.72,29.3,1121.26,1039.49,724.18
19790716,41.74,42.61,29.29,1117.88,1035.76,721.2
19790717,41.88,42.75,29.37,1121.79,1040.75,723.96
19790718,41.37,42.4,29.11,1106.62,1034.34,719.25
19790719,41.14,42.21,28.94,1105.97,1031.03,717.39
19790720,41.35,42.44,29.09,1105.22,1029.57,718.8
19790723,41.51,42.59,29.15,1109.9,1031.1,720.18
19790724,41.38,42.58,29.08,1106.64,1028.98,717.09
19790725,41.62,42.68,29.16,1109.66,1032.39,720.78
19790726,42.08,42.98,29.39,1122.87,1043.58,728.74
19790727,42.22,43.28,29.48,1123.73,1044.18,729.69
19790730,42.41,43.62,29.61,1123.09,1047.36,732.2
19790731,42.53,43.79,29.53,1126.17,1047.37,734.77
19790801,42.64,44.08,29.64,1134.56,1053.34,740.34
19790802,42.89,44.4,29.77,1140.5,1055.31,740.81
19790803,43.07,44.55,29.84,1141.76,1054.97,739.39
19790806,43.06,44.53,29.87,1141.01,1053.92,740.11
19790807,43.1,44.59,29.85,1144.44,1055.28,739.91
19790808,43.52,44.9,30.1,1164.31,1064.17,746.36
19790809,43.71,45.09,30.2,1168.14,1066.52,748.89
19790810,43.75,45.18,30.21,1163.26,1063.01,747.3
19790813,44.2,45.47,30.37,1178.4,1066.48,752.9
19790814,44.59,45.7,30.59,1190.33,1075.71,757.81
19790815,44.7,45.91,30.71,1189.97,1078.16,760.84
19790816,45.06,46.18,31.01,1201.54,1083.07,765.02
19790817,45,46.17,30.96,1199,1081.53,762.45
19790820,45.13,46.28,31.02,1200.21,1085.31,766.07
19790821,45.32,46.34,31.1,1205.45,1091.72,768.72
19790822,45.4,46.4,31.15,1204,1093.77,768.27
19790823,45.64,46.56,31.22,1202.39,1097.31,769.95
19790824,45.72,46.57,31.29,1197.92,1093.81,769.04
19790827,45.71,46.56,31.28,1194.7,1096.57,770.76
19790828,45.81,46.71,31.38,1200.7,1100.46,774.96
19790829,45.89,46.7,31.44,1200.01,1098.34,773.52
19790830,46.08,46.77,31.53,1199.63,1101.3,772.86
19790831,46.22,46.88,31.61,1200.42,1100.65,772.03
19790904,46.5,47.13,31.76,1207.72,1104.1,776.3
19790905,45.67,46.51,31.34,1186.3,1087.38,763.91
19790906,44.67,45.7,30.8,1173.4,1076.06,754.97
19790907,45.22,45.97,30.94,1175.73,1081.99,759.45
19790910,45.61,46.19,31.15,1182.08,1091.82,767.02
19790911,45.88,46.35,31.22,1184.43,1099.36,771.67
19790912,45.61,46.11,31.06,1174.2,1096.75,765.21
19790913,45.87,46.23,31.16,1178.27,1100.55,766.17
19790914,46.2,46.39,31.23,1180.35,1100.39,763.99
19790917,46.76,46.74,31.47,1192.31,1111.17,769.25
19790918,46.71,46.67,31.41,1194.21,1108.89,768.1
19790919,46.34,46.36,31.17,1183.21,1103.15,761.26
19790920,46.43,46.39,31.23,1185.81,1106.66,763.13
19790921,46.8,46.62,31.41,1210.63,1126.34,776.14
19790924,46.92,46.71,31.48,1210.98,1124.57,776.87
19790925,46.69,46.45,31.25,1199.6,1119.96,771.07
19790926,46.61,46.31,31.19,1202.72,1119.21,770.84
19790927,46.89,46.5,31.25,1204.43,1121.45,775.03
19790928,47.07,46.63,31.36,1205.2,1123.23,776.81
19791001,47,46.58,31.38,1196.73,1119.01,771.65
19791002,46.94,46.47,31.23,1189.18,1111.95,766.46
19791003,47.32,46.67,31.39,1199.71,1120.3,773.89
19791004,47.65,46.77,31.5,1201.47,1120.89,774.61
19791005,48.02,46.99,31.72,1208.23,1127.22,780.02
19791008,48.43,47.3,31.96,1217.7,1138.87,785.83
19791009,47.83,46.76,31.51,1200.42,1128.23,775.32
19791010,45.35,44.76,30.09,1163.6,1092.8,746.16
19791011,43.26,42.94,28.82,1153.03,1072.59,730.72
19791012,43.75,43.15,28.98,1149.82,1072.26,732.67
19791015,43.97,43.31,29.06,1143.72,1069.52,730.69
19791016,43.1,42.57,28.57,1131.59,1057.43,721.42
19791017,42.96,42.51,28.53,1127.14,1058.59,719.58
19791018,43.31,42.69,28.66,1128.57,1063.84,721.11
19791019,43.51,42.71,28.72,1127.87,1068.94,722.52
19791022,42.43,41.87,28.16,1103.04,1048.27,707.43
19791023,41.09,40.8,27.35,1095.45,1034.08,695.7
19791024,40.89,40.71,27.21,1095.31,1028.63,691.95
19791025,41.24,40.79,27.25,1095.94,1031.74,695.37
19791026,41.19,40.74,27.27,1091.61,1027.7,694.32
19791029,41.72,41.01,27.47,1098.72,1032.77,698.53
19791030,41.87,41.04,27.51,1100.42,1034.27,698.44
19791031,42.58,41.54,27.77,1123.91,1053.08,706.4
19791101,42.73,41.52,27.73,1114.1,1048.25,703.45
19791102,42.99,41.88,27.86,1121.83,1058.66,708.77
19791105,43.22,42,27.94,1122.37,1058.87,707.02
19791106,42.93,41.76,27.8,1114.86,1052.64,700.76
19791107,42.74,41.66,27.67,1109.11,1047.85,696.94
19791108,42.15,41.19,27.42,1094,1035.77,688.35
19791109,42.44,41.31,27.5,1103.44,1036.93,691.88
19791112,43.06,41.78,27.82,1117.36,1049.83,700.97
19791113,43.63,42.19,28.07,1139.12,1068.79,713.09
19791114,43.64,42.16,28.07,1133.16,1064.94,712.32
19791115,44.01,42.29,28.17,1138.65,1067.22,715.5
19791116,44.56,42.6,28.35,1147.58,1075.76,717.98
19791119,44.52,42.53,28.29,1144.59,1074.38,716.58
19791120,44.71,42.69,28.36,1150.38,1078.79,717.79
19791121,44.67,42.68,28.31,1144.4,1074.34,711.61
19791123,44.64,42.65,28.26,1149.31,1076.39,711.3
19791126,45.12,42.93,28.47,1159.96,1083.02,715.94
19791127,46.07,43.65,28.95,1189.09,1100.19,730.09
19791128,46.3,43.9,29.13,1183.95,1097.54,730.23
19791129,46.78,44.16,29.34,1190.88,1100.46,732.07
19791130,47.08,44.33,29.48,1191.82,1101.19,730.91
19791203,47.2,44.31,29.59,1183.55,1101.49,730.51
19791204,47.09,44.28,29.59,1178.69,1098.37,729.54
19791205,47.46,44.53,29.71,1190.81,1107.54,732.69
19791206,47.88,44.81,29.87,1198.36,1112.79,734.4
19791207,48.36,45,30.15,1209.48,1117.55,739.56
19791210,48.6,45.09,30.21,1204.3,1113.17,737.29
19791211,48.91,45.18,30.26,1206.22,1114.95,740.9
19791212,48.93,45.15,30.21,1202.56,1112.44,740.8
19791213,49.22,45.25,30.33,1203.93,1112.52,738.62
19791214,49.47,45.35,30.38,1207.78,1113.58,736.42
19791217,49.97,45.65,30.63,1223.53,1126.34,741.4
19791218,50.45,45.83,30.72,1228.65,1131.28,745.8
19791219,50.05,45.65,30.56,1216.18,1122.56,741.7
19791220,50.09,45.64,30.58,1216.15,1120.49,740.25
19791221,50.34,45.88,30.69,1219.42,1119.72,742.88
19791224,50.19,45.77,30.73,1213.56,1111.16,736.44
19791226,50.15,45.78,30.8,1215.27,1110.29,737.26
19791227,50.27,45.83,30.84,1216.84,1110.62,739.34
19791228,50.46,45.9,30.9,1218.91,1110.31,740.11
19791231,50.73,46.01,31,1218.76,1110.5,740.33
19800102,51.72,46.59,31.62,1228.34,1117.26,746.45
19800103,50.43,45.88,31.21,1196.57,1098.38,734.76
19800104,49.58,45.24,30.85,1190.55,1090.74,731.89
19800107,50.75,45.97,31.36,1206.93,1103.54,743.2
19800108,51.13,46.26,31.56,1211.42,1109.17,748.17
19800109,52.05,47,32.01,1244.43,1127.1,760.96
19800110,52.41,47.37,32.17,1242.66,1129.76,761.07
19800111,53.06,47.93,32.56,1255.23,1136.6,768.33
19800114,53.28,48.16,32.75,1255.44,1138.05,773.89
19800115,53.25,48.53,33.03,1255.82,1141.12,781.57
19800116,53.53,48.7,33.21,1263.91,1148.28,784.91
19800117,53.81,48.89,33.35,1263.84,1149.99,782.66
19800118,53.85,49.02,33.39,1256.33,1147.98,781.85
19800121,54.11,49.15,33.46,1257.65,1151.86,785.46
19800122,54.53,49.45,33.74,1266.3,1164.51,793.63
19800123,54.07,49.27,33.57,1259.54,1160,787.18
19800124,54.58,49.75,33.88,1281.94,1178.58,798.56
19800125,54.86,49.92,34.03,1283.61,1185.42,799.47
19800128,55.09,49.91,34.12,1284.02,1184.53,796.7
19800129,55.63,50.19,34.31,1297.78,1198.07,803.05
19800130,55.32,49.97,33.96,1287.92,1189.6,800.56
19800131,55.73,50.35,34.29,1303.93,1200.09,808.38
19800201,55.7,50.03,34.1,1289.69,1196.84,801.82
19800204,56,50.16,34.31,1296.68,1207.93,806.14
19800205,55.97,50.09,34.27,1289.75,1197.63,803.87
19800206,56.1,50.15,34.34,1291.96,1201.53,803.73
19800207,56.58,50.24,34.42,1295.79,1218.32,813.94
19800208,56.9,50.44,34.55,1292.44,1229.51,820.22
19800211,57.44,50.65,34.84,1304.63,1247.48,836.16
19800212,57.02,50.34,34.73,1298.35,1239.3,824.15
19800213,57.19,50.44,34.77,1313.68,1243.14,827.2
19800214,57.27,50.55,34.79,1319.9,1247.13,826.9
19800215,56.6,50.17,34.5,1300.59,1229.11,816.13
19800219,56.3,49.89,34.24,1287.88,1215.93,810.32
19800220,55.77,49.59,33.91,1278.51,1203.98,804.29
19800221,56.33,49.73,34.14,1293.8,1225.85,816.97
19800222,56.1,49.4,33.93,1278.18,1217.1,808.05
19800225,55.8,49.02,33.62,1267.87,1219.27,806.89
19800226,55.2,48.4,33.16,1250.09,1198.77,792.9
19800227,55.36,48.45,33.22,1251.17,1213.1,796.27
19800228,55.17,48.16,33.02,1229.2,1199.57,788.12
19800229,55.27,48.09,32.96,1231.93,1196.59,788.73
19800303,55.52,48.23,33.17,1246.42,1209.84,798.61
19800304,55.05,47.93,32.95,1234.43,1198.81,789.36
19800305,54.49,47.51,32.65,1233.31,1202.38,790.8
19800306,53.52,46.8,32.13,1209.58,1187.59,780.89
19800307,51.94,45.6,31.31,1186.65,1157.59,759.97
19800310,50.91,44.85,30.81,1176.56,1131.12,745.54
19800311,49.65,44.05,30.25,1170.54,1127.75,741.33
19800312,50.28,44.44,30.45,1182.81,1142.59,753
19800313,50.22,44.39,30.39,1172.6,1135.78,746.86
19800314,50.15,44.22,30.28,1162.22,1123.71,735.53
19800317,49.93,44.01,30.08,1158.47,1122.13,733.21
19800318,47.83,42.62,29.14,1126.71,1087.58,706.36
19800319,47.68,42.44,29.01,1142.23,1110.23,719.52
19800320,48.15,42.78,29.2,1143.95,1114.24,722.85
19800321,48.01,42.6,29.14,1132.47,1102.47,711.12
19800324,47.76,42.38,28.95,1120.96,1096.5,707.98
19800325,45.73,41.11,28.06,1087.24,1062.88,687.53
19800326,44.81,40.42,27.55,1090.81,1055.7,681.68
19800327,44.6,40.31,27.53,1086.44,1051.15,674.48
19800328,41.25,38.09,25.98,1082.31,1037.89,664.18
19800331,43.89,39.62,26.92,1113.05,1063.13,680.46
19800401,44.93,40.23,26.88,1123.83,1082.55,693.12
19800402,45.61,40.66,26.88,1125.06,1085.33,696.96
19800403,46.31,41.19,27.15,1134.71,1093.9,702.21
19800407,46.25,41.27,27.16,1131.61,1086.16,701.51
19800408,45.1,40.48,26.71,1106.61,1066,688.19
19800409,45.44,40.63,26.85,1118.98,1075.17,696.01
19800410,46.09,41.05,27.18,1137.72,1097.31,712
19800411,46.81,41.58,27.56,1145.82,1105.7,721.94
19800414,46.98,41.46,27.68,1140.15,1106.99,723.22
19800415,46.23,41.16,27.5,1126.88,1098.34,714.03
19800416,46.06,41.06,27.44,1122.92,1099.18,711.99
19800417,45.53,40.86,27.35,1108.05,1090.38,705.48
19800418,45.12,40.6,27.22,1103.14,1085.5,702.84
19800421,44.93,40.62,27.24,1099.02,1081.05,699.24
19800422,44.2,40.23,26.97,1088.7,1074.72,694.09
19800423,45.85,41.22,27.51,1132,1108.93,717.46
19800424,46.42,41.6,27.74,1134.79,1113.34,719.73
19800425,47.13,41.97,27.99,1147.42,1118.42,725.68
19800428,46.97,41.8,27.95,1157.07,1124.81,727.33
19800429,47.2,42.05,28.06,1159.52,1133.33,727.53
19800430,47.53,42.23,28.24,1162.42,1136.22,729.59
19800501,47.65,42.3,28.5,1173.02,1139.71,732.85
19800502,47.39,42.15,28.48,1162.99,1133.68,727.82
19800505,47.58,42.27,28.57,1162.88,1136.96,731.07
19800506,47.81,42.52,28.8,1175.27,1142.85,736.72
19800507,48.05,42.85,28.97,1179.32,1141.49,737.62
19800508,48.41,43.28,29.25,1186.85,1151.38,748.68
19800509,48.33,43.29,29.26,1177.31,1141.32,744.27
19800512,48.05,43.09,29.17,1162.13,1125.76,735.86
19800513,47.92,43.13,29.19,1164.39,1123.95,734.42
19800514,48.34,43.51,29.4,1179.21,1138.69,741.57
19800515,48.88,43.93,29.65,1187.56,1145.09,744.82
19800516,49.2,44.16,29.79,1191.7,1146.43,743.65
19800519,49.57,44.37,29.93,1197.84,1148.57,746.34
19800520,49.74,44.51,30,1199.71,1152.01,746.82
19800521,49.82,44.53,30.03,1197.86,1152.22,746.36
19800522,49.85,44.55,30.08,1196.87,1154.73,747.12
19800523,50.35,44.9,30.34,1213.67,1169.41,754.7
19800527,50.9,45.38,30.64,1232.41,1184.74,764.09
19800528,51.2,45.59,30.76,1237.25,1193.76,771.95
19800529,51.46,45.65,30.83,1244.96,1202.92,778.23
19800530,51.05,45.34,30.59,1225.19,1184.69,765.42
19800602,51.84,45.57,30.77,1236.3,1195.94,775.9
19800603,51.82,45.49,30.82,1233.35,1193.69,772.62
19800604,51.85,45.48,30.81,1231.5,1189.51,771.32
19800605,52.43,45.88,31.05,1256.43,1211.18,778.87
19800606,52.72,46.11,31.16,1257.74,1213.76,780.52
19800609,53.05,46.27,31.31,1264.46,1218.04,782.71
19800610,53.16,46.41,31.37,1266.29,1224.91,786.6
19800611,53.5,46.57,31.51,1275,1238.07,791.73
19800612,53.92,46.87,31.73,1287.61,1256.35,798.33
19800613,53.89,46.85,31.61,1282.11,1256.76,792.85
19800616,54.27,47.21,31.85,1287.83,1255.55,796.92
19800617,54.27,47.24,31.92,1293.3,1254.92,799.73
19800618,54.35,47.35,31.98,1292.45,1253.69,802.29
19800619,54.27,47.31,31.99,1292.49,1259.99,804.58
19800620,53.84,47.05,31.86,1273.6,1244.94,792.81
19800623,53.86,46.94,31.88,1269.82,1235.7,792.63
19800624,54.17,47.12,31.94,1275.14,1240.09,796.2
19800625,54.45,47.24,32.08,1282.61,1247.95,799.4
19800626,55.06,47.65,32.38,1299.46,1263.67,809.44
19800627,55.11,47.66,32.36,1291.31,1261.73,805.56
19800630,55.22,47.7,32.3,1290.12,1258.23,803.2
19800701,45.35,45.43,31.29,1183.08,1188.58,976.02
19800702,45.68,45.54,31.34,1192.45,1195.98,975.47
19800703,45.97,45.82,31.55,1203.19,1203.85,976.59
19800707,46.72,46.22,31.78,1219.91,1222.69,987.71
19800708,47.12,46.53,31.94,1231,1230.96,995.96
19800709,47.06,46.67,31.94,1228.05,1225.52,993.25
19800710,47.21,46.84,32.07,1231.26,1225.78,993.7
19800711,47.15,46.84,32.01,1221.17,1215.12,987.3
19800714,47.66,47.12,32.15,1230.29,1226.02,990.71
19800715,48.57,47.76,32.5,1256.3,1248.58,1000.47
19800716,48.58,47.93,32.52,1251.67,1238.9,997.94
19800717,48.9,48.11,32.7,1252.49,1244.05,997.66
19800718,49.63,48.62,32.95,1273.03,1264.85,1004.48
19800721,49.98,48.99,33.14,1277.48,1269.13,1006.67
19800722,50.2,49.12,33.18,1281.96,1274.99,1008.18
19800723,50.02,49.07,33.18,1280.83,1268.29,1007.77
19800724,50.07,49.04,33.18,1277.43,1266.57,1004.84
19800725,50.23,49.08,33.15,1276.98,1262.96,1003.71
19800728,49.98,48.88,33.03,1267.68,1250.78,995.59
19800729,50.16,48.93,33.08,1276.27,1257.04,995.57
19800730,50.7,49.32,33.25,1289.26,1264.27,1000.38
19800731,51.31,49.65,33.46,1296.15,1256.53,999.8
19800801,51.21,49.47,33.48,1292.48,1247.35,1000.14
19800804,51.52,49.75,33.62,1289.01,1245.55,994.34
19800805,51.3,49.63,33.55,1284.17,1237.05,993.91
19800806,51.5,49.88,33.66,1285.08,1235.34,992.17
19800807,51.97,50.2,33.79,1294.49,1245.23,995.69
19800808,52.69,50.75,34.05,1315.13,1264.05,1004.15
19800811,52.87,50.98,34.15,1320.8,1267.34,1006.43
19800812,53.3,51.27,34.41,1336.22,1276.85,1014.62
19800813,52.93,51.23,34.22,1326,1265.9,1007.94
19800814,53.06,51.39,34.09,1319.73,1261.84,1006.88
19800815,54.06,51.93,34.42,1343.36,1281.52,1016.5
19800818,54.49,52.22,34.56,1347.51,1289.63,1018.1
19800819,53.41,51.43,34.2,1318.88,1266.58,1007.35
19800820,53.13,51.14,34.03,1310.08,1259.46,1001.8
19800821,53.8,51.37,34.25,1323.24,1270.28,1010.3
19800822,54.94,51.96,34.67,1344.33,1289.73,1020.18
19800825,55.62,52.33,34.85,1353.24,1295.17,1027.4
19800826,55.63,52.16,34.75,1347.48,1285.65,1016
19800827,55.99,52.21,34.74,1346.62,1280.93,1014.82
19800828,55.79,51.99,34.64,1331.22,1267.64,1008.57
19800829,55.08,51.61,34.39,1311.95,1253.77,1003.56
19800902,55.52,51.98,34.55,1318.02,1258.92,1009.91
19800903,56.19,52.29,34.78,1330.43,1271.03,1022.55
19800904,57.22,53.05,35.24,1359.68,1295.72,1041.44
19800905,57.27,53.2,35.27,1354.67,1285.99,1039.4
19800908,57.5,53.33,35.34,1349.6,1280.96,1034.86
19800909,57.03,53.06,35.03,1329.74,1266.12,1020.87
19800910,57.27,53.33,35.17,1341.26,1270.6,1022.92
19800911,57.95,53.83,35.44,1347.25,1282.27,1027.73
19800912,58.76,54.34,35.65,1358.66,1293.43,1025.39
