Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
20230307,707.16,987.7,695.17,33292.5,49393.66,29091.38
20230308,701.88,978.2,690.36,32760.45,48673.95,28683.14
20230309,701.9,980.55,688.51,32692.47,48725.6,28772.06
20230310,683.16,955.23,666.35,32099.58,47889.98,28005.63
20230313,660.63,931.32,640.18,31776.66,47186.8,27361.44
20230314,649.49,908.54,634.22,31530.57,47133.56,27476.98
20230315,660.62,925.53,643.64,31897.11,47914.74,28116.3
20230316,648.35,911.73,633.7,31490.51,47653.16,27917.89
20230317,657.51,929.21,643.6,31791,48533.6,28553.44
20230320,641.02,904.61,629.33,31327.13,48068.79,28189.78
20230321,647.51,909.76,630.55,31759.27,48481.76,28341.39
20230322,657.87,928.38,647.62,32079.45,49079.81,29083.51
20230323,641.14,904.57,628.71,31479.88,48353.63,28509.79
20230324,636.76,898.12,630.35,31355.74,48536.86,28638.91
20230327,637.29,908.66,632.53,31580.06,48844.53,28607.24
20230328,640.37,917.09,638.38,31821.94,48890.38,28670.22
20230329,639.75,917.73,636.64,31919.64,48799.37,28537.28
20230330,647.49,923.46,642.22,32250.81,49470.67,29059.21
20230331,644.55,921.35,640.96,32385.04,49722.91,29266.04
20230403,659.18,939.97,663.6,32700.55,50297.1,29896.51
20230404,661.79,938.88,665.01,32943.66,50565.59,29738.23
20230405,649.49,922.47,652.22,32662.81,50265.73,29552.88
20230406,642.76,914.77,640.88,32778.89,50231.47,29103.26
20230410,644.48,915.19,643.93,32769.82,50519.37,29134.87
20230411,651.9,925.99,650.9,32890.86,50447.97,29344.88
20230412,658.07,931.35,657.83,33015.37,50413.05,29348.74
20230413,652.1,924.41,650.22,32893.09,50280.09,29047.83
20230414,660.87,931.87,663.95,33149.94,51030.37,29524.87
20230417,655.74,923.2,656.43,33043.7,50981.25,29459.59
20230418,663.05,929.98,668.41,33208.15,51067.02,29594.85
20230419,662.55,925.37,666.39,33296.21,51068.47,29633.5
20230420,665.31,929.32,667.21,33283.08,51018,29666.83
20230421,662.41,924.52,661.9,33110.85,50855.53,29271.94
20230424,665.65,923.25,664.42,33131.54,50816.28,29418.67
20230425,664.1,921.16,661.91,33221.03,50842.02,29362.08
20230426,648.27,898.68,643.36,32865.19,50075.69,28588.67
20230427,644.02,891.62,638.99,32428.08,50064.78,28449.13
20230428,652.68,901.47,644.26,32750.59,51159.27,29006.85
20230501,663.22,911.06,652.13,33009.35,51533.15,29174.73
20230502,665.11,911.99,653.9,33099.04,51523.65,29202.39
20230503,652.04,892.6,636.62,32574.67,50980.02,28899.68
20230504,650.35,890.36,642.28,32309.66,50723.92,28704.57
20230505,642.32,877.35,635.43,31950.28,50361.67,28542.31
20230508,654.99,897.46,653.76,32475.74,51308.2,29153.08
20230509,652.94,893.78,654.27,32443.05,51351.75,29242.22
20230510,649.09,890.01,655.99,32326,51095,29151.59
20230511,649.67,892.93,661.71,32258.41,51378.24,29347.1
20230512,644.87,886.23,653.06,32099.85,51339.48,29312.31
20230515,643.84,884.4,648.41,32080.25,51278.55,29135.3
20230516,651.53,892.41,661.83,32250.89,51384.67,29376.89
20230517,643.33,882.06,650.03,31821.67,51126.64,29212.01
20230518,656.7,905.81,663.76,32221.16,51620.21,29789.36
20230519,660.72,912.49,668.16,32301.85,52114.9,30300.13
20230522,658.71,904.9,665.6,32274.25,52043.85,30127.19
20230523,665.07,915.67,678.74,32207.4,52021.65,30333.7
20230524,663.25,913.15,675.16,31958.02,51359.44,30027.85
20230525,656.52,903.07,667.41,31777.51,51060.34,29806.3
20230526,648.62,899.72,661.07,31666.33,51376.68,30361.92
20230530,654.45,908.19,668.25,32020.22,51952.9,30994.48
20230531,651.13,904.77,669.62,31870.58,51887.62,31199.93
20230601,648.03,898.25,670.5,31682.07,51618.41,30862.59
20230602,653.42,907.45,677.89,31862.11,52145.73,31285.06
20230605,676.46,943.75,697.33,32546.31,52862.44,31755
20230606,668.46,925.81,692.86,32427.63,52739.76,31761.22
20230607,684.08,953,713.13,32523.04,52868.39,31972.04
20230608,696.44,974.84,720.27,32819.49,52550.52,31639.03
20230609,694.09,970.54,719.78,32928.32,52833.36,32004.32
20230612,688.09,963.59,714.17,32885.73,52886.43,32077.17
20230613,692.28,965.71,721.33,33041.96,53371.49,32555.98
20230614,701.37,975.39,733.04,33243.54,53644.39,32971.69
20230615,692.34,964.21,723.27,33146.81,53655.9,33062.26
20230616,698.67,973.26,728.73,33452.82,54465.34,33358.99
20230620,693.43,968.38,711.3,33437.7,54176.68,33228.36
20230621,691.98,962.98,709.3,33127.41,53851.69,33278.66
20230622,691.95,963.27,705.17,33107.33,53655.42,32831.33
20230623,685.74,955.74,699.16,32979.36,53935.35,33051.92
20230626,675.31,942.2,688.67,32697.42,53592.53,32698.77
20230627,671.85,943.93,684.47,32810.95,53352.25,32340.56
20230628,679,956.89,695.65,33085.74,53953.62,32893.97
20230629,681.9,958.23,700.84,33053.98,53960.17,32928.72
20230630,689.9,972.49,706.69,33313.73,54165.84,32997.88
20230703,528.49,1007.69,812.31,34453.15,48031.24,45442.77
20230705,532.29,1016.4,816.17,34557.08,48006.06,45596.43
20230706,526.64,1002.49,804.62,34399.78,47895.45,45546.9
20230707,518.22,988.43,790.25,34033.11,47530.9,45106.33
20230710,526.48,999.21,800.88,34053.86,47367.73,45051.17
20230711,537.7,1011.21,816.27,34355.98,47463.44,45113.95
20230712,544.82,1022.41,822.93,34663.75,47767.15,45624.49
20230713,551.64,1034.43,833.25,34807.53,48026.22,46172.25
20230714,555.15,1042.49,841.01,34973.12,48334.54,46887.06
20230717,546.33,1032.14,832.72,34785.32,48270.45,46865.9
20230718,554.6,1042.94,842.14,34932.5,48373.52,47255.47
20230719,559.91,1058.9,853.5,35229.8,48522.86,47893.26
20230720,562.85,1066.68,860.34,35405.66,48664.47,47918.92
20230721,555.85,1059.98,849.49,35550.27,48694.09,46706.72
20230724,553.4,1054.28,848.06,35576.31,48821.19,46516.59
20230725,553.36,1060.05,851.38,35653.1,49057.44,46603.51
20230726,551.67,1060.35,850.62,35698.72,49082.57,46937.8
20230727,559.89,1069.38,858.44,35686.73,49401.33,46517.39
20230728,551.25,1056.05,843.97,35466.81,49068.01,46181.14
20230731,563.22,1068.42,857.03,35752.49,49523.87,47002.22
20230801,572.77,1078.53,869.92,35801.74,49513.16,47185.05
20230802,569.19,1076.33,867.95,35646.87,49504.69,47009.33
20230803,558.73,1065.2,854.29,35379.09,48981.7,45877.59
20230804,555.72,1066.3,854.32,35338.71,48803.09,45888.86
20230807,552.8,1065.65,852.78,35170.11,48220.59,46106.08
20230808,549.36,1068.26,849.11,35492.8,48599.94,46651.57
20230809,546.38,1060.23,847.33,35231.45,48669.66,46130.18
20230810,540.04,1051.03,840.62,34986.19,48464.68,45550.14
20230811,537.74,1046.78,836.92,34998.49,48441.94,45618.83
20230814,539.72,1045.2,839.11,35044.87,48488.4,45357.84
20230815,536.59,1043.05,835.93,35084.34,48653.04,45882.37
20230816,529.03,1031.67,825.02,34712.83,48106.98,45299.01
20230817,520.39,1021.17,814.21,34460.49,47865.16,44769.3
20230818,515.05,1012.5,805.1,34189.04,47556.06,44239.14
20230821,514.41,1016.32,810.27,34250.28,47541.99,44261.04
20230822,512.87,1011.75,808.55,34315.54,47587.36,45081.84
20230823,510.09,1007.13,806.71,34095.97,47542.7,44903.6
20230824,514.7,1014.45,813.99,34375,48062.74,45478.37
20230825,506.46,1004.66,802.41,34072.58,47436.79,44638.67
20230828,508.87,1007.07,806.43,34235.62,47778.14,44962.7
20230829,512.54,1014.51,813.83,34482.78,48096.02,45212.74
20230830,520.17,1026.96,826.11,34917.85,48711.91,46117.44
20230831,522.88,1030.01,830.84,35023.42,48966.82,46263.38
20230901,524.25,1023.28,832.33,34848.88,48758.13,46318.78
20230905,529.75,1031.3,842.88,34885.3,48950.72,46352.49
20230906,520.49,1006.81,824.88,34628.93,48600.12,46463.17
20230907,516.7,1000.33,822.06,34555.82,48167.87,46135.95
20230908,510.74,991.58,812.99,34446.81,47986.18,45968.8
20230911,508.57,989.83,810.2,34518.05,48096.81,45990.18
20230912,509.78,992.9,810.35,34661.79,48273.93,46594.7
20230913,508.84,992.46,808.31,34478.45,48082.97,46186.72
20230914,503.62,985.25,801.26,34456.04,48028.38,46409.85
20230915,510.19,999.28,813.65,34850.21,48381.09,46737.53
20230918,505.32,991.2,805.72,34525.32,48007.42,45837.99
20230919,499.85,985,800,34489.46,48143.33,45712.64
20230920,499.07,981.87,795.41,34454.25,48052.37,45543.46
20230921,493.42,977.08,785.62,34294.18,47651.51,44946.21
20230922,486.09,966.12,774.64,33745.51,46939.89,44061.87
20230925,482.9,964.14,771.72,33646.36,46847.68,43962.74
20230926,483.22,968.7,775.17,33722.75,47006.4,44237.56
20230927,473.46,954.63,769.68,33286.35,46329.69,43539.54
20230928,477.84,960.96,778.84,33313.26,46303.54,43685.27
20230929,481.99,967.77,785.58,33569.54,46642.92,44033.4
20231002,487.47,971.77,784.34,33337.09,46392.34,44138.87
20231003,479.71,957.95,769.07,33092.12,46287.99,44409.44
20231004,469.36,944.05,755.8,32624.76,45816.69,43486.42
20231005,469.88,947.88,756.61,32835.96,46094.38,44011.17
20231006,471.75,946.65,759.61,32754.64,46041.66,43940.86
20231009,476.15,951.86,767.26,33030.05,46516.74,44695.47
20231010,475.83,957.85,772.2,33159.84,46899.77,44908.13
20231011,482.01,968.15,778.98,33365.86,47159.98,45201.53
20231012,479.88,968.17,774.95,33404.78,47307.1,45603.7
20231013,466.43,949.88,755.35,33121.82,46976.01,45296.19
20231016,462.53,940.08,751.91,33075.54,46843.53,44680.12
20231017,471.91,958.38,763.46,33442.73,47265.58,45317.7
20231018,478.01,969.72,772.63,33577.67,47318.89,45222.32
20231019,467.4,952.62,755.58,33220.12,46779.83,44338.18
20231020,460.12,942.41,744.21,32935.43,46386.21,43918.03
20231023,454.88,930.83,733.82,32520.57,45927.46,43145.63
20231024,450.38,923.75,726.12,32340.35,45720.43,43323.71
20231025,456.51,929.43,732.6,32599.86,46007.58,43706.28
20231026,448.26,917.82,719.77,32248.91,45226.65,43014.24
20231027,449.57,922.38,721.46,32013.98,44755.76,42300.92
20231030,443.01,912.07,712.48,31631.02,44358.36,42519.56
20231031,448.32,921.4,717.23,31972.63,44889.65,43021.85
20231101,453.14,925.52,726.07,32192.42,45039.62,43261.87
20231102,454.03,926.55,726.07,32279.57,45384.63,43991.6
20231103,468.89,952.92,743.36,32951.41,46235.77,44947.08
20231106,485.45,978.99,765.01,33333.56,46564.54,45578.57
20231107,477.32,969.65,752.67,33275.59,46644.76,45641.47
20231108,479.79,958.72,751.38,33264.73,46759.36,46013.79
20231109,475.23,946.89,742.07,33235.36,46905,46027.06
20231110,461.75,936.63,728.2,32999.73,46505.91,45618.93
20231113,464.95,944.3,733.86,33441.51,47092.39,46525.96
20231114,465.79,942.52,735.35,33394.16,47067.39,46544.99
20231115,492.07,991.78,778.38,34073.62,47884.57,47663.43
20231116,496.55,991.71,781.12,34211.6,48058.01,47576.32
20231117,488.14,979.42,767.37,33946.05,48185.75,47550.18
20231120,498.52,990.41,779.6,34102.74,48227.08,47658.2
20231121,502.17,995.29,784.07,34231.16,48520.5,48202.39
20231122,493.81,983.06,773.59,34124.61,48516.62,47936.85
20231124,497.7,988.07,779.91,34233.63,48735.28,48110
20231127,503.2,994.76,786.47,34357.57,48759.05,48112.2
20231128,501.26,991.3,783.25,34231.63,48592.48,48148.96
20231129,500.84,987.89,780.81,34219.42,48596.41,48271.75
20231130,505.99,992.48,788.32,34224.66,48572.68,48275.1
20231201,505.16,995.34,795.21,34683.64,48750.14,48321.84
20231204,523.5,1022.97,820.19,35085.14,49131.39,48516.55
20231205,531.25,1033.8,828.17,35103.98,48956.84,48044.75
20231206,524.46,1019.07,816.33,34849.34,48881.62,48145.7
20231207,525.45,1017.07,816.8,34729.47,48810.05,47793.2
20231208,531.37,1026.01,824.18,34908.08,49178.14,48304.14
20231211,536.12,1032.02,829.92,35052.66,49287.06,48673.53
20231212,534.91,1035.71,828.97,35553.04,49440.2,48649.98
20231213,535.35,1031.44,826.32,35585.7,49565.41,49010.13
20231214,556.13,1065.63,858.14,36172.4,50339.1,49615.45
20231215,572.33,1089.09,882.37,36527.62,50487.7,49738.13
20231218,570.28,1078.93,876.48,36452.67,50292.6,50032.3
20231219,569.65,1079.57,875.52,36560.01,50432.2,50442.37
20231220,583.92,1100.35,897.53,36830.88,50784.54,50718.12
20231221,572.57,1081.92,878.22,36212.95,50138.6,49827.7
20231222,584.92,1099.45,898.38,36581.92,50568.04,50504.09
20231226,591.79,1106.95,907,36735.09,50646.31,50561.5
20231227,599.89,1119.96,921.38,36895.41,50836.25,50832.12
20231228,604.15,1121.15,928.15,36963.45,50860.61,50950.49
20231229,603,1116.73,924.88,37014.01,50892.39,50902.21
20240102,599.2,1105.16,918.53,36864.87,50707.42,50599.62
20240103,593.65,1097.91,908.72,36833.28,50475.42,49974.84
20240104,575.6,1066.84,883.72,36374.5,50196.7,49400.89
20240105,576.4,1065.27,883.24,36332.16,50000.27,49369.93
20240108,574.7,1063.6,881.66,36410.48,50018.98,49565.94
20240109,589.33,1077.86,900.37,36738.37,50628.92,50622.15
20240110,584.18,1065.25,890.94,36591.69,50506.11,50669.6
20240111,584.01,1070.68,889.81,36731.63,50671.06,51135.41
20240112,577.33,1063.22,880.32,36715.59,50532.78,51218.41
20240116,573.2,1062.42,878.78,36670.43,50607.62,51188.1
20240117,564.94,1050.4,866.11,36491.86,50261.99,51185.49
20240118,559.13,1042.72,860.91,36277.34,49977.56,50912.55
20240119,559.4,1051.17,864.26,36591.83,50434.04,51381.64
20240122,564.22,1060.25,872.68,37035.22,50955.88,52139.54
20240123,578.5,1079.88,893.54,37153.88,51154.47,52247.15
20240124,574.16,1075.57,888.06,37259.04,51287.82,52394.84
20240125,569.86,1066.73,880.85,37156.03,51183.81,52690.57
20240126,575.6,1073.33,887.63,37447.35,51564.96,52647.3
20240129,578.08,1075.74,886.25,37404.13,51551.62,52679.08
20240130,591.4,1090.22,901.87,37552.54,51807.86,53448.35
20240131,583.68,1081.08,894.57,37716.03,51754.07,53292.96
20240201,571.99,1051.28,879.3,37235.81,50845.98,52315.8
20240202,580.87,1061.1,893.65,37528.76,51511.38,53029.37
20240205,577.81,1055.49,889.02,37613.28,51493.47,54606.08
20240206,569.02,1040.04,877.58,37419.18,51427.72,54320.75
20240207,579.07,1048,886.44,37557.67,51717.17,54210.78
20240208,575.95,1045.64,884.2,37701.5,51951.56,55059.65
20240209,585.77,1058.72,900.16,37702.16,51999.1,55219.96
20240212,595.2,1072.73,912.41,37797.13,52122.87,55934.47
20240213,607.45,1089.64,930.05,38073.57,52172.55,55731.12
20240214,581.2,1048.73,892.18,37507.47,51547.92,54738.71
20240215,600.71,1069.67,916.8,37891.59,51864.2,55640.96
20240216,613.45,1092.23,938.03,38321.04,52089.37,55941.14
20240220,607,1081.93,926.06,38157.33,51889.21,55568.81
20240221,597.64,1072.59,912.07,38057.35,51691.74,54869.72
20240222,591.83,1065.75,906.93,38149.93,51913.94,54557.47
20240223,595.63,1067.46,908.97,38612.32,52499.66,56637.36
20240226,596.26,1070.68,916.03,38735.5,52517.93,56552.09
20240227,604.38,1072.76,924.81,38677.51,52123.47,56659.81
20240228,620.73,1079.06,938.96,38753.72,52287.17,56700.65
20240229,616.25,1068.12,925.32,38749.62,52193.36,56495.78
20240301,619.65,1080.33,931.65,38744.61,52157.06,57225.65
20240304,628.87,1082.18,942.13,39094.99,52292.26,57983.84
20240305,624.73,1078.08,934.19,39218.77,52042.07,57987.02
20240306,617.27,1075.24,922.47,39006.83,51585.04,57106.36
20240307,621.1,1077.96,927.08,39271.53,51695.36,57604.22
20240308,623.47,1084.81,932.29,39549.65,51971.21,58664.8
20240311,624.29,1084.31,933.33,39336.79,51952.88,57794.81
20240312,618.07,1081.37,923.02,39416.99,52100.89,57304.98
20240313,616.86,1074.26,922.82,39713.77,52323.05,58528
20240314,619.06,1075.13,925.75,39675.94,52354.94,58305.36
20240315,604.9,1056.04,904.18,39387.71,52305.33,58049.57
20240318,608.9,1059.8,909.53,39304.91,52048.87,57493.14
20240319,607.5,1053.88,904.69,39399.22,52485.6,58015.66
20240320,611.78,1061.81,912.99,39589.62,52852.31,58245.24
20240321,626.92,1079.79,933.81,39956.49,53288.08,58941.86
20240322,631.89,1089.88,943.04,40377.03,53222.23,59374.94
20240325,620.97,1076.24,930.83,40116.77,53115.95,59439.04
20240326,618.06,1075.14,929.24,39986.7,52963.16,59336.68
20240327,618.92,1073.67,928.57,39964.59,52913.32,59031.75
20240328,633.76,1097.75,949.42,40424.5,53586.32,59116.59
20240401,643.52,1112.64,962.7,40529.89,53590.35,59029.87
20240402,636.11,1101.84,949.49,40335.76,53396.85,59114.71
20240403,623.36,1084.86,931.13,39999.31,53091.83,58521.57
20240404,626.21,1090.43,936.5,40071.93,53109.84,58709.9
20240405,618.91,1083.79,925.08,39543.64,52530.47,57939.9
20240408,622.93,1087.78,932.54,39885.52,52933.08,58868.42
20240409,627.14,1094.05,938.2,39919.11,52915.57,58865.65
20240410,630.43,1097.44,944.12,39957.68,53033.82,58886.5
20240411,612.32,1068.11,921.56,39507.2,52470.04,58517.64
20240412,617.8,1073.16,927.81,39554.13,52801.91,59216.32
20240415,603.44,1054.27,909.27,38805.51,52235.39,58169.17
20240416,592.85,1042.57,896.17,38515.64,51743.3,57090.5
20240417,589.22,1036.28,890.7,38424.64,51471.43,57214.87
20240418,584.37,1029.43,880.62,38237.89,51374.87,56559.91
20240419,582.09,1030,879.66,38239.17,51308.61,56258.71
20240422,585.2,1034.78,883.93,38320.79,51302.28,54896.45
20240423,591.44,1042.05,891.42,38652.05,51687.48,55481.27
20240424,601.77,1060.03,908.93,38980.49,52186.4,56487.06
20240425,598.19,1059.47,906.34,38995.9,52291.52,56390.82
20240426,590.85,1050.31,899.62,38848.54,52194.68,55956.77
20240429,600.32,1058.15,908.58,38932.55,52698.06,56848.13
20240430,604.51,1063.77,915.03,39045.1,52828.36,57114.93
20240501,596.13,1047.57,898.82,38254.5,52093.95,55825.64
20240502,603.71,1053.54,905.27,38041.96,51956.78,55709.88
20240503,614.12,1069.2,925.08,38187.03,52355.87,56586.44
20240506,620.93,1076.78,936.84,38470.43,52946.56,57478.27
20240507,625.7,1087.84,949.7,38837.04,53256.16,58509.47
20240508,624.63,1088.57,949.72,38924.71,53480.38,58257.03
20240509,620.42,1087.3,942.67,38985.81,53413.11,58217.29
20240510,626.54,1099.97,952.95,39187.04,53807.37,58321.72
20240513,619.3,1095.78,944.57,39344.01,53778.49,58460.27
20240514,624.13,1095.32,945.64,39296.5,53827.85,58383.84
20240515,632.11,1104.58,957.29,39591.17,53982.12,58812.74
20240516,637.28,1108.88,966.53,39965.3,54493.49,59728.91
20240517,634.16,1108.58,960.24,40012.31,54434.58,59401.16
20240520,630.95,1110.14,961.59,40145.19,54537.8,59391.9
20240521,632.78,1109.85,962.6,39931.9,54575.44,59727.96
20240522,628.57,1107.94,961.12,39955.2,54660.98,59909.44
20240523,624.29,1099.32,956.25,39874.87,54425.47,59765.34
20240524,612.41,1084.55,937.68,39401.99,53698.37,59809.72
20240528,617.6,1092.88,948.6,39650.76,53968.08,60415.1
20240529,616.28,1089.67,952.1,39398.99,53680.97,60954.79
20240530,609.99,1074.85,940.43,39026.93,53282.25,60584.32
20240531,615.47,1084.79,947.78,39114.48,53380.98,59450.32
20240603,624.16,1099.59,956,39502.73,53904.27,59870.95
20240604,622.84,1093.59,952.79,39362.5,53816.28,60225.5
20240605,613.69,1080.99,939.32,39343.12,53803.66,60298.08
20240606,624.38,1092.43,956.44,39707.01,54125.65,61570.87
20240607,619.26,1087.48,950.13,39668.27,54129.6,61576.94
20240610,612.23,1075.18,939.28,39621.62,54117.91,61335.77
20240611,613.39,1072.14,945.03,39719.96,54076.54,61763.09
20240612,613.15,1067.77,942.05,39488.55,54520.84,61745.01
20240613,622.57,1083.62,957.68,39857.53,54807.55,62612.34
20240614,614.45,1070.87,948.38,40137.78,54683.3,62775.9
20240617,605.17,1055.08,930.18,40120.06,54543.52,62821.93
20240618,605.96,1063.81,933.73,40655.55,54985.99,63188.25
20240620,603.59,1062.68,932.26,40815.02,54998.63,63439.1
20240621,601.11,1060.14,926.94,40832.05,54880.13,63131.04
20240624,605.48,1062.31,929.77,40670.67,54926.45,62973.42
20240625,607.16,1069.5,936.23,40770.17,55177.26,62113.31
20240626,602.26,1061.73,930.96,40458.74,55140.81,62994.95
20240627,601.74,1065.32,928.21,40390.74,55168.3,63331.97
20240628,607.9,1070.07,936.49,40394.5,55207.86,63501.51
20240701,524.21,1085.21,906.2,43789.84,51727.32,62991.71
20240702,519.89,1074.97,900.51,43792.7,51813.85,63312.85
20240703,518.93,1076.77,899.01,43861.3,52167.81,63888.03
20240705,520.92,1076.17,902.41,44526.98,52378.52,64021.48
20240708,518.73,1067.33,901.08,44212.64,52522.1,64795.18
20240709,522.79,1072.13,908.76,44688.4,52657.18,64610.84
20240710,520.51,1068.2,903.21,45090.95,52600.21,64496.12
20240711,523.18,1078.22,912.26,45831.37,53075.62,65016.34
20240712,544.92,1117.92,947.28,45128.06,53085.98,64299.18
20240715,552.32,1130.02,960.57,45495.45,53413.24,64579.9
20240716,561.05,1145.8,978.6,45404.91,53768.33,64759.12
20240717,583.27,1189.28,1012.79,45436.91,54494.01,65045.62
20240718,578.07,1188.89,998.25,44350.15,54012.31,63952.64
20240719,563.63,1169.41,976.56,44374.6,53462.46,63241.66
20240722,558.33,1163.36,970.98,43896.88,53081.74,62947.77
20240723,569.6,1178.62,985.72,44839.6,53312.92,63869.74
20240724,576.37,1189.35,995.97,44672.7,53256.9,63889.63
20240725,564.01,1167.16,974.2,43415.84,52424.88,62019.2
20240726,571.73,1182.65,990.75,43309.89,52549.4,61448.19
20240729,582.86,1198.94,1007.08,43787.6,53094.98,62137.48
20240730,577.03,1187.3,992.63,43558.33,53052.03,62375.17
20240731,577.09,1195.12,992.71,42483.6,53163.44,62148.9
20240801,586.24,1202.56,999.47,44145.54,53720.54,62863.12
20240802,567.17,1168.99,970.67,42952.42,52852.99,62395.35
20240805,548.44,1132.65,933.17,42263.82,52082.73,60726.94
20240806,530.77,1097.44,902.43,40804.8,50666.79,58877.95
20240807,537.27,1107.09,911.47,41473.1,50909.12,59610.72
20240808,527.78,1097.27,899.47,40657.57,50719.58,59205.92
20240809,541.97,1117.97,927.55,41891.14,51736.42,60684.48
20240812,541.98,1114.1,922.12,41874.96,51940.94,61134.91
20240813,537.03,1101.01,916.85,42274.37,51845.06,60971.21
20240814,549.2,1119.99,930.62,43516.75,52511.43,61941.12
20240815,545.55,1113.52,923.56,43868.64,52709.18,62045.95
20240816,562.48,1138.82,947.78,44814.72,53496.97,63141.64
20240819,566.18,1144,947.15,45099.15,53692.96,63094.3
20240820,575.05,1155.44,961.83,45973.31,53986.3,63702.71
20240821,568.41,1141.11,951.34,45488.31,53838.27,63753.94
20240822,577.18,1155,964.82,45852.19,54055.39,64040.47
20240823,570.44,1145.55,953.06,45151.34,53806.17,63330.61
20240826,589.03,1183.71,984.54,46211.35,54382.16,63906.9
20240827,590.78,1182.68,984.54,45840.73,54389.9,63622.46
20240828,585.22,1176,976.39,46084,54460.98,63570.17
20240829,579.22,1169.61,968.05,45655.38,54240.94,63124.05
20240830,583.96,1176.24,976.32,44769.12,54550.49,63386.61
20240903,587.89,1189.88,986.27,45170.05,54853.17,64138.67
20240904,570.77,1160.61,951.52,43339.07,53884.79,62932.37
20240905,571.34,1157.68,948.93,43101.53,53775.59,62883.37
20240906,569.14,1152.47,945.16,43029.35,53561.17,62741.47
20240909,558.68,1129.7,929.58,42150.4,52784.93,61472.88
20240910,561.5,1129.3,932.85,42871,53351.24,62077.98
20240911,561.3,1128.44,933.11,43335.93,53289.55,62589.44
20240912,563.96,1128.2,937.94,44401.05,53516.53,63309.42
20240913,570.12,1139.64,948.97,44808.92,53799.2,63943.32
20240916,586.47,1166.47,972.7,45132.48,54146.73,64307.41
20240917,586.18,1171.54,977.07,45065.42,54173.15,64538.21
20240918,590.81,1183.27,985.8,44951.99,54177.93,64689.3
20240919,590.07,1184.45,987.05,44587.99,54222.61,64494.52
20240920,604.05,1206.79,1008.7,45394.44,55125.78,65683.45
20240923,597.2,1193.35,998.6,45101.25,55066.8,65604.8
20240924,592.05,1189.61,992.82,45210.24,55190.22,65810.04
20240925,594.31,1189.83,995.7,45850.5,55288.75,65740.38
20240926,586.17,1175.28,984.04,45970.59,55016.77,65615.28
20240927,592.25,1183.85,990.75,46361.8,55351.73,65681.94
20240930,597.59,1190.81,996.47,46112.29,55416.53,65604.35
20241001,602.42,1198.01,1002.75,46224.45,55656.21,65845.53
20241002,590.48,1175.27,987.62,45713.84,55184.17,65351.67
20241003,591.49,1167.29,988.39,45887.58,55247.81,65221.41
20241004,584.77,1159.95,981.83,46248.97,55044.69,64961.23
20241007,595.15,1179.55,999.48,46669.9,55542.83,65688.47
20241008,587.87,1166.8,989.92,46809.45,54978.92,64784.23
20241009,588.77,1167,992.72,47539.58,55274.96,65428.17
20241010,588.7,1169.95,994.37,47762.39,55784.5,65861.07
20241011,584.45,1167.46,991.14,47947.11,55560.67,65716.11
20241014,598.5,1192.75,1013.65,48241.91,55959.98,66194.27
20241015,603.13,1199.62,1019.3,48843.25,56377.64,66521.53
20241016,604.69,1203.33,1022.27,47993.76,56252.1,65988.19
20241017,616.27,1220.95,1041.29,48715.39,56481.61,66083.32
20241018,614.26,1220.9,1036.06,48832.53,56464.3,65998.16
20241021,615.44,1217.59,1035.97,49030.33,56726.68,66204.16
20241022,605.9,1195.81,1021.46,49434.83,56396.83,65992.54
20241023,603.62,1192.4,1017.69,49251.58,56280.73,66086.73
20241024,596.96,1187.23,1007.72,48694.02,55843.22,65391.9
20241025,598.12,1190.85,1012.01,48841.5,55722.84,65887.73
20241028,596.12,1183.85,1008.53,48736.48,55497.11,66099.89
20241029,608.15,1203.68,1028.18,48743.13,55825.19,66256.76
20241030,607.8,1201.83,1025.35,48763.09,55729.36,66616.68
20241031,605.97,1208.86,1022.45,48584.19,55407.31,66561.03
20241101,594.84,1193.37,1004.5,47562.52,54931.05,64879.01
20241104,601.23,1197.59,1012.6,48014.88,54828.6,65428.19
20241105,603.93,1199.91,1016.21,48070.37,54914.21,65044.19
20241106,613,1227.61,1040.02,48871.8,55477.63,65924.95
20241107,643.69,1305.76,1104.18,50082.57,56769.04,68130.07
20241108,643.06,1294.05,1097.64,50697.54,56916.88,68755.03
20241111,645.95,1305.23,1113.05,50657.84,57152.48,69175.95
20241112,655.64,1325.89,1131.66,50353.61,57276.36,69665.37
20241113,644.89,1307.47,1107.72,50457.54,56968.62,69455.75
20241114,639.24,1293.01,1089.61,50156.6,57078.98,69420.16
20241115,628.65,1279.62,1074.15,49977,56900.84,68657.94
20241118,615.76,1267.39,1054.53,49082.27,56524.99,67430.39
20241119,614.84,1267.09,1059.83,49057.8,56833.89,67786.1
20241120,621.24,1272.23,1068.51,50086.03,56743.1,68187.13
20241121,622.46,1272.31,1071.51,50037.73,56773.75,68272.05
20241122,633.9,1297.1,1088.26,50579.92,57369.5,68295.77
20241125,647.25,1319.3,1112.28,50462.04,57835.46,68732.55
20241126,658.21,1338.76,1127.27,49983.96,58203.12,69195.31
20241127,652.85,1327,1119.9,50143.79,58302.27,69771.7
20241129,655,1326.2,1121.33,49909.1,58194.83,69372.82
20241202,663.94,1339.73,1131.97,50253.06,58487.4,69738.87
20241203,664.13,1341.97,1134.65,50225.36,58456.56,70162.7
