Date,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
19630701,20.2,23.1,21.48,542.36,819.25,656.85
19630702,20.03,22.99,21.28,539.01,814.38,651.23
19630703,20.14,23.13,21.39,541.99,821.5,657.46
19630705,20.2,23.21,21.54,544.54,827.11,662.2
19630708,20.28,23.3,21.69,545.32,831.03,665.98
19630709,20.18,23.2,21.54,542.08,826.22,661.14
19630710,20.26,23.28,21.66,545.44,828.89,664.92
19630711,20.23,23.29,21.7,544.79,827.09,663.38
19630712,20.19,23.3,21.73,545.38,826.19,660.83
19630715,20.13,23.26,21.77,546.4,825.59,658.5
19630716,20.04,23.08,21.68,542.69,820.42,654.33
19630717,20.02,23.06,21.61,540.53,820.35,654.59
19630718,19.96,23.01,21.49,538.33,818.49,652.18
19630719,19.91,22.95,21.41,536.29,814.92,646.28
19630722,19.84,22.87,21.34,533.12,814.1,645.87
19630723,19.66,22.72,21.14,528.18,809.09,641.58
19630724,19.65,22.71,21.13,528.18,809.74,642.41
19630725,19.73,22.76,21.25,529.72,813.53,647.05
19630726,19.79,22.79,21.24,529.01,813.66,646.35
19630729,19.86,22.87,21.27,529.82,816.59,650.26
19630730,19.87,22.87,21.27,529.78,817.75,651.71
19630731,20,22.93,21.43,533.71,823.13,661.45
19630801,19.97,22.95,21.43,535.11,822.51,657.68
19630802,19.91,22.89,21.4,535.05,821.79,656.92
19630805,19.93,22.97,21.48,537.46,824.83,657.67
19630806,19.97,22.99,21.55,542.64,828.26,661.97
19630807,20,23.12,21.64,545.69,833.84,664.68
19630808,20,23.04,21.59,543.93,832.09,662
19630809,20,23.07,21.67,544.39,833.23,664.35
19630812,20.09,23.18,21.82,547.76,838.26,669.11
19630813,20.23,23.24,21.9,549.99,839.67,668.29
19630814,20.24,23.23,21.89,550.99,841.54,671.02
19630815,20.34,23.26,21.94,553.31,843.37,674.89
19630816,20.39,23.31,21.96,555.38,846.96,678.77
19630819,20.39,23.33,22.05,556.33,848.28,679.78
19630820,20.37,23.33,22,555.14,848.29,679.83
19630821,20.33,23.35,21.96,555.29,847.87,678.7
19630822,20.39,23.38,22,554.32,846.34,677.7
19630823,20.48,23.44,22.19,557.42,847.41,683.12
19630826,20.55,23.56,22.27,559.64,850.37,686.03
19630827,20.55,23.59,22.32,560.14,851.84,688.04
19630828,20.46,23.49,22.19,556.64,847.94,683.46
19630829,20.65,23.72,22.35,561.24,853.36,688.52
19630830,20.74,23.74,22.43,563.09,854.74,689.95
19630903,20.83,23.89,22.54,564.75,858.63,694.68
19630904,20.94,23.95,22.57,566.77,859.57,697.68
19630905,20.96,23.97,22.6,567.39,858.17,698.89
19630906,21.05,24.08,22.67,569.86,862.6,702.49
19630909,20.97,24.03,22.54,568.72,859.39,702.86
19630910,20.88,23.87,22.4,567.42,856.31,700.81
19630911,21.02,23.86,22.52,570.15,859.04,708.59
19630912,21.12,23.86,22.47,571.93,861.2,710.76
19630913,21.08,23.82,22.49,570.09,861.75,708.43
19630916,21.19,23.87,22.56,570.71,861.15,708.87
19630917,21.14,23.93,22.61,568.61,859.95,708.98
19630918,21.12,23.91,22.53,568.7,860.24,709.86
19630919,21.02,23.85,22.43,564.71,858.39,704.99
19630920,21.1,23.83,22.52,568.65,862.62,710.16
19630923,21.08,23.8,22.55,568.54,861.53,713.54
19630924,20.94,23.68,22.37,566.21,858.1,709.38
19630925,20.98,23.68,22.37,567.45,862.83,711.28
19630926,20.8,23.49,22.18,564.21,859.1,705.15
19630927,20.69,23.39,22.08,560.53,853.14,695.99
19630930,20.68,23.4,22.14,560.4,851.04,694.83
19631001,20.56,23.32,21.98,557.23,845.44,691
19631002,20.68,23.44,22.04,558.49,852.38,696.32
19631003,20.66,23.46,22.03,559.16,852.7,698.81
19631004,20.82,23.55,22.19,565.87,856.21,705.37
19631007,20.86,23.54,22.19,566.47,856.47,704.96
19631008,20.89,23.55,22.16,565.16,853.16,705.75
19631009,20.89,23.56,22.22,564.16,851.39,705.75
19631010,20.79,23.48,22.02,560.19,846.6,701
19631011,20.8,23.5,22.05,560.74,846.95,702.37
19631014,20.89,23.56,22.22,562.67,847.45,702.96
19631015,20.89,23.55,22.27,562.38,848.13,703.96
19631016,20.86,23.56,22.22,563.18,849.69,705.23
19631017,21.03,23.61,22.39,566.03,857.22,714.98
19631018,21.07,23.69,22.44,567.59,857.42,717.35
19631021,21.12,23.67,22.48,568.15,857.65,718.69
19631022,21.04,23.61,22.45,570.62,857.76,718.84
19631023,20.93,23.56,22.36,564.66,854.19,715.49
19631024,20.9,23.53,22.39,565.33,854.4,715.95
19631025,20.97,23.63,22.48,568.17,856.09,721.03
19631028,21.07,23.66,22.62,570.39,861.98,736.51
19631029,20.96,23.66,22.52,571.47,865.91,743.61
19631030,20.95,23.61,22.38,572.92,863.73,745.69
19631031,20.88,23.53,22.24,569.51,857.48,735.53
19631101,20.93,23.46,22.34,568.28,859.71,739.78
19631104,20.97,23.53,22.28,565.85,858.86,736.94
19631106,20.88,23.55,22.14,563.43,857.08,728.53
19631107,20.79,23.44,21.97,561.21,848.84,721.43
19631108,20.88,23.5,22.06,560.94,852.52,724.57
19631111,20.96,23.65,22.24,564.48,857.7,723.13
19631112,21.04,23.75,22.34,565.52,859.03,725.01
19631113,20.95,23.63,22.34,563.09,855.27,721.87
19631114,20.96,23.61,22.4,563.1,856.47,722.03
19631115,20.92,23.53,22.3,562.48,852.53,717.69
19631118,20.87,23.45,22.14,559.99,846.21,708.87
19631119,20.71,23.3,21.99,556.8,838.84,704.66
19631120,20.67,23.23,21.97,558.08,839.48,705.41
19631121,20.68,23.11,21.85,561.36,851.45,706
19631122,20.4,22.86,21.47,552.53,842.44,693.72
19631126,19.68,22.27,20.49,536.24,818.66,672.82
19631127,20.27,22.73,21.31,559.62,847.64,703.34
19631129,20.33,22.74,21.34,558.44,844.97,704.08
19631202,20.69,23.18,21.63,551.62,856.95,713.74
19631203,20.69,23.22,21.7,553.78,861.99,719.08
19631204,20.62,23.15,21.67,554.93,861.37,717.37
19631205,20.75,23.18,21.76,556.63,863.7,718.76
19631206,20.72,23.17,21.74,562.55,869.2,721.25
19631209,20.7,23.1,21.73,560.18,867.02,717.57
19631210,20.63,23.15,21.69,557.4,866.51,718.13
19631211,20.65,23.17,21.63,557.96,866.98,718.7
19631212,20.57,23.15,21.62,556.62,866.43,715.93
19631213,20.59,23.12,21.53,556.78,867.04,714.74
19631216,20.62,23.18,21.53,557.44,868.02,716.42
19631217,20.57,23.09,21.53,558.77,870.47,719.31
19631218,20.5,23.09,21.56,561.61,872.15,729.06
19631219,20.46,23.06,21.49,563.19,871.84,722.75
19631220,20.39,22.95,21.35,560.69,871.13,717.89
19631223,20.32,22.86,21.25,561.64,870.53,713.88
19631224,20.22,22.78,21.2,559.59,865.17,708.27
19631226,20.29,22.84,21.35,559.31,865.51,714.34
19631227,20.43,22.94,21.5,562.81,868.85,718.02
19631230,20.48,22.97,21.58,562.82,870.79,718.56
19631231,20.39,22.96,21.53,561.44,872.76,720.81
19640102,20.68,23.57,22.26,564.79,875.8,732.9
19640103,21.04,23.89,22.54,569.71,877.06,742.07
19640106,21.15,24.02,22.6,571.91,879.62,740.37
19640107,21.23,24.1,22.69,574.99,882.94,738.24
19640108,21.38,24.21,22.65,577.92,883.91,734.63
19640109,21.5,24.28,22.72,579.41,886.54,738.99
19640110,21.48,24.28,22.78,578.51,887.42,747.83
19640113,21.47,24.26,22.76,577.42,887.72,746.4
19640114,21.58,24.29,22.75,578.21,886.22,745.67
19640115,21.69,24.32,22.7,581.08,886.1,748.71
19640116,21.71,24.28,22.77,581.85,887.38,753.69
19640117,21.68,24.32,22.86,581.88,888.1,749.24
19640120,21.65,24.44,22.84,581.38,888.5,748.27
19640121,21.61,24.32,22.82,576.75,889.08,745.42
19640122,21.56,24.31,22.81,580.32,892.58,745.64
19640123,21.64,24.43,22.83,582.79,896.3,751.09
19640124,21.66,24.44,22.89,583.82,897.46,750.97
19640127,21.73,24.53,22.97,581.9,897.87,751.87
19640128,21.64,24.46,22.73,581.26,899.12,749.34
19640129,21.59,24.41,22.68,581.91,900.48,747.26
19640130,21.44,24.29,22.58,579.74,894.92,742.71
19640131,21.48,24.26,22.56,578.99,894.74,745.66
19640203,21.58,24.25,22.55,579.71,905.54,752.95
19640204,21.59,24.27,22.58,580.1,906.75,750
19640205,21.52,24.18,22.44,579.66,905.93,747.51
19640206,21.5,24.25,22.38,580.92,903.48,745.24
19640207,21.57,24.33,22.44,582.65,904.44,748.74
19640210,21.68,24.4,22.54,587.23,907.66,748.73
19640211,21.67,24.37,22.51,584.87,906.82,748.14
19640212,21.78,24.4,22.5,587.13,910.05,750.26
19640213,21.88,24.46,22.57,587.28,913.59,752.73
19640214,21.86,24.48,22.62,587.19,913.66,755.49
19640217,21.84,24.49,22.63,587.1,911.86,756.94
19640218,21.92,24.59,22.62,586.67,912.85,756.04
19640219,21.9,24.6,22.52,586.93,912.72,757.22
19640220,21.89,24.65,22.54,586.47,912.96,759.76
19640224,21.97,24.72,22.56,588.28,912.76,761.1
19640225,21.98,24.78,22.59,589.44,913.38,762.32
19640226,21.91,24.76,22.64,589.24,912.71,762.26
19640227,22.07,24.81,22.79,590.83,914.59,765.56
19640228,22,24.8,22.81,590.94,912.69,760.38
19640302,22.05,24.67,22.87,590.93,919.6,762.95
19640303,22.13,24.73,22.87,592.58,920.94,765.31
19640304,22.15,24.68,22.82,595.45,923.46,767.69
19640305,22.13,24.64,22.79,594.49,920.88,766.19
19640306,22.17,24.68,22.87,593.52,920.29,766.54
19640309,22.34,24.83,22.97,596.01,921.75,771.28
19640310,22.38,24.86,22.99,597.1,920.54,773.31
19640311,22.42,24.9,22.9,598.36,922.85,777.51
19640312,22.52,24.95,22.89,601.92,926.68,781.33
19640313,22.57,24.98,22.92,602.85,928.1,783.9
19640316,22.65,25.03,22.98,605.49,928.43,783.66
19640317,22.6,25.12,22.99,604.74,930.44,782.42
19640318,22.69,25.15,23.06,605.44,932.07,784.01
19640319,22.78,25.24,23.12,607.75,933.6,782.68
19640320,22.78,25.27,23.12,607.5,933.01,781.27
19640323,22.81,25.14,23.13,606.29,928.3,777.04
19640324,22.9,25.19,23.21,606.49,928.79,777
19640325,22.92,25.21,23.2,607.69,926.37,775.12
19640326,23.09,25.37,23.31,610.79,926.32,779.04
19640330,23.28,25.44,23.41,614.33,927.33,781.18
19640331,23.32,25.44,23.35,615.22,927.03,778.33
19640401,23.48,25.52,23.37,614.53,926.46,774.5
19640402,23.66,25.73,23.5,616.05,929.77,777.26
19640403,23.82,25.91,23.55,620.7,934.6,781.8
19640406,23.88,25.95,23.61,621.96,936.14,785.19
19640407,23.96,26.03,23.66,622.64,935.89,787.03
19640408,23.85,25.96,23.65,617.46,934.98,781.84
19640409,23.94,26.04,23.78,618.12,935.25,781.35
19640410,23.99,26.02,23.82,619.85,933.71,783.06
19640413,24.07,26.07,23.85,620.39,933.66,787.65
19640414,24,26.09,23.79,620.7,934.17,784.38
19640415,23.98,26.09,23.82,620.82,937.93,785.38
19640416,23.99,26.04,23.78,621.78,940.33,785.31
19640417,24,25.98,23.8,621.4,942.46,784.81
19640420,24.09,26.1,23.82,621.95,947.83,787.24
19640421,24.02,26.06,23.72,619.85,948.57,786.17
19640422,23.87,26.06,23.71,620.31,947.17,788.75
19640423,23.83,25.94,23.68,618.25,947.16,789.49
19640424,23.66,25.88,23.52,618.32,945.02,788.97
19640427,23.4,25.7,23.27,612.39,937.87,784.35
19640428,23.32,25.56,23.11,607.74,933.6,780.3
19640429,23.52,25.64,23.25,610.51,939.71,787.11
19640430,23.29,25.51,23.14,604.9,938.64,782.66
19640501,23.24,25.54,22.99,603.07,936.35,781.84
19640504,23.48,25.64,23.18,607.35,940.92,794.39
19640505,23.58,25.82,23.37,611.3,944.61,797.34
19640506,23.55,25.89,23.36,611.18,948.18,805.31
19640507,23.61,25.92,23.33,612.8,950.59,805.56
19640508,23.73,25.91,23.3,616.68,950.5,805.09
19640511,23.74,25.83,23.25,614.73,948.98,803.78
19640512,23.77,25.84,23.27,614.43,948.13,802.18
19640513,23.85,25.83,23.23,615.26,950.27,807.83
19640514,23.78,25.76,23.13,612.12,948.66,806.33
19640515,23.83,25.77,23.15,610.66,947.83,804.89
19640518,23.8,25.76,23.15,612.97,949.09,805.58
19640519,23.73,25.68,23.01,608.7,946.27,803.18
19640520,23.75,25.61,22.96,607.16,942.78,796.11
19640521,23.83,25.72,22.97,606.95,945.65,802.49
19640522,23.76,25.76,22.91,605.34,946.02,804.79
19640525,23.84,25.82,22.98,603.85,947.68,804.65
19640526,23.85,25.7,22.95,602.37,945.59,803.51
19640527,23.88,25.64,22.91,599.98,943.07,803.22
19640528,23.77,25.56,22.83,601.24,941.25,800.79
19640601,23.86,25.61,22.89,604.81,941,802.83
19640602,23.76,25.57,22.77,602.2,938.78,798.82
19640603,23.58,25.38,22.61,599.18,934.06,794.61
19640604,23.52,25.38,22.47,598.02,932.36,791.45
19640605,23.25,25.13,22.19,592.36,924.11,781.44
19640608,23.37,25.16,22.28,595.57,927.33,785.89
19640609,23.19,25.08,22.18,592.31,924.5,780.5
19640610,23.4,25.11,22.25,595.97,928.05,788.01
19640611,23.46,25.23,22.31,598.36,931.02,792.15
19640612,23.44,25.27,22.44,599.77,933.7,796.35
19640615,23.48,25.26,22.47,598.39,931.27,795.37
19640616,23.6,25.4,22.62,600.49,935.75,800.38
19640617,23.76,25.59,22.71,603.65,938.95,807.39
19640618,23.85,25.68,22.84,605.74,945.02,810.33
19640619,23.87,25.73,22.81,605.68,945.23,809.68
19640622,23.95,25.75,22.85,606.36,946.01,811.91
19640623,24.01,25.75,22.91,607.34,948.52,814.47
19640624,24.01,25.77,22.9,604.89,946.11,807.67
19640625,24.13,25.82,23.01,606.51,950.44,809.31
19640626,24.18,25.87,23,606.04,955.35,806.21
19640629,24.29,26.06,23.11,607.35,957.92,808.52
19640630,24.31,26.04,23.09,607.25,961.76,807.8
19640701,19,27.96,22.69,508.53,1059.6,644.72
19640702,19.1,28.07,22.85,511.68,1065.83,649.21
19640706,19.16,28.16,22.95,512.14,1070.5,652.43
19640707,19.21,28.23,23.01,512.73,1076.06,656.01
19640708,19.21,28.28,22.96,513.7,1078.03,656.99
19640709,19.25,28.33,22.96,515.2,1076.87,658.44
19640710,19.36,28.45,23.05,517.52,1077.59,658.5
19640713,19.43,28.51,23.12,519.75,1079.36,658.57
19640714,19.39,28.51,23.15,520.12,1077.89,658.79
19640715,19.41,28.5,23.12,519.04,1075.11,655.17
19640716,19.45,28.61,23.22,521.18,1079.06,658.06
19640717,19.5,28.62,23.25,522.3,1083.94,658.51
19640720,19.53,28.64,23.36,525.52,1089.35,660.2
19640721,19.49,28.64,23.31,524.67,1085.17,657.7
19640722,19.45,28.65,23.27,523.29,1083.17,656.94
19640723,19.52,28.63,23.26,524.74,1083.03,656.95
19640724,19.54,28.66,23.27,525.43,1081.82,657.29
19640727,19.56,28.69,23.28,524.24,1083.94,653.84
19640728,19.44,28.6,23.12,522.22,1079.29,649.22
19640729,19.42,28.56,23.09,520.55,1077.21,646.76
19640730,19.42,28.6,23.12,522.2,1077.48,648.31
19640731,19.42,28.6,23.11,522.25,1080.8,647.54
19640803,19.52,28.68,23.09,523.75,1081.46,646.45
19640804,19.41,28.62,22.95,522.88,1078.35,645.23
19640805,19.2,28.22,22.64,518.54,1066.17,634.64
19640806,19.2,28.18,22.59,518.09,1067.1,638.66
19640807,19.11,28.04,22.44,513.95,1056.56,633.33
19640810,19.21,28.16,22.57,516.69,1062.95,637.64
19640811,19.24,28.11,22.6,518.01,1061.07,639.07
19640812,19.21,28.17,22.67,517.77,1060.8,638.42
19640813,19.28,28.31,22.92,520.67,1065.78,641.76
19640814,19.34,28.44,23,521.44,1068.05,645.22
19640817,19.35,28.45,23.03,522.05,1067.53,641.83
19640818,19.32,28.43,23.01,521.36,1068.07,642.14
19640819,19.33,28.46,23.02,522.8,1068.59,641.33
19640820,19.3,28.49,22.99,521.8,1069.15,638.59
19640821,19.21,28.35,22.87,519.54,1065.47,633.54
19640824,19.25,28.46,22.91,520.85,1066.24,635.66
19640825,19.24,28.49,22.92,519.75,1064.29,633.96
19640826,19.11,28.41,22.8,516.93,1060.27,628.45
19640827,19.08,28.37,22.75,514.74,1059.3,627.04
19640828,19.12,28.45,22.83,517.88,1063.44,630.27
19640831,19.18,28.51,22.91,518.78,1066.34,634.74
19640901,19.19,28.56,22.91,518.75,1064.73,633.07
19640902,19.23,28.72,23.01,522.76,1068.49,636.28
19640903,19.29,28.84,23.15,523.04,1070,637.9
19640904,19.33,28.83,23.15,524.42,1073.2,639.68
19640908,19.4,28.83,23.19,525.54,1074.97,641.4
19640909,19.44,28.88,23.22,526.27,1076.7,641.91
19640910,19.47,28.97,23.24,527.85,1079.13,642.62
19640911,19.49,29,23.23,529.57,1078.78,644.12
19640914,19.54,29.09,23.27,534.34,1082.08,644.43
19640915,19.49,29.08,23.21,533.21,1080.96,639.9
19640916,19.45,28.99,23.18,531.07,1077.85,640.08
19640917,19.51,29.05,23.23,530.57,1080.23,645.21
19640918,19.61,29.12,23.28,533.82,1086.21,650.77
19640921,19.56,29.09,23.2,532.32,1083.1,647.13
19640922,19.64,29.24,23.32,535,1086.79,651.02
19640923,19.62,29.32,23.37,535.65,1087.6,650.4
19640924,19.66,29.39,23.33,535.21,1087.3,651.78
19640925,19.68,29.35,23.4,536.1,1089.29,651.72
19640928,19.76,29.38,23.46,535.79,1090.93,655.2
19640929,19.78,29.43,23.48,535.94,1091.63,656.06
19640930,19.81,29.35,23.49,537.6,1089.88,657.21
19641001,19.85,29.36,23.44,537.06,1090.29,655.38
19641002,19.84,29.29,23.46,535.86,1088.6,655.15
19641005,19.85,29.27,23.47,535.69,1093.04,656.3
19641006,19.93,29.36,23.54,538.9,1098.07,658.43
19641007,19.94,29.37,23.48,539.27,1099.61,655.94
19641008,19.94,29.35,23.48,539.8,1098.49,656.29
19641009,20,29.41,23.55,538.93,1100.71,660.71
19641012,20.06,29.52,23.62,539.88,1101.8,662.75
19641013,20.13,29.61,23.72,541.14,1102.65,662.39
19641014,20.1,29.63,23.67,540.86,1100.16,658.39
19641015,20.1,29.57,23.66,541.3,1098.22,656.03
19641016,19.87,29.3,23.31,537.46,1091.78,651.16
19641019,20.13,29.64,23.55,541.82,1097.7,657.32
19641020,20.22,29.81,23.66,543.7,1099,656.72
19641021,20.26,29.89,23.77,545.88,1101.42,658.28
19641022,20.27,29.83,23.78,546.54,1100.48,657.46
19641023,20.28,29.81,23.76,544.48,1099.64,656.43
19641026,20.26,29.86,23.85,545.16,1102.97,656.85
19641027,20.29,29.91,23.84,544.2,1101.53,653.75
19641028,20.3,29.92,23.8,542.26,1101.32,654.85
19641029,20.19,29.77,23.63,539.12,1098.25,652.69
19641030,20.2,29.74,23.67,538.75,1099.29,653.23
19641102,20.31,29.81,23.81,539.08,1101.41,654.58
19641104,20.34,29.85,23.9,540.43,1106.83,656.85
19641105,20.3,29.84,23.83,539.53,1106.93,655.48
19641106,20.23,29.71,23.83,537.56,1108.29,655.88
19641109,20.16,29.69,23.83,537.49,1108.66,658.41
19641110,20.1,29.59,23.76,537.01,1109.11,657.97
19641111,20.04,29.48,23.62,536.14,1103.13,656.76
19641112,20.14,29.53,23.73,537.53,1104.81,660.53
19641113,20.25,29.69,23.81,539,1106.27,661.48
19641116,20.32,29.74,23.88,540.75,1105.61,664.16
19641117,20.3,29.87,24,544.3,1110.67,667.88
19641118,20.36,29.88,24.01,546.46,1115.73,670.97
19641119,20.37,29.87,24.04,551.77,1116.66,671.9
19641120,20.37,29.86,24.03,548.44,1118.31,671.91
19641123,20.4,29.84,24.09,547.6,1119.48,673.7
19641124,20.37,29.85,24.05,545.44,1116.55,671.87
19641125,20.3,29.79,23.99,543.43,1114.43,668.04
19641127,20.29,29.79,24.09,542.8,1110.85,665.4
19641130,20.28,29.75,24.08,542.93,1106.55,663.59
19641201,20.1,29.54,23.84,523.51,1097.43,655.03
19641202,19.92,29.25,23.58,518.24,1086.53,647.23
19641203,19.91,29.29,23.6,517.79,1090.44,650.99
19641204,20.03,29.37,23.65,519.38,1094.42,654.55
19641207,20.02,29.46,23.68,518.96,1097.04,656.21
19641208,19.99,29.51,23.66,520.56,1096.54,655.46
19641209,19.83,29.33,23.53,518.43,1094.23,651.85
19641210,19.59,29.09,23.3,514.25,1086.63,649.03
19641211,19.58,29.05,23.25,514.05,1085.97,649.44
19641214,19.65,29.15,23.34,514.49,1088.76,650.68
19641215,19.61,29.03,23.34,512.83,1086.88,647.33
19641216,19.49,28.92,23.22,510.41,1084.04,646.07
19641217,19.55,29.01,23.38,512.06,1088.71,649.27
19641218,19.62,29.1,23.52,513.77,1091.73,654.1
19641221,19.73,29.2,23.66,515.57,1096.2,659.23
19641222,19.78,29.24,23.65,516.13,1097.37,659.34
19641223,19.69,29.18,23.7,516.5,1096.73,659.55
19641224,19.58,29.13,23.7,514.64,1095.55,657.93
19641228,19.61,29.26,23.79,516.02,1093.98,659.17
19641229,19.6,29.21,23.75,516.08,1093.23,657.06
19641230,19.49,29.12,23.63,514.07,1090.7,654.45
19641231,19.58,29.25,23.73,516.39,1098.69,656.91
19650104,19.55,29.42,24.65,522.19,1116.86,666.77
19650105,19.63,29.41,24.69,521.56,1109.94,663.41
19650106,19.89,29.7,24.85,524.87,1115.68,664.77
19650107,19.98,29.86,25.05,527.45,1117.91,667.4
19650108,20.08,29.93,25.2,527.64,1122.58,672.01
19650111,20.12,30,25.3,527.8,1123.23,676.38
19650112,20.18,30.07,25.34,528.6,1123.99,676.12
19650113,20.32,30.14,25.46,529.8,1126.49,678.85
19650114,20.45,30.26,25.56,531.98,1128.46,682.09
19650115,20.44,30.3,25.6,531.71,1128.54,682.14
19650118,20.52,30.38,25.69,534.08,1132.6,685.54
19650119,20.58,30.48,25.73,536.76,1134.64,689.47
19650120,20.51,30.54,25.74,536.29,1137.28,690.68
19650121,20.47,30.54,25.71,537.18,1137,689.98
19650122,20.5,30.5,25.73,537.69,1135.02,690.16
19650125,20.54,30.65,25.82,539.67,1136.9,692.38
19650126,20.72,30.75,25.92,540.4,1137.89,694.74
19650127,20.72,30.8,25.94,540.57,1139.69,695.25
19650128,20.77,30.94,26,541.82,1143.1,697.68
19650129,20.81,31,26.08,544.52,1144.88,699.93
19650201,20.91,31.2,26.2,545.99,1145.62,702.13
19650202,20.94,31.29,26.2,547.21,1146.78,700.39
19650203,20.93,31.33,26.22,547.2,1146.35,700.92
19650204,20.94,31.4,26.35,547.86,1147.25,701.88
19650205,20.96,31.45,26.44,549.76,1145.28,702.4
19650208,20.96,31.45,26.48,548.57,1141.76,700.45
19650209,20.92,31.43,26.36,546.58,1137.53,698.09
19650210,21.07,31.54,26.5,548.74,1139.2,702.45
19650211,20.9,31.26,26.25,544.67,1129.93,695.99
19650212,20.78,30.96,26.05,541.07,1116.38,690.49
19650215,20.98,31.25,26.4,544.77,1124.19,694.71
19650216,21.07,31.34,26.44,544.44,1124.08,692.03
19650217,21.11,31.3,26.4,541.44,1119.97,689.14
19650218,21.15,31.42,26.55,541.46,1120.77,692.39
19650219,21.3,31.6,26.68,541.46,1122.95,698.64
19650223,21.44,31.71,26.81,542.19,1124.33,701.11
19650224,21.57,31.91,27.01,544.4,1129.31,705.32
19650225,21.63,32.09,27.19,547.14,1135.99,709.81
19650226,21.64,32.13,27.2,547.35,1135.95,712.16
19650301,21.65,32.13,27.31,548.4,1140.31,712.96
19650302,21.75,32.15,27.35,546.86,1137.73,712.11
19650303,21.91,32.25,27.38,548.32,1139.44,713.36
19650304,22.05,32.25,27.45,549.32,1137.24,713.83
19650305,22.01,32.22,27.38,548.94,1134.81,708.64
19650308,21.94,32.18,27.32,548.73,1131.67,707.93
19650309,21.99,32.32,27.48,549,1130.53,709.8
19650310,21.89,32.26,27.37,546.62,1128.41,710.64
19650311,21.89,32.3,27.39,544.98,1126.97,710.67
19650312,22,32.37,27.54,545.81,1131.08,715.98
19650315,22.12,32.49,27.56,547.63,1134.82,718.16
19650316,22.13,32.53,27.63,547.75,1135.65,719.48
19650317,22.08,32.55,27.57,547.57,1135.45,716.35
19650318,22.04,32.61,27.52,547.26,1134.41,714.02
19650319,22.01,32.55,27.53,544.63,1131.65,712.96
19650322,21.99,32.51,27.55,544.65,1131.96,712.52
19650323,22.01,32.53,27.58,544.43,1132.23,711.47
19650324,22.08,32.52,27.56,544.72,1131.94,713.19
19650325,22.14,32.61,27.63,546.25,1134.33,713.8
19650326,22.13,32.66,27.55,545.45,1131.03,710.67
19650329,21.98,32.45,27.34,542.77,1124.36,702.1
19650330,21.81,32.33,27.16,541.19,1122.24,701.53
19650331,21.9,32.4,27.25,541.46,1123.64,704.59
19650401,22.02,32.44,27.36,542.38,1122.48,704.86
19650402,22.09,32.41,27.46,542.29,1124.52,707.29
19650405,22.18,32.56,27.53,543.68,1126.8,709.45
19650406,22.18,32.59,27.49,543.14,1127.99,708.53
19650407,22.16,32.59,27.47,543.53,1127.31,708.35
19650408,22.12,32.68,27.57,544.23,1127.43,709.49
19650409,22.3,32.95,27.78,545.98,1134.3,712.95
19650412,22.51,33.1,27.98,547.59,1140.32,720.03
19650413,22.58,33.23,28.15,550.78,1145.77,722.74
19650414,22.67,33.25,28.24,551.89,1146.94,723.91
19650415,22.7,33.4,28.32,552.93,1149.81,724.58
19650419,22.74,33.52,28.46,552.74,1147.56,725.79
19650420,22.76,33.65,28.61,552.96,1151.72,731.79
19650421,22.75,33.67,28.67,552.57,1151.03,731.88
19650422,22.75,33.52,28.6,551.67,1148.92,729.04
19650423,22.81,33.65,28.69,554.25,1154.06,734.01
19650426,22.82,33.81,28.8,554.47,1155.4,736.05
19650427,22.83,33.93,28.84,554.61,1155.03,736.64
19650428,22.82,34.04,28.86,555,1156.79,738.2
19650429,22.79,33.99,28.74,554.81,1155.63,739.36
19650430,22.83,34,28.77,554.44,1155.34,737.8
19650503,22.82,34.09,28.78,554.79,1156.83,743.1
19650504,22.82,34.01,28.69,554.35,1158.9,744.14
19650505,22.86,33.98,28.72,555.56,1160.38,749.08
19650506,22.83,34.03,28.71,557.68,1163.3,749.08
19650507,22.87,34.15,28.83,560.52,1165.72,750.94
19650510,22.82,34.2,28.82,559.89,1164.79,750.64
19650511,22.83,34.26,28.83,560.45,1161.98,748.31
19650512,22.76,34.22,28.75,559.82,1160.64,747.8
19650513,22.93,34.28,28.83,562.06,1165.76,750.44
19650514,23.08,34.38,29.06,564.78,1169.84,752.11
19650517,23.1,34.43,29.17,566.94,1166.62,749.73
19650518,23.03,34.41,29.12,562.49,1161.02,744.5
19650519,23.08,34.37,29.14,563.56,1159.17,743.63
19650520,23.2,34.41,29.25,562.91,1162.69,744.44
19650521,23.05,34.15,29.04,559.32,1158,739.42
19650524,22.99,34.06,28.93,555.96,1152.93,736.25
19650525,22.84,33.83,28.74,550.73,1145.03,730.61
19650526,22.97,34,28.94,554.09,1149.35,739
19650527,22.86,33.85,28.72,552.64,1145.93,736.12
19650528,22.69,33.68,28.51,551.3,1140.18,729.48
19650601,22.81,33.78,28.71,553.16,1145.84,739.2
19650602,22.63,33.58,28.44,548.18,1139.53,731.48
19650603,22.38,33.11,28.1,545.36,1130.26,727.28
19650604,22.34,33.03,27.93,542.49,1129.03,725.41
19650607,22.42,33.12,28.04,542.68,1131.99,727.36
19650608,22.27,32.96,27.83,542.63,1127.67,725.49
19650609,22.02,32.52,27.38,536.45,1116.88,716.31
19650610,21.76,32.19,26.98,530.69,1105.54,707.99
19650611,21.47,31.85,26.71,527.21,1104.37,702.02
19650614,21.55,31.94,26.82,531.27,1108.64,704.6
