,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
198007,15.4465,18.299,18.0061,18.5463,16.1098,84.0927,83.0175,82.4016,87.428,84.5985,207.0232,200.4759,200.5695,210.6096,188.7639,526.3876,497.7675,448.2874,443.1506,468.5479,2790.2162,3169.6492,1623.9735,1372.5234,1149.5778
198008,16.2159,19.2807,19.7226,20.5047,18.2005,87.2065,90.117,90.3617,97.7031,97.5336,210.7146,216.7329,221.5156,228.4422,215.0778,541.6439,534.0242,489.0852,493.6134,518.2101,2890.0303,3358.9012,1774.6397,1520.7612,1310.945
198009,16.6757,20.17,20.9321,22.0449,20.2639,87.689,93.7382,94.7547,104.5095,103.9964,210.0219,225.0479,231.839,244.7183,227.8199,539.9014,542.5155,508.2558,511.2581,533.0484,2899.9408,3380.2041,1767.9971,1586.4135,1414.0365
198010,17.0339,20.8211,21.9575,22.6145,21.2059,89.2125,94.4374,98.6847,108.3888,109.4719,211.2237,227.3541,239.7659,256.0764,247.9994,542.273,557.11,533.5055,528.8279,565.8132,2955.7468,3530.3761,1843.2869,1649.0309,1544.7437
198011,17.4551,21.3176,22.5982,23.6558,22.6212,90.3803,95.2409,99.7708,113.9206,114.8594,213.6783,226.6762,243.4932,259.1255,256.6893,533.7498,554.6709,542.6837,537.6376,586.3213,2984.6918,3606.0095,1866.1768,1693.8609,1529.2814
198012,17.9924,22.3809,23.5809,25.0478,24.8692,93.5799,99.7614,106.5732,123.7514,128.4149,211.9654,237.134,254.9568,282.5499,290.328,544.6016,574.5127,607.1449,605.5498,650.3682,3169.3721,4149.1006,2118.8314,1802.2683,1748.1759
198101,18.1251,21.8017,23.3828,24.3264,23.5135,94.8107,99.4433,105.0583,119.3647,126.7856,214.4715,236.9311,251.5549,267.3791,290.2377,556.0274,579.0208,589.8482,581.7957,621.3382,3209.4565,3961.3851,2036.3154,1753.3811,1754.5179
198102,18.6817,21.8037,23.8096,24.3345,23.1834,95.5067,99.9504,104.2834,119.6339,121.5287,216.9262,237.5649,251.7996,258.8127,270.5553,555.9985,575.5035,561.3637,549.6414,576.4398,3150.1654,3702.4399,1911.2645,1618.9673,1558.026
198103,18.757,22.023,23.5426,24.62,22.9507,98.7431,103.7987,106.0312,121.7762,121.6464,222.1106,241.5368,257.9018,261.6354,274.1173,562.5317,591.9791,581.1689,556.8196,566.5244,3174.2615,3745.5377,1930.2017,1666.7657,1530.2873
198104,19.6074,23.5789,25.2704,26.7002,25.3748,102.0242,110.8295,112.9102,128.962,136.0854,226.9963,254.5499,274.8172,291.3203,303.4623,593.8917,634.474,625.557,603.4483,648.581,3225.9593,3807.7795,2062.6583,1743.2397,1737.1811
198105,20.3223,24.6664,26.1974,28.0851,26.2624,104.3687,114.1708,116.6586,133.3067,138.7969,223.5825,260.5067,279.558,291.717,315.7393,597.5059,629.3375,624.4211,595.028,661.8016,3220.9125,3624.5374,1995.3124,1689.007,1751.2824
198106,20.6243,25.4551,26.9977,28.9368,27.8942,105.7713,115.1059,118.508,137.2572,147.0043,228.8048,262.1329,281.9743,299.1016,337.871,612.7249,637.6686,635.7149,605.4742,691.6425,3213.9837,3566.3875,2018.3743,1658.4713,1800.8358
198107,20.5788,24.5678,24.1696,25.0092,24.037,117.305,119.0654,117.7161,116.8745,113.8764,269.3322,268.7637,271.0283,263.7565,262.236,651.1963,644.4096,619.3399,576.5158,621.8163,3319.4372,2787.3707,3493.3868,2681.0069,1621.1118
198108,20.3609,24.2296,23.2464,24.4566,23.2147,115.9165,116.3341,114.1904,113.5313,112.7541,265.0462,263.4768,261.6732,258.9517,259.3262,636.3564,616.4193,611.7515,563.3128,632.3275,3275.4086,2683.5212,3603.899,2795.2851,1660.2449
198109,19.701,23.021,21.4843,22.5204,20.468,113.1658,108.6954,106.6634,104.2843,100.3247,255.8869,245.932,248.8675,241.3298,235.0747,615.4209,584.4604,573.6694,526.5035,582.9643,3154.6576,2526.9987,3358.1881,2599.335,1528.3764
198110,18.5944,21.6844,19.9753,20.4816,18.3371,108.7651,104.0119,99.7605,94.7617,90.1973,249.0395,233.5855,236.0766,222.6399,210.5034,590.6683,558.7489,529.8304,474.6588,528.3557,3171.9382,2418.7215,3062.3317,2344.4356,1328.2669
198111,19.6824,22.858,21.158,22.2901,20.059,113.2875,111.1884,107.4213,102.5747,98.9653,262.5033,247.0793,248.342,238.3643,231.2614,622.0746,586.4527,559.4513,496.2701,586.0325,3298.1108,2478.6502,3164.1876,2566.7552,1511.8341
198112,20.6947,23.6568,21.9054,22.8179,19.9022,119.7572,114.7129,113.1675,105.8806,101.0225,276.1603,254.9583,255.2449,245.3817,228.1099,663.6028,609.6543,580.7907,521.826,588.4295,3397.8268,2646.5543,3317.7714,2712.1367,1519.6118
198201,20.7025,23.3169,21.8945,22.6583,19.4231,119.8575,113.9934,109.5593,104.418,100.1347,271.0291,249.3246,251.0475,240.1644,226.866,655.1711,605.8701,568.8779,506.2727,564.4521,3344.5913,2637.0629,3174.3721,2570.1314,1429.8194
198202,20.6049,22.5409,21.4022,22.0352,18.9922,118.7844,109.2393,105.8677,98.8743,95.5763,269.584,243.0418,238.4948,228.7386,207.5761,651.6175,583.5304,537.6227,472.7148,524.6209,3392.24,2677.8761,3019.4836,2377.8065,1397.1303
198203,20.2277,22.1117,20.6823,20.7862,17.8377,117.0874,104.3283,101.7054,94.4256,89.1284,265.865,231.8855,228.8429,218.4472,193.0355,650.7945,561.0342,513.8392,437.841,482.0935,3278.4846,2584.1571,2793.3398,2107.2238,1225.5263
198204,20.6476,21.8897,20.5427,20.374,17.3802,118.269,103.8267,98.7118,94.0286,86.8361,273.5618,235.0181,230.1034,211.0964,185.4662,653.2893,560.4269,508.0253,418.005,447.1644,3348.494,2569.0433,2728.797,1979.5378,1171.5638
198205,21.1132,22.907,21.4758,20.9447,18.8122,121.3253,109.3379,104.308,100.5134,92.7203,286.1599,247.5878,240.8761,221.2155,197.3402,680.0359,584.1105,532.9184,436.2274,468.2579,3437.6133,2690.9166,2848.8538,2060.2544,1251.6791
198206,21.1177,22.5258,21.3277,20.2275,18.2969,116.3643,105.7571,100.7441,97.2519,88.3189,280.4984,239.4955,236.367,213.8261,187.2675,664.025,558.0604,502.8617,416.0548,434.0024,3347.317,2584.1963,2776.5139,1991.7552,1151.3202
198207,16.0999,18.8187,18.2831,19.1795,17.1404,91.3553,95.2954,92.2454,94.6994,88.5338,227.3992,219.2891,205.7837,217.7378,209.6492,501.8527,531.7798,485.9576,506.3535,473.7042,2756.1573,2574.6942,2435.6853,2352.8067,1575.3325
198208,16.1091,18.6788,18.1879,18.8222,16.728,90.8296,94.8879,93.4721,93.911,85.5749,221.1634,218.8282,203.9367,211.9854,202.0684,493.433,525.6166,461.3861,490.9364,441.1727,2731.5306,2607.5047,2347.7427,2185.5911,1454.4463
198209,16.5748,19.3027,19.2763,20.1735,18.0517,95.3552,101.6956,99.7052,103.3301,91.5967,241.8055,238.7576,225.091,232.8104,227.2983,553.0813,584.0723,511.2191,554.1862,508.7377,3024.7627,2910.5158,2662.5483,2427.8898,1624.031
198210,17.4486,20.2811,20.0998,21.1928,18.4901,102.0578,108.3607,105.7046,105.8284,92.8376,252.8429,255.5089,236.1119,238.0384,231.4313,573.9321,620.4036,528.402,573.0811,496.5853,3053.8357,2964.7162,2661.8603,2465.6293,1640.4573
198211,18.8932,22.4163,23.0378,24.3383,21.5515,113.401,118.0221,117.3079,121.8026,109.2955,276.1434,290.1945,263.263,273.2175,273.1257,625.1861,714.0136,607.7455,644.315,579.1329,3362.2406,3303.1634,2931.641,2699.1661,1924.0454
198212,20.2222,24.6673,25.8293,27.049,23.8576,120.0286,127.5139,127.2083,135.8757,118.1936,286.7783,311.7472,288.7199,301.5308,294.5582,656.3616,745.9682,659.2787,681.0267,609.4338,3480.7431,3509.1578,3012.0189,2670.2556,2033.3174
198301,20.6181,25.0579,26.6797,27.8477,24.8882,123.3258,129.4401,127.9198,137.1823,122.2243,298.5674,315.0142,294.7464,303.6611,295.2028,675.4063,756.7319,664.1075,693.6687,634.5571,3546.3114,3617.5119,3071.4543,2726.1362,2098.531
198302,21.9112,26.8364,29.08,30.2648,27.8096,127.1529,133.8472,134.3636,146.3126,135.3189,306.0134,322.9428,303.3602,315.3602,320.3024,683.8487,750.4767,674.1839,717.3686,699.0167,3646.2543,3706.8159,3193.3618,2863.7539,2240.5685
198303,22.7555,28.1655,31.2226,32.3089,29.139,133.8939,139.6889,142.158,158.7502,142.4754,316.5242,340.0738,319.721,330.3454,337.3871,716.7287,773.4593,700.4056,744.0058,678.3242,3664.6365,3830.6718,3244.3406,2982.7158,2254.5151
198304,23.923,29.9909,33.2116,34.3763,30.8834,142.7199,147.278,148.3017,165.5449,146.7804,324.793,365.0347,340.9616,341.9689,350.6965,751.28,812.4547,721.866,751.6866,681.2306,3752.3767,3942.4278,3360.7555,3117.4923,2335.5596
198305,25.5443,32.8207,36.0319,37.6941,33.6955,155.8467,161.2317,162.8085,177.3712,156.5011,344.9253,396.6777,361.6843,365.1547,370.7514,784.4881,891.814,760.7434,783.9504,721.5368,3991.7015,4310.9852,3597.1693,3330.5791,2525.3823
198306,27.2732,35.3346,38.5951,41.5426,37.8423,162.7776,167.2895,168.4619,187.3536,169.4028,349.4506,408.1414,376.9462,382.8779,396.0649,780.1147,901.0641,785.7818,839.1272,788.9413,3866.0878,4170.2417,3614.9859,3381.5509,2603.7727
198307,25.3205,34.3553,33.8117,35.2786,32.7589,164.9629,168.5223,168.4294,169.2275,169.3272,368.0485,370.8727,373.1946,374.1578,361.5395,851.378,821.8095,824.5179,841.9039,809.5177,3947.9656,4978.9342,3874.1582,2799.0754,2498.8884
198308,25.6813,34.351,33.5792,34.6941,31.7548,166.5404,168.0912,166.5192,164.2831,158.6893,365.0346,372.2638,371.1822,365.7787,346.3736,844.4203,803.5301,802.1469,806.3391,752.1404,3827.2685,4889.7526,3685.6001,2636.1978,2333.7658
198309,25.4256,33.3581,32.5483,33.5377,30.5448,165.6401,165.506,162.4409,156.8452,154.1062,360.8885,361.0149,360.0267,360.0236,336.218,839.909,798.4517,801.3996,813.393,748.7487,3865.9098,4918.2708,3785.4055,2643.7733,2350.2769
198310,26.2945,34.4035,32.9878,33.9209,30.4696,172.36,174.9764,168.4967,163.3725,156.0935,378.6773,380.199,378.5679,365.2615,346.4263,888.5863,825.225,826.491,827.4207,757.3521,3970.401,5030.1739,3765.7671,2691.0153,2307.4812
198311,25.9006,33.6246,31.3322,31.9767,27.6095,168.5587,169.3337,160.3974,152.4508,140.5389,386.9391,368.7209,366.7346,351.629,310.1464,895.6999,806.9967,798.4201,780.4873,682.6789,4001.3414,5014.0089,3612.1633,2564.2513,2162.6961
198312,26.4657,34.3568,32.6979,33.4322,28.7829,172.0648,178.5144,166.8704,162.4115,149.3892,394.9051,384.4015,386.6674,368.1726,329.8029,907.4055,842.4351,829.4871,834.036,730.4189,4022.3643,5005.3943,3705.0191,2684.168,2246.8851
198401,26.845,34.4536,33.2654,33.2053,28.3838,175.9708,178.0537,167.5043,160.9705,147.5245,394.7435,381.3865,382.1996,361.4991,323.3335,876.589,838.2345,822.1732,822.5208,717.2903,3936.6508,5043.4555,3747.1772,2731.1056,2252.2258
198402,27.8483,35.116,33.1194,33.5886,28.0611,176.0721,178.4515,167.5725,155.6068,141.0282,391.2301,372.4689,366.8681,353.7613,300.3861,862.6801,813.6763,788.256,791.7938,680.0963,3943.5991,4892.2495,3897.5611,2721.5824,2110.9984
198403,27.1563,33.5582,31.3768,31.2323,26.2069,172.4611,170.1603,157.7406,147.0216,132.6382,372.1206,349.481,339.734,331.1917,284.7888,822.3459,770.8302,737.6038,732.5724,645.2373,3283.4366,4654.6226,3869.203,2350.5085,2045.6376
198404,27.6899,34.0411,32.0238,31.7909,26.326,171.0667,175.7767,160.0364,145.8159,133.3286,371.0745,357.5154,346.9126,333.707,288.4334,811.2803,780.3082,775.9804,760.5959,645.8163,3256.646,4771.2163,3906.1998,2404.1431,2065.2178
198405,27.5309,34.0024,31.8355,31.3137,25.566,169.2189,174.8592,161.4662,143.6165,130.028,363.4124,357.8162,350.2879,336.7524,284.1639,793.2931,782.181,763.6097,745.8668,614.7889,3270.3096,4828.9985,3980.3313,2430.8734,2046.9411
198406,26.8495,32.9121,29.9577,29.4827,23.9088,164.7311,166.1361,152.8484,136.5584,121.5796,357.0955,337.6303,330.148,312.0808,258.9525,776.539,734.2219,707.4346,698.1904,565.8771,3128.353,4531.7123,3749.0183,2265.1112,1887.4284
198407,22.4808,27.7157,28.9446,28.4896,24.3308,149.8124,140.0848,147.0288,144.8741,139.7555,323.2914,325.423,321.7796,310.034,326.5658,780.9526,728.4981,711.0577,692.6447,695.9273,3146.3714,4630.8192,3300.177,2700.6865,2161.3177
198408,22.0035,27.1625,27.7338,27.5456,22.5123,148.9959,137.8547,142.0838,139.2293,130.4821,324.9847,313.6512,314.2077,297.2437,305.3956,767.5555,714.4784,686.8046,654.3282,650.7422,3145.9026,4609.3915,3201.897,2608.8511,2046.6083
198409,22.9705,28.7065,29.788,30.1774,25.4507,157.5316,148,156.8028,157.1508,152.3552,347.2958,348.5221,343.2411,340.8106,355.8754,829.3864,788.0761,775.2348,739.7928,765.0608,3360.4592,5173.7995,3590.189,2899.5054,2373.647
198410,24.011,29.4108,29.947,30.3471,25.2454,160.7222,156.2066,159.38,152.3896,146.6833,362.4436,352.6547,348.3264,340.1962,345.4437,852.7899,815.1426,760.7437,723.6513,746.3033,3396.7469,5170.9844,3546.8457,2819.0925,2315.7332
198411,24.037,29.5783,29.5654,29.1026,24.3738,160.0045,157.325,159.9317,150.2442,142.9196,371.3884,351.9445,347.1375,332.7984,333.8073,875.2352,818.0836,756.7642,714.3615,729.3317,3471.4698,5202.4342,3474.6334,2746.2128,2313.9295
198412,24.3442,29.2682,28.7085,28.3531,23.0635,162.6634,157.9284,157.5378,146.9909,135.8832,375.6894,356.4072,349.4652,328.1871,324.583,881.2426,816.7617,748.9279,699.7354,685.7163,3484.3657,5066.7658,3422.7152,2696.6402,2237.6771
198501,24.9432,29.7034,29.1699,28.1336,23.325,168.6552,161.6482,161.9997,151.0012,139.2206,392.2855,362.204,355.4696,336.7079,335.2359,893.5934,840.7349,772.5194,718.62,721.1878,3569.9995,5179.0536,3460.893,2729.5494,2270.4028
198502,26.0729,32.1696,32.3087,32.0612,26.9545,182.5938,175.7499,177.0773,168.7214,158.4014,413.3445,393.9198,391.1059,372.8203,387.278,930.4382,915.7308,860.1324,790.7982,833.5642,3692.1662,5665.2082,3742.8645,2962.0638,2576.2318
198503,26.7581,33.2769,33.1657,33.0279,28.176,186.5043,178.1286,179.5748,174.0693,160.1288,412.3532,407.2924,394.1414,371.901,390.1683,948.133,937.3815,876.4705,798.2982,806.7298,3788.6255,5652.0918,3821.3974,2976.4264,2581.1642
198504,27.3598,33.5286,32.6525,32.5366,27.5019,192.2562,181.9945,176.9875,171.8897,154.1297,424.6554,408.4577,396.0082,362.4377,376.2133,978.6579,936.1859,867.0688,774.0891,796.1613,3902.916,5554.7735,3697.2707,2971.772,2541.5228
198505,28.0074,33.8765,32.1558,32.2261,26.9537,194.9478,185.2784,178.3767,167.3121,150.0393,433.5427,410.4909,398.4049,364.4946,358.7786,982.3021,947.8135,860.3983,752.3,773.6124,3857.4922,5580.9596,3703.9897,2969.761,2447.7336
198506,28.7028,35.4838,32.6869,33.2745,27.5077,201.1865,189.1965,185.4899,174.7412,157.2369,453.0908,434.2345,415.3622,385.7133,372.1645,1047.2203,986.7499,899.7959,805.2994,786.0819,4123.7416,5909.5256,3785.0769,3048.6895,2593.1493
198507,23.0375,29.6232,29.0447,29.1338,24.6645,154.6243,157.6146,162.5374,158.0155,151.6756,380.3783,389.4942,377.5334,367.0259,375.9247,946.5355,914.9151,901.3546,872.3582,881.1568,3998.7937,5888.9752,3334.1223,3911.9379,3134.1869
198508,23.2706,30.3553,30.0186,29.9694,25.4993,156.6943,161.0007,167.6343,162.3628,157.2417,378.0245,390.6489,383.382,376.3784,391.8422,919.6255,903.0832,894.5976,878.149,908.3817,3836.9275,5960.7852,3305.8318,3913.175,3143.5083
198509,23.7166,30.5019,29.7616,29.9709,25.26,158.366,162.7148,166.3681,162.4229,155.0195,383.6722,387.7923,380.2478,371.5568,373.9454,920.1414,917.4489,884.5193,860.0532,898.8028,3855.2127,5817.0178,3244.3763,3908.5186,3059.7965
198510,23.5594,29.4976,28.5026,28.7426,23.5781,156.6957,158.9107,158.6779,154.7437,143.2519,375.5256,376.5565,361.584,352.3408,347.6766,880.6218,874.2481,866.6532,795.8868,823.2709,3751.77,5716.9233,3128.0581,3727.2995,2795.1463
198511,24.0025,30.3736,29.5547,29.4065,23.9664,163.7316,167.5479,167.8738,160.1726,149.6688,392.2947,393.4629,375.3524,359.5724,358.3017,930.2482,930.9922,899.9834,830.5337,845.5415,3954.3128,5970.5914,3277.712,3873.4312,2941.5454
198512,25.1838,31.6085,31.3802,31.0011,25.7335,173.376,178.1783,178.44,170.7956,162.7729,407.8632,418.978,401.2923,379.992,391.7871,984.1273,997.5052,949.7392,889.2017,922.0613,4219.384,6335.455,3453.4616,4084.9074,3160.0362
198601,26.4651,33.2283,32.1562,32.2303,27.3364,183.7182,186.1685,184.4037,174.8605,172.7261,426.4058,433.028,418.8581,394.3412,417.9624,1037.5678,1038.4106,998.8121,908.2884,957.7118,4410.9518,6703.0994,3708.0482,4190.6777,3313.0736
198602,27.0643,33.4194,33.2681,33.4298,28.8046,187.1387,188.9758,187.3163,175.9602,172.2215,447.1333,445.2561,427.7777,400.5572,429.7696,1062.0143,1075.2618,1017.0159,920.4964,966.88,4463.621,6699.6604,3759.6776,4135.9417,3311.1419
198603,28.7541,34.8451,35.0928,36.0587,31.0151,199.4366,202.5391,200.2681,189.1033,187.0973,478.4808,475.8483,462.9682,420.525,460.3846,1125.6566,1152.2982,1103.8431,987.5588,1042.3828,4826.5532,7095.8338,4134.718,4464.9063,3545.9052
198604,30.0619,37.7887,37.2916,38.2041,32.6992,210.6655,211.1989,210.9253,200.93,198.5993,506.085,506.8339,492.3692,434.9172,495.8699,1198.525,1221.8565,1176.48,1030.1319,1073.4061,5127.5031,7412.1406,4364.5427,4659.9794,3721.6252
198605,30.4429,39.298,38.0613,38.5306,33.5102,213.7659,214.7526,211.6936,199.0584,201.0431,504.8317,519.1455,489.348,442.0729,492.858,1182.6825,1199.0831,1157.6669,1011.5505,1076.6223,5122.815,7331.7901,4252.6342,4543.2801,3570.0716
198606,31.5094,41.3193,39.804,40.6037,34.9871,219.4954,226.2827,220.4821,204.7765,208.8516,531.2788,553.1607,514.7751,471.3909,504.202,1230.4437,1279.3477,1222.7874,1054.4396,1116.8965,5402.119,7547.0547,4478.4822,4781.4383,3766.7788
198607,26.5353,34.9714,32.5794,36.2489,33.1975,179.5702,187.3005,188.2366,188.184,189.055,482.4091,486.2735,478.1231,449.9929,443.9428,1229.0397,1180.6409,1066.6393,1133.7202,1145.9509,5642.1562,8349.5681,4333.1968,4138.2817,3425.0661
198608,25.2908,32.5109,30.0642,33.0531,29.9379,171.8391,173.0591,174.0843,169.9642,168.9436,473.903,459.6484,433.8481,397.7815,400.233,1234.2588,1079.1066,974.5374,1040.0409,1055.7176,5569.8692,7923.5032,4058.4992,3842.1977,3103.7387
198609,25.6086,33.2758,30.8649,33.4553,30.4759,178.1916,178.5558,182.4299,175.8178,176.5513,496.3287,487.0839,455.7835,420.6318,423.3754,1307.8026,1152.3942,1050.8258,1112.7933,1131.4284,5935.3282,8526.3935,4336.9296,4035.0215,3345.8143
198610,24.5104,32.345,29.7749,32.7588,28.211,172.5035,173.053,176.8444,165.2924,164.8354,469.2477,457.3278,433.1279,396.7191,397.4801,1198.3762,1096.4499,972.856,1041.5588,1011.734,5365.5266,7841.032,3877.3563,3605.9206,3044.1972
198611,25.0959,34.0058,29.8187,32.9087,29.1383,174.9572,179.7423,182.2277,172.8625,174.4312,472.9103,460.5536,441.9718,413.0032,419.3169,1248.9236,1139.9428,1022.9275,1094.1672,1068.791,5761.7478,8115.5813,4132.6837,3899.6167,3277.8248
198612,25.0544,33.4886,29.6054,33.1742,29.024,173.1478,176.8378,182.0282,171.6949,175.1812,469.5186,449.73,443.1197,405.6803,422.1853,1254.7941,1144.5684,1029.0083,1115.2761,1016.5784,5846.1536,8303.7816,4196.2989,3987.6546,3355.9586
198701,24.4772,34.5646,30.0802,32.3187,28.2311,171.3377,175.1105,178.6823,168.0889,170.1311,458.6944,437.4276,438.7893,402.6989,414.4005,1226.9769,1098.5891,1004.924,1077.8775,986.5787,5676.3596,8124.1725,4049.7944,3879.5436,3187.1854
198702,26.5691,38.2437,32.7361,35.5247,31.7714,184.1527,193.72,202.0674,186.9165,193.0884,494.0518,479.3105,486.6211,452.3917,495.8457,1330.4623,1218.5213,1112.9542,1230.0863,1176.9639,6337.7842,9176.7067,4626.1692,4514.388,3673.249
198703,28.1231,41.4287,34.7088,38.5694,35.198,190.014,203.0002,216.805,198.0178,213.0157,506.6352,508.9828,509.7894,490.7772,549.0034,1298.5795,1285.8942,1186.3181,1317.0114,1292.0594,6324.8561,9479.5549,4979.0205,4822.898,3942.708
198704,29.1989,43.2657,36.7961,39.7308,35.7486,196.166,213.6325,220.2644,202.0249,215.5903,510.4175,523.6732,523.899,499.6334,549.0524,1289.3213,1329.9998,1210.1783,1317.4689,1307.775,6462.9765,9832.8102,5050.4479,4881.0789,4005.8389
198705,28.9185,42.2842,35.4992,38.6179,34.8239,185.6773,204.2064,217.0249,195.3127,206.9794,481.2784,507.0937,510.0446,489.5736,539.8927,1233.2412,1306.6009,1145.5243,1305.9252,1268.0094,6298.7406,9796.8097,5089.033,4710.2312,3861.8208
198706,29.1835,41.5541,36.1102,38.6978,34.7642,183.5053,202.0241,210.5594,196.7463,206.2156,475.66,500.0997,509.7029,491.8059,550.6348,1211.3208,1289.6253,1156.0123,1331.8746,1270.9285,6370.7539,9769.559,5114.9698,4712.6627,3890.1897
198707,28.7635,34.2365,35.3217,37.6672,34.4207,183.0442,200.3945,193.75,198.7942,202.271,525.3171,512.7538,524.1954,492.0846,473.7256,1342.6306,1362.8741,1292.1639,1313.2631,1321.2226,8360.4166,6525.3984,7296.4937,5043.0094,5447.4258
198708,29.7386,36.2147,35.8366,39.3967,35.1996,187.1866,207.0216,204.4448,205.1691,206.3019,527.8478,541.7752,548.2767,523.4278,485.3844,1365.244,1456.0749,1365.3948,1398.2573,1374.5917,8599.6009,6881.8667,7569.9891,5276.0056,5798.9273
198709,29.8218,37.127,36.2241,39.9892,36.0261,190.5431,215.7718,206.922,213.6416,214.6141,547.1103,556.696,555.429,536.6791,503.6622,1408.0857,1479.8336,1418.2607,1418.1661,1469.3111,8850.0162,7204.178,7907.2561,5408.4086,6173.5162
198710,30.1316,37.2235,36.1057,40.3148,35.7016,188.4906,212.4513,204.0948,213.9082,212.5102,538.0415,553.891,549.7609,535.331,484.2566,1364.9874,1488.8432,1389.5348,1411.4039,1487.0383,8666.5947,7195.3593,7621.0673,5264.7743,5753.9697
198711,23.087,26.6773,25.6344,27.4238,23.6203,147.6358,159.0812,144.1042,149.4032,138.2988,448.6582,405.656,400.3813,371.383,326.9916,1155.6764,1103.2334,1025.5993,1023.1297,1048.9563,7529.4075,5670.5549,5799.0629,3953.0646,4081.6242
198712,22.3966,25.5294,24.4855,26.2268,21.895,145.3527,153.0346,141.1425,140.4292,126.201,436.9816,391.8676,386.0248,356.1025,301.418,1098.6623,1052.1806,967.1697,963.9682,940.9712,6829.1991,5203.7959,5283.1247,3628.2202,3583.8713
198801,22.5383,26.8985,25.4965,27.6048,23.0377,151.3225,161.1113,152.8828,154.0282,140.6137,447.2975,415.9989,419.0145,392.6503,335.724,1135.9064,1132.1352,1086.6994,1042.1857,1073.9511,7108.2262,5501.5312,5706.0463,4044.4892,3905.5517
198802,23.5984,28.6397,26.4737,29.4639,24.6067,158.14,167.2259,157.5684,159.0122,148.0291,473.9828,441.606,445.5833,402.3266,337.8362,1205.2704,1158.8729,1111.4486,1063.2079,1094.713,7636.856,5712.3863,5812.6756,4131.2411,4128.5309
198803,25.1217,30.7414,28.1754,31.6759,26.312,165.7983,177.2459,172.4972,172.2016,164.4221,489.4514,476.3128,474.0299,440.0562,368.8933,1227.8644,1233.9963,1198.5699,1182.501,1181.851,7724.9542,5841.421,6103.7539,4355.4195,4394.2189
198804,26.3027,32.0757,29.4792,32.7881,28.0449,167.4262,184.5308,174.888,177.8819,171.3178,483.4151,487.9114,457.5674,445.3681,376.5095,1209.0061,1266.5557,1198.8028,1227.4207,1162.0645,7550.816,5603.9856,5705.2895,4263.0255,4113.3258
198805,26.6031,32.7129,29.9913,33.3549,28.5272,171.1517,186.6261,181.0559,182.6851,171.9431,492.3319,492.9776,457.8691,433.4594,370.1623,1216.838,1286.6567,1182.9958,1222.507,1193.8725,7641.8139,5594.9013,5768.7626,4306.886,4130.9325
198806,26.5551,32.6823,28.8302,32.835,27.6228,165.6828,181.6665,179.6859,179.9683,162.5537,494.8096,487.0966,447.7657,427.1109,370.5737,1225.039,1276.3902,1165.9548,1206.6368,1191.8644,7726.6898,5593.2179,5785.1552,4296.7564,4104.7323
198807,23.1415,30.0532,27.6257,28.1494,26.0169,163.3492,164.9392,165.3261,159.2202,163.6843,453.4434,449.2263,460.7155,429.2881,423.8877,1283.4865,1223.4475,1226.4991,1267.8423,1269.1769,7147.8143,6317.3018,5826.6567,5575.0626,3595.8358
198808,23.4509,29.6797,27.8335,28.301,25.907,163.6306,164.6428,163.5474,156.5243,159.7751,445.2474,444.8491,454.2661,412.9264,410.141,1259.5332,1201.5275,1205.2325,1243.9613,1222.3174,7208.8433,6266.8059,5749.6015,5539.0965,3470.8358
198809,23.1337,29.5144,27.1411,27.7852,25.015,163.1317,157.8871,157.877,150.2199,152.758,442.2852,432.7425,440.8878,407.8188,388.9383,1258.4302,1171.2881,1171.3433,1211.6066,1174.7381,7063.9349,6033.0708,5547.1068,5262.8859,3012.971
198810,23.516,29.8931,28.5745,28.7643,25.6226,166.4635,163.354,164.0523,153.0447,156.0341,453.1537,449.6423,456.4535,417.0575,405.1884,1293.0191,1197.549,1216.5988,1249.4307,1226.3969,7207.2316,6269.46,5805.4325,5561.0608,3198.61
198811,23.3711,29.5951,27.9988,28.2053,24.8743,167.9723,163.2585,160.6257,151.5992,151.0965,454.1369,455.8704,458.0765,409.4762,399.0098,1303.4255,1210.7091,1220.7285,1247.3307,1224.0646,7431.4704,6407.5613,5931.3595,5741.8854,3224.3973
198812,22.7152,28.8618,27.0577,26.6224,23.297,166.5622,157.8552,154.5166,146.9288,142.9679,442.8755,449.5249,444.3538,395.6605,380.1926,1274.9466,1187.911,1183.0804,1182.1745,1186.798,7286.9036,6276.1879,5854.1481,5618.299,3110.3901
198901,23.2682,29.6998,27.8678,27.8287,24.7416,168.0759,163.5758,157.6226,156.9969,147.5974,456.1541,462.3632,460.4678,412.9985,402.582,1283.8779,1210.5458,1190.0369,1205.6123,1201.5712,7175.8821,6339.5557,5918.6451,5646.5842,3181.8209
198902,23.9028,31.1537,29.1767,29.3395,26.1206,169.959,170.5621,164.7237,166.559,153.6475,466.5893,482.5045,486.1594,437.4693,425.4634,1304.6738,1283.367,1250.4611,1287.2423,1270.3464,7572.9665,6712.8675,6376.1397,6118.8223,3501.6063
