,SMALL LoBETA,ME1 BETA2,ME1 BETA3,ME1 BETA4,SMALL HiBETA,ME2 BETA1,ME2 BETA2,ME2 BETA3,ME2 BETA4,ME2 BETA5,ME3 BETA1,ME3 BETA2,ME3 BETA3,ME3 BETA4,ME3 BETA5,ME4 BETA1,ME4 BETA2,ME4 BETA3,ME4 BETA4,ME4 BETA5,BIG LoBETA,ME5 BETA2,ME5 BETA3,ME5 BETA4,BIG HiBETA
199608,49.3202,59.021,60.3778,59.6868,54.8094,304.2147,320.8929,302.5835,300.9278,281.5059,758.7839,772.5344,750.523,718.6432,691.793,1821.1834,1957.7589,1922.6011,1918.8466,1850.6789,12278.2799,13726.6234,12328.9363,11974.3961,9601.8678
199609,51.1364,60.2737,62.8885,61.7835,58.5408,320.7731,334.2989,319.4053,316.5463,303.0597,804.1405,808.0833,794.9893,770.3081,756.8378,1920.6269,2055.9536,1981.0808,2032.3995,1990.3228,12321.0391,14023.0886,12676.715,12184.3802,9847.7976
199610,52.8623,62.2636,65.91,63.9133,61.3245,328.5208,343.702,327.3896,331.9548,324.7818,815.6274,842.7941,827.4911,810.1101,806.1709,1971.0375,2152.6569,2084.9359,2131.8699,2171.697,12729.7328,14775.6221,13368.2236,12958.2282,11097.04
199611,53.4439,63.8382,66.5484,63.0555,59.5976,325.4984,345.4406,323.1397,333.9595,314.8639,834.5616,836.5611,834.3959,790.9991,765.0957,2010.0326,2193.6199,2118.4186,2121.8275,2131.4029,13130.2302,14750.4174,13757.1097,13114.9713,11786.2301
199612,54.5989,65.7333,68.3372,65.3625,61.3941,336.7822,360.8795,332.0482,345.7619,326.9144,858.1198,885.3646,882.7155,846.4354,798.6411,2115.9445,2277.098,2236.9826,2257.9594,2265.4322,13902.5764,15433.4969,14713.6836,14448.387,13009.2421
199701,55.6101,66.7646,69.6998,66.4193,63.5549,347.5009,370.5848,338.8495,359.3273,337.6765,873.6506,907.3223,888.1206,838.1794,816.6951,2105.9975,2301.2939,2248.2696,2275.2677,2280.648,13778.6989,15161.8909,14246.4634,14327.1764,12606.4909
199702,58.6411,69.2841,72.823,69.1811,67.5433,355.858,378.8659,345.181,359.2087,351.3043,896.6236,925.7964,890.2249,853.8636,845.0159,2166.7328,2346.8844,2332.5992,2339.2685,2432.2922,14206.1134,16156.4678,15107.5534,15678.7597,14156.4069
199703,59.0865,70.0053,71.6938,67.9413,64.7427,350.8008,378.0149,344.4091,356.3108,334.1133,889.1296,927.5318,879.2237,845.8262,809.339,2179.7943,2332.0442,2362.9971,2334.9222,2400.3957,14127.2195,16350.7179,15365.5618,15882.6503,13560.5315
199704,57.5475,69.5883,68.031,66.1594,62.5632,335.146,375.5915,339.7007,350.7366,307.1179,866.1923,889.5283,856.6232,813.9965,754.1617,2107.9612,2289.0451,2253.2312,2227.3493,2241.0979,13913.4367,15536.2666,14748.6169,14921.1098,12866.5884
199705,56.6626,67.6575,64.6742,64.0901,59.196,339.84,380.2515,342.4066,345.411,302.7888,885.1707,907.905,876.5734,851.1058,768.1027,2137.0761,2335.7254,2333.7209,2251.5959,2328.0611,14397.0451,16535.928,15681.7556,16068.192,13725.8938
199706,60.2999,72.6648,70.4955,70.8367,66.0721,376.8734,409.3561,379.1833,388.7927,348.3419,948.2969,979.4873,935.909,915.6017,871.499,2234.5721,2530.1035,2511.1397,2454.5749,2531.801,15415.931,17358.1625,16528.8114,17011.7572,14775.291
199707,50.6706,66.1276,69.9023,72.6779,70.8016,400.0718,376.248,385.2471,379.9486,372.5989,848.2839,874.3161,846.4437,865.5991,859.3986,2145.3445,2216.0078,2161.384,2275.91,2054.5815,15249.7,18596.0113,14275.9236,17162.1996,15000.7522
199708,53.8744,69.0714,75.4831,76.9539,75.6628,415.1188,389.9662,397.896,402.0089,399.0865,899.0491,915.3616,889.1467,916.6553,919.7341,2282.5172,2398.5708,2324.4572,2459.4794,2175.3836,16594.2055,19799.439,15439.2449,18576.7825,17185.3861
199709,56.0512,71.7357,79.1798,80.0364,80.7931,426.9531,404.7821,410.4218,412.478,413.8182,928.0943,957.2317,897.3412,928.1228,939.1436,2298.8654,2396.4453,2316.1018,2483.2034,2252.877,15873.9781,18792.8998,14791.6482,17623.3295,16512.2061
199710,61.1809,77.9485,85.0457,88.6683,91.0817,460.6534,433.2127,443.8032,449.8685,456.0679,990.3251,1013.8758,964.6763,987.2519,1009.4862,2392.9567,2528.935,2415.423,2643.6985,2473.9462,16683.915,19603.8942,15649.8718,18785.5842,17593.3917
199711,61.19,77.3912,82.8613,87.9285,86.6058,449.8278,431.5912,435.7924,443.4481,429.5644,967.821,974.9182,917.4965,961.2311,952.6203,2295.5722,2418.4072,2309.2959,2542.9849,2260.9801,16122.2778,19172.3502,15027.7301,18202.1854,16807.2691
199712,61.2624,79.2547,81.9351,86.1898,84.8145,450.3349,431.0519,429.8962,439.887,416.5161,975.7277,976.9841,903.6152,959.3675,943.4963,2324.544,2429.4576,2393.2467,2597.4567,2306.0438,16546.7281,20367.3931,15973.1073,19007.834,17403.6224
199801,62.5541,85.0824,83.7196,88.5404,84.1115,460.9509,444.2253,445.4951,462.9017,409.2536,1011.349,1019.8709,920.3856,1010.117,955.3558,2441.402,2535.2168,2409.1642,2656.7394,2297.3156,16657.5729,20732.587,16283.3109,19525.7358,17891.0593
199802,63.005,83.342,82.39,87.5921,84.216,452.1433,435.4423,434.4612,456.9865,414.4936,1003.4389,964.0018,912.6834,985.7719,955.0449,2401.1712,2511.3592,2414.7435,2641.6838,2283.8862,16321.0305,21058.0139,16491.1026,20222.4912,17717.0741
199803,66.5631,87.8139,85.3115,92.6809,90.4504,476.1108,466.6591,467.5904,485.0183,453.2539,1079.7465,1024.8004,988.3042,1061.5709,1047.3783,2551.5687,2652.3857,2600.8885,2877.206,2475.991,17433.3451,22553.0867,17509.5077,21619.4812,19445.3526
199804,72.4363,93.4451,89.9489,98.9701,97.5405,495.4921,490.5025,498.5391,514.6871,478.4741,1120.5351,1091.7246,1024.552,1106.908,1102.1474,2718.6941,2740.3928,2754.8004,3055.0612,2573.2097,18610.2386,23646.9011,18564.5041,22660.7494,20155.4876
199805,75.1951,93.124,92.7999,99.4783,100.5046,497.3099,493.0493,510.7329,524.1632,483.2991,1133.62,1089.3571,1033.9969,1116.5123,1129.4447,2715.5773,2730.4466,2731.1483,3094.4884,2772.9441,18421.311,23963.5044,18642.4472,22760.3775,20990.1198
199806,72.8824,89.9803,90.6738,96.4624,95.6823,479.0958,474.7708,490.3822,500.5951,450.8153,1101.833,1042.4841,983.7644,1069.3293,1046.8585,2659.8257,2624.6326,2644.8848,2991.1411,2690.8366,18362.4198,23858.6054,18337.3203,22319.435,20215.9092
199807,60.989,76.4288,79.132,80.5501,75.4045,409.3031,416.0336,429.221,408.0895,426.6997,951.7845,967.5051,1004.2647,977.7952,976.9451,2556.4363,2572.353,2560.4515,2553.8813,2520.0025,21663.6894,24257.9546,21782.6962,18573.1293,19576.7325
199808,58.4188,71.9271,75.1257,75.1737,69.7781,371.7021,382.1095,398.3732,380.7258,387.199,902.7923,898.1083,907.8789,895.8851,887.0687,2497.1088,2403.3119,2463.1314,2376.8806,2358.8503,21119.7192,24092.9862,21561.6145,19041.2361,20720.1397
199809,48.7034,59.8701,59.6487,59.1479,52.5554,311.7349,325.2965,332.0197,308.9966,296.4551,778.3655,734.313,751.7369,719.6824,681.3104,2246.3812,2000.5406,2019.8743,1858.1738,1814.2749,18751.483,21660.3898,18661.1148,15642.9577,16116.3264
199810,49.8536,60.1784,61.5815,61.5966,57.3506,333.0935,346.0012,345.815,332.1894,324.085,817.5832,778.6979,825.4227,766.8515,746.6471,2392.7883,2086.831,2119.8833,2007.6198,2019.291,19651.1612,23132.4942,19812.5751,16958.7767,17955.6195
199811,51.1102,61.9262,62.2841,63.53,59.576,345.0952,350.5312,354.9639,340.8001,349.0231,861.7153,801.2909,859.6031,780.7628,795.4177,2468.6041,2212.3749,2290.4722,2166.3133,2237.0546,20996.99,24941.3263,21835.1738,18319.1994,20761.3058
199812,54.0117,66.5932,66.4496,68.9094,66.4426,358.9657,361.2264,373.5087,355.1012,375.265,897.5835,830.3757,894.3743,805.5593,851.3183,2544.2623,2325.0435,2392.1898,2187.7838,2363.1473,21746.0394,27072.1148,23078.3563,19230.2926,22624.9337
199901,55.8782,65.5883,68.0438,69.6846,70.822,377.6238,377.3478,389.5006,370.2405,402.7558,935.2377,872.9393,934.9618,846.4886,954.0029,2682.9576,2419.45,2510.3021,2296.4791,2651.5481,22795.333,28311.6195,24303.769,20357.2094,26168.7496
199902,57.923,67.169,69.2128,73.4517,76.8628,377.2961,366.3417,372.2457,361.9154,418.9799,903.0358,833.6082,899.1026,818.624,1031.4598,2532.8195,2339.8286,2428.6879,2263.1345,2792.7553,21949.7341,29350.6729,25260.4745,21740.4638,30163.5935
199903,56.4164,63.7936,64.3909,68.3444,71.6802,346.6862,346.3893,341.9828,335.9683,374.0593,848.5186,776.2647,842.4193,759.5874,926.0583,2442.6105,2276.3389,2339.1138,2175.6737,2565.3112,21933.1825,28041.0348,24768.4025,21038.8467,28427.3048
199904,54.3452,60.836,63.1531,64.6978,70.987,343.8267,338.8447,337.2127,329.7143,378.1062,832.3563,773.5328,841.7317,767.4231,985.2484,2439.4504,2287.0995,2356.7521,2331.2887,2673.7667,22573.4652,29164.6524,25390.8877,21739.9369,31603.4191
199905,59.5203,67.1865,67.4418,71.2297,79.0725,371.3961,361.6021,353.6755,368.0266,409.3718,893.0417,825.0836,914.734,820.4071,1081.2169,2637.083,2511.4072,2577.1116,2624.9164,2868.4728,23550.8425,30625.3816,26569.2205,21979.546,32630.9773
199906,61.5376,68.5232,70.8885,73.6055,82.7592,381.308,368.2525,363.8587,384.9872,423.408,924.1441,846.6676,925.2384,845.1433,1085.5679,2625.6637,2530.7594,2582.8705,2654.0666,2956.9159,23028.4991,30212.0018,26180.0574,21032.0612,31591.7898
199907,50.9285,59.4944,68.5942,66.2556,67.8355,370.7742,384.8127,391.6269,390.6461,380.3924,931.5008,889.5483,920.4015,924.4408,886.7097,2566.0076,2425.7549,2510.2083,2420.7591,2390.8002,20795.5396,36404.1665,29693.9303,19588.9017,24804.4375
199908,51.4542,60.7552,70.3093,67.4802,69.5583,366.8675,380.6114,384.4506,376.567,373.3103,929.5039,881.7749,898.2047,906.8673,862.935,2572.3201,2372.6812,2469.0497,2388.8005,2356.7207,20252.0322,35893.7436,29351.4134,18572.6116,23575.6316
199909,50.1724,59.2658,69.3381,65.4186,68.639,351.8415,370.7942,370.0911,358.1686,366.192,917.9461,835.7113,845.7197,864.0333,848.9083,2555.6312,2315.6347,2341.8744,2252.3991,2340.8367,20261.39,36141.5911,29441.6659,18244.7267,23340.0843
199910,50.0634,56.0023,68.9255,63.2946,69.1561,347.2852,360.1889,362.8895,354.1573,371.3829,917.4195,825.2681,870.8174,871.289,874.0056,2461.9469,2228.1551,2253.9723,2205.4018,2370.7204,19364.1764,36668.3036,28409.0711,17787.3573,22848.9454
199911,50.6801,54.5599,67.3489,62.6282,69.7195,343.2423,351.6038,361.9913,344.9021,374.8265,937.7645,814.6314,870.0025,870.2911,882.758,2526.0975,2246.2301,2293.2567,2360.5034,2604.7258,20640.6616,39844.7188,29576.2134,19964.6795,25274.9253
199912,53.05,56.4523,71.4879,69.3916,83.4886,352.3447,356.3602,378.3455,371.4654,430.7738,918.9635,862.6408,921.7404,901.182,993.4562,2432.4401,2264.0329,2348.0654,2410.9339,2937.907,20770.87,39282.6557,30305.4419,21719.3228,26880.1112
200001,55.5582,58.3362,79.6545,85.2405,105.8185,365.4828,366.834,407.103,399.4867,507.0562,926.5811,878.6222,995.045,963.8309,1186.9951,2441.6915,2381.5408,2432.3636,2576.9003,3664.0996,19807.8964,42196.5084,31997.103,25575.7993,29235.5778
200002,57.9008,61.2282,85.6795,85.5317,115.7133,356.2052,356.7442,379.5445,388.6961,525.907,923.9455,853.684,928.2378,898.3178,1155.0369,2405.7096,2242.6343,2308.0983,2416.0246,3526.2469,19845.841,39264.3386,31160.3529,24287.0476,27481.5672
200003,65.0974,70.5557,107.8461,105.0322,163.9715,395.4001,383.1273,411.1487,436.4091,668.5118,944.0271,910.8928,959.6906,995.3675,1429.5267,2306.0721,2302.8023,2255.902,2622.5649,4614.0294,17622.398,36333.812,29805.7945,26226.36,30481.2224
200004,64.1313,68.2086,93.034,107.7813,159.1251,381.5075,380.5073,413.5284,407.7053,625.1329,1036.0097,879.6679,990.5441,942.8863,1323.6389,2655.0907,2535.085,2682.4908,2823.5477,4912.6747,19020.705,40367.2517,33882.9935,28576.9879,32490.7266
200005,54.374,63.9382,81.9807,91.3006,129.9258,378.7933,368.3115,383.6794,408.0942,561.4184,993.0884,891.6132,956.3683,960.425,1225.3258,2699.2961,2430.5802,2621.6504,2825.249,4468.3594,20023.9686,38186.7739,33142.3318,27009.0009,31322.5078
200006,51.8135,60.4994,77.963,82.9737,111.662,359.8278,369.2463,376.0195,373.8439,499.9118,1023.7613,904.6424,903.9495,963.1573,1121.3275,2797.3707,2384.6891,2608.1827,2757.7703,4065.6195,21249.0865,38176.6684,32330.3607,25375.2759,28950.0412
200007,46.3513,58.6865,59.9251,60.5937,60.13,358.6587,347.2576,357.346,338.5124,349.0263,886.5232,873.6627,937.7407,913.4346,863.1054,2492.6937,2312.1935,2281.4783,2614.4647,2378.7658,21105.3615,25205.2706,42143.6578,27714.3694,32221.1986
200008,45.8814,59.3663,60.2497,60.0537,58.3117,352.3159,348.1685,363.7821,344.4067,324.3224,853.4717,877.0869,940.3582,911.4511,823.1651,2468.3399,2273.0113,2359.2987,2641.8676,2181.5005,20332.481,24233.7269,42258.6559,27853.8145,32176.6965
200009,48.5191,62.1692,63.4047,64.6501,63.9793,368.3215,371.1851,400.3136,368.699,347.996,933.0249,944.4773,979.5431,974.3643,915.2726,2845.0894,2421.5937,2560.1753,2869.9029,2378.99,20954.852,25411.1866,45652.2746,30171.0872,35661.4042
200010,49.1913,63.5063,64.4854,62.4255,59.7566,378.3476,376.2619,417.2246,355.0697,325.3763,958.8931,954.6738,990.046,973.6039,837.7321,3052.3754,2421.7524,2595.2101,2688.1997,2161.6209,22127.3958,27720.1835,41745.8507,28897.8839,31379.9415
200011,46.9829,61.1649,60.0475,60.5329,53.7139,369.608,383.6853,411.9368,341.0996,297.4813,909.1475,956.3262,977.5923,966.464,815.7018,2952.5492,2413.4577,2643.2273,2693.3773,2119.9175,23578.0164,28481.6855,42416.8997,28056.3873,28953.1218
200012,44.8334,58.752,57.1894,55.328,44.6011,350.7081,376.5004,376.6156,316.5163,252.9053,888.9348,918.7695,949.0977,889.4541,673.6417,2965.2571,2367.5877,2549.089,2536.5697,1777.537,24776.8209,27782.3319,39497.762,24401.2657,23557.98
200101,47.5194,60.3644,57.1266,56.5847,41.8962,393.9963,409.9745,409.7183,351.2888,253.8803,999.6553,1023.6225,1046.32,989.2836,733.8118,3278.3972,2647.89,2741.0994,2763.394,1845.3369,26048.1709,29088.7704,37812.6437,25215.7723,23611.9111
200102,51.665,66.6621,63.5172,65.4588,55.3005,394.9634,423.1656,441.6198,382.7109,299.5965,957.7337,1031.8446,1089.6003,1006.0012,822.9703,3051.1639,2635.2573,2767.0585,2872.2177,2079.006,24321.2619,28146.2102,40859.469,25745.7555,27999.7167
200103,50.4395,67.841,63.1966,63.1496,49.2537,399.5715,421.6493,420.9557,374.7028,268.8323,943.6395,1017.6228,1036.5115,950.0687,722.0067,3014.0848,2617.0907,2690.1422,2713.0275,1790.3294,24523.6906,28384.9055,37632.8221,23041.7585,21746.5405
200104,51.179,67.6558,62.735,60.5631,47.3252,406.8223,411.3731,412.4276,377.8442,255.538,929.6748,969.7711,976.8866,902.5951,661.7384,2994.0944,2523.4025,2577.5591,2581.9579,1602.212,23538.5047,26946.6988,34959.5157,22204.0508,18928.0304
200105,54.5556,71.975,67.7746,65.4733,51.1584,421.4061,431.0943,437.6205,407.2195,282.055,1007.1667,1052.8613,1022.6608,967.6919,747.0945,3283.894,2702.2257,2736.9887,2810.6688,1887.0292,24580.8942,27916.6814,39269.3992,23704.338,21489.8047
200106,59.9584,79.6583,76.4925,76.0967,58.1446,442.3719,444.3896,462.5959,415.8398,298.212,1032.7631,1094.9964,1050.3117,999.2577,762.0883,3316.7557,2789.6161,2860.0988,2927.8248,1961.5033,24969.8048,28117.3789,39087.9138,23811.283,21408.5635
200107,73.6227,74.7183,73.3597,67.9886,59.923,462.0393,456.5585,455.0452,464.924,452.2563,1139.4839,1149.3134,1157.2641,1125.3025,1138.9086,2782.3235,3037.128,2953.9939,3091.6312,3010.3755,21744.5391,26800.1067,27643.2008,32691.5626,31914.8229
200108,73.6104,75.7052,75.0719,67.8874,57.5561,453.5839,444.257,452.7586,445.3916,410.161,1124.463,1130.0847,1140.8149,1103.577,1043.5748,2761.9776,3072.8392,3019.7312,3051.8569,2833.3742,21935.5163,27263.1237,28482.7916,31859.8384,29587.4056
200109,73.9572,76.3704,75.6587,67.3397,55.4955,451.3576,447.5279,438.6519,447.7175,384.1464,1106.102,1120.225,1121.6035,1090.6615,960.9867,2780.172,3099.4097,2948.3312,2919.3019,2549.4838,21709.889,26264.0046,27205.0713,30243.6318,25736.0875
200110,68.9156,71.5095,68.6324,59.1401,46.0933,418.838,402.1162,385.0559,373.3448,292.362,1041.9498,1026.0489,989.8804,933.4018,747.2238,2656.1795,2877.3255,2697.7857,2428.7603,1946.0606,21350.9267,25683.4368,27196.9389,26632.0206,21604.8492
200111,71.9581,73.061,71.0284,63.7216,51.5123,433.9298,414.8256,396.453,394.5346,333.327,1067.9157,1079.6758,1019.2265,989.0152,890.177,2610.9063,2858.971,2770.9599,2616.43,2230.2584,21862.3241,25364.461,26249.8546,27694.727,23587.4003
200112,75.0951,75.7989,73.9107,67.1438,58.0139,459.2204,436.0336,426.9941,425.232,388.0425,1094.3641,1142.2848,1085.3423,1094.5385,997.7804,2605.2794,3017.5553,2958.9785,2869.3056,2579.2447,22279.3363,26155.1438,27261.9449,30810.998,26808.0492
200201,78.175,78.7264,77.6777,73.7688,64.302,488.4371,458.9092,460.1464,463.185,425.4898,1135.2198,1207.4672,1153.7553,1169.9872,1080.184,2739.3918,3156.8718,3102.4456,3016.144,2697.3045,22344.0675,26499.8872,27815.0043,31236.4404,26767.5677
200202,80.8946,79.9761,80.8431,77.3364,66.4937,492.1551,466.2575,470.0259,461.8682,415.1024,1111.4945,1230.6713,1127.6152,1181.4227,1055.3707,2704.6359,3135.3844,3162.3673,2975.4428,2647.397,22223.972,26532.8471,28309.2928,30592.7848,25992.7167
200203,81.4702,79.5435,81.9974,77.37,61.3203,492.4055,479.2126,475.1175,463.0299,381.213,1134.394,1248.4659,1146.4017,1179.1582,957.7204,2797.299,3231.8598,3197.3203,3011.4017,2407.3503,22611.8651,26994.4113,28848.0901,29648.2685,23425.3653
200204,86.5841,85.8934,88.4193,84.2404,69.2826,522.5228,524.1887,522.4749,512.7103,430.1936,1203.6287,1335.8082,1229.541,1267.8264,1068.0334,2997.7488,3354.573,3346.9773,3215.9187,2655.1316,23337.2396,27998.1982,29226.9012,30765.8782,24981.6102
200205,92.9292,91.7691,93.4997,88.8719,68.6576,558.9066,554.2398,554.001,538.1832,416.9034,1238.3498,1374.7433,1271.8458,1315.6778,1000.8924,3128.6469,3432.2296,3376.3618,3191.5845,2457.048,23075.9549,26564.4452,27848.7396,28573.8934,22041.8008
200206,91.9538,91.706,95.3951,89.0319,67.757,544.8988,531.7615,539.9665,515.9786,386.4895,1202.8078,1359.7198,1253.9969,1282.8402,928.6932,3085.4354,3444.9372,3402.3349,3157.2161,2348.5318,22671.8238,26418.5305,28056.3736,28324.5514,21830.9946
200207,93.1895,91.4379,91.1676,86.3538,75.9737,540.9727,513.234,553.949,548.6809,521.6842,1220.2954,1181.5839,1173.5163,1201.5337,1156.6416,2938.166,3034.9775,2903.977,2847.3828,2944.4705,23083.0811,25059.8607,27726.5884,22763.3311,29019.1978
200208,84.4063,81.9404,80.2152,72.8968,62.2026,476.4708,457.8435,468.0228,448.0728,421.9814,1113.5425,1098.6609,1034.8285,1085.2296,985.4429,2729.8825,2862.5713,2690.0898,2503.7265,2499.8631,22211.6602,22995.8221,25750.0323,22241.258,26067.5724
200209,85.6977,83.6683,78.7698,71.6517,61.6189,487.1047,461.0019,464.1793,444.4699,421.4044,1124.7459,1109.9644,1077.0638,1116.692,965.0785,2815.4595,2915.5659,2672.0577,2489.7446,2482.6484,22607.9465,22662.6571,26229.0149,21954.0401,26077.4609
200210,83.31,80.5272,73.0983,65.7229,53.9745,472.3769,435.4454,437.5384,408.1652,370.784,1074.1997,1049.1738,1012.8444,1018.8142,834.2293,2620.055,2670.2371,2455.9203,2227.7999,2101.7895,20870.0015,20529.7359,23743.8227,19054.779,22688.9577
200211,84.9572,82.1485,73.5282,68.0155,58.6564,479.0051,440.5436,442.0369,423.4776,415.2522,1102.1727,1071.7388,1039.4789,1004.7933,973.6618,2666.7071,2738.8477,2508.3847,2299.2942,2437.8872,21605.8055,22166.4106,25311.882,20469.0758,26474.2524
200212,87.9599,85.3832,78.3851,75.6168,73.4432,488.3919,455.0127,465.5219,466.558,508.1805,1111.2903,1075.2261,1095.5382,1093.7433,1165.5304,2697.8281,2774.3041,2659.2107,2493.9147,3017.0548,21741.8992,22778.2723,25649.1908,22005.755,29293.0402
200301,87.8393,85.1725,78.0456,72.9332,66.0171,495.0588,443.382,450.5097,440.1704,442.3465,1117.0029,1071.1339,1068.653,1021.8456,1035.549,2724.7371,2746.5271,2580.6421,2358.571,2627.1116,21601.4815,22037.6458,24655.9721,20559.8456,25590.9165
200302,87.7959,84.1083,76.0467,70.9292,67.4911,483.9484,437.7627,429.0823,420.4108,427.7428,1091.3476,1040.3578,1039.9022,977.1554,1015.482,2610.1593,2695.3613,2561.9822,2298.0604,2585.2667,20954.8544,21578.3323,23578.6689,20146.1108,24901.5482
200303,87.1624,82.6076,74.4,68.3098,65.0992,472.7415,432.8866,419.5273,402.7454,419.9879,1086.0138,1006.4822,996.9458,938.2905,979.0732,2555.6468,2625.9225,2520.1532,2215.5039,2546.5699,20290.4757,20905.3065,22925.808,19982.2478,25028.8544
200304,87.6914,84.078,74.8472,68.5446,69.2347,476.5083,435.4329,423.3803,409.6589,428.749,1109.494,1010.783,1000.1207,942.0125,1000.334,2605.7784,2658.9471,2514.3876,2217.4348,2529.9577,20591.5572,21238.0653,23508.6215,20325.9049,25084.5904
200305,92.7307,89.8832,81.7297,77.3653,79.9812,509.5895,469.236,463.4088,450.1288,487.2801,1159.9121,1115.5662,1098.3774,1042.6854,1126.4547,2705.8019,2792.7141,2689.3489,2422.4843,2836.2664,21550.1402,22850.4312,25155.8949,22509.9285,28016.6304
200306,100.0362,96.2915,88.8159,88.983,100.1689,545.8114,496.8631,499.0305,511.4839,574.7942,1257.639,1181.667,1175.8553,1121.2058,1274.2279,2867.5831,2998.4751,2909.6803,2635.9819,3249.6855,22537.2378,23508.2925,25928.242,23449.8364,30243.3486
200307,91.0611,100.3741,96.7109,93.4252,95.9366,527.4724,531.7878,541.4865,500.3144,515.8662,1200.7358,1197.8142,1234.0553,1194.072,1160.9848,2737.7674,2963.6486,2872.8884,2879.7138,2949.0368,25183.5227,19687.7574,32899.5681,23819.1225,26420.7597
200308,97.2502,105.5668,101.1676,101.3877,109.5154,547.501,563.6442,573.1377,537.3968,570.0954,1215.0815,1247.9609,1280.4873,1268.214,1248.2069,2771.1194,3015.4816,3019.1719,2982.5634,3101.7589,24491.1298,19783.6417,33729.8413,24701.5911,27906.3571
200309,99.6151,108.8805,104.9605,107.938,119.5025,563.5025,574.9725,598.4056,565.1926,617.1089,1250.9534,1279.8263,1337.9143,1334.6023,1363.2841,2799.21,3087.1961,3138.851,3148.377,3353.9378,24056.5818,20327.6165,33826.8046,25436.7092,29260.2324
200310,100.7047,109.3782,106.238,109.2234,127.9793,554.8932,565.1934,591.9609,537.9315,602.3081,1237.8055,1273.3716,1310.5584,1306.7116,1321.2738,2841.573,3091.3611,3079.6169,3107.5729,3259.6089,24274.1686,19969.6375,33648.2774,25058.9451,28754.3654
200311,106.6069,118.9597,116.1162,120.0298,144.7831,585.6287,614.2469,637.2226,585.0183,668.7366,1309.9443,1347.7566,1410.1505,1450.9336,1473.0803,3020.7068,3273.1,3361.3847,3357.1278,3569.4022,25114.0544,20865.473,34704.5644,26382.7719,31749.5393
200312,113.3555,125.8427,122.1414,127.431,153.3413,612.7218,644.1214,651.6303,607.2789,699.0975,1365.9048,1399.9005,1470.5051,1469.0915,1518.7804,3145.9665,3378.0431,3465.3097,3454.8158,3671.2437,25524.1556,21300.4627,34636.6572,26397.3275,32277.3407
200401,117.2896,132.7711,129.8849,134.4861,158.9404,633.0321,660.4033,684.9319,636.3699,708.5401,1400.1662,1425.1541,1547.3219,1518.2029,1550.2414,3262.6778,3489.4117,3545.5677,3566.4618,3744.8611,26868.8538,22436.2016,35989.0393,27584.1459,33523.3175
200402,120.054,139.1381,138.4974,144.54,176.1322,644.4506,672.0457,712.8921,658.0205,768.0571,1413.7366,1438.36,1582.7757,1573.0883,1654.2655,3347.5145,3569.4594,3596.2719,3649.8436,3896.4962,27077.5484,22538.1131,37056.422,27984.2049,34270.4273
200403,122.3482,142.9941,143.2339,147.4596,174.1907,659.1698,688.7941,724.1917,667.6974,767.2719,1459.3165,1474.1813,1633.3478,1629.636,1643.6008,3497.3119,3705.4243,3670.6827,3753.3374,3883.0929,27574.4704,23191.8687,37813.0312,28309.1906,34716.1754
200404,123.8846,146.3105,145.8574,152.3822,174.539,671.0776,700.9781,739.3218,685.1701,768.6948,1484.7462,1501.4942,1659.7458,1671.0124,1659.1014,3529.6236,3739.6981,3755.2361,3763.9258,3850.8002,26908.084,23089.858,37023.5695,27747.8925,34378.9628
200405,119.3388,141.0886,144.9138,149.8666,163.4729,649.3903,694.0138,731.0493,669.5164,699.9165,1458.4655,1483.685,1615.4085,1623.2659,1545.9337,3470.1221,3710.4571,3700.0604,3603.4471,3553.3551,27471.0408,23105.5938,38289.1302,27149.3671,32399.8443
200406,119.6931,138.487,147.4292,152.0629,163.0103,655.6752,705.3405,733.7074,677.7043,722.907,1468.7144,1483.3001,1648.6823,1627.246,1620.3829,3463.7346,3829.5128,3784.0944,3681.8046,3660.6867,27355.7767,23284.4709,38323.5297,27396.4635,33545.5577
200407,134.8909,161.0264,156.1191,162.4509,161.5834,790.8603,764.2328,778.3515,766.8752,764.2277,1628.5704,1611.7456,1639.9638,1655.0151,1586.2324,3992.0301,3790.7016,3664.3357,3675.8376,3900.1665,27494.7624,29929.1279,29860.137,33806.8337,28401.6627
200408,131.5766,154.8817,149.6118,152.1874,140.4287,786.429,733.8849,749.2774,717.111,674.4752,1609.06,1572.7658,1567.4037,1564.2959,1390.0397,3927.9589,3625.7121,3452.5099,3490.6856,3540.0149,26716.5111,29280.3064,29518.0451,33534.8469,25531.3865
200409,132.9683,157.0041,147.1793,151.2728,137.8906,801.1686,731.4402,748.0682,707.5227,649.4233,1631.4427,1602.2293,1551.5374,1552.5941,1343.3032,4028.3723,3719.4316,3494.2721,3446.1085,3403.4793,27300.3781,29394.3687,29760.2369,33688.6675,24429.2127
200410,136.8957,162.9137,152.6572,161.0263,146.4553,839.427,769.3817,784.0246,760.6481,691.3007,1670.439,1673.8588,1624.9967,1613.0599,1398.7148,4063.1861,3805.0362,3578.764,3602.376,3569.1747,27001.3173,29879.4349,30149.6131,34008.3025,25054.988
